pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
16.286033,3.728095,18.977657,17.140996,3.615394,19.060473,17.099044,3.761393,18.131917,16.79101,1.470046,16.493529,17.739113,1.206869,15.529624,16.315569,0.661245,15.661588,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.817972,1.408155,16.534376,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.817972,1.408155,16.534376,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.817972,1.408155,16.534376,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.81801,1.407645,16.533917,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.81801,1.407645,16.533917,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.81801,1.407645,16.533917,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
16.288568,3.724487,18.948476,17.157459,3.581169,19.0779,17.091353,3.757088,18.170961,16.81801,1.407645,16.533917,17.741023,1.12675,15.622338,16.33454,0.741982,15.604882,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.817972,1.408155,16.534376,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
16.288601,3.723969,18.948022,17.158128,3.580176,19.079389,17.091353,3.757088,18.170961,16.81801,1.407645,16.533917,17.741023,1.12675,15.622338,16.334501,0.742487,15.605347,NaN,NaN,NaN
