pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp¨,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp ¨,Ele/Dep Ang
20.316488,4.186595,15.761921,20.896477,4.127335,16.349016,20.88121,4.146096,15.213231,20.999966,1.481874,13.841494,21.837622,1.218068,12.659897,NaN,NaN,NaN,-0.103489,2.645461,2.507522,21.734133,3.863529,15.167419,0.827393212,1.472220313,1.570834687,1.41231046,,-0.118756,2.664222,1.371737,21.718866,3.88229,14.031634,1.136042527,1.472220313,2.471159658,2.484559518,
20.334743,4.142035,15.783658,20.906278,4.050844,16.381644,20.906102,4.137787,15.236023,20.944451,1.50648,13.826911,21.840304,1.239376,12.560141,NaN,NaN,NaN,-0.038173,2.544364,2.554733,21.802131,3.78374,15.114874,0.832199081,1.574358084,1.651930655,1.401196935,86.75099067,-0.038349,2.631307,1.409112,21.801955,3.870683,13.969253,1.148915398,1.574358084,2.579597955,2.480616286,140.8826818
20.334743,4.142035,15.783658,20.906278,4.050844,16.381644,20.906102,4.137787,15.236023,20.944451,1.50648,13.826911,21.840304,1.239376,12.560141,NaN,NaN,NaN,-0.038173,2.544364,2.554733,21.802131,3.78374,15.114874,0.832199081,1.574358084,1.651930655,1.401196935,85.0681438,-0.038349,2.631307,1.409112,21.801955,3.870683,13.969253,1.148915398,1.574358084,2.579597955,2.480616286,140.628889
20.334781,4.14151,15.783224,20.906278,4.050844,16.381644,20.906102,4.137787,15.236023,20.944451,1.50648,13.826911,21.840304,1.239376,12.560141,NaN,NaN,NaN,-0.038173,2.544364,2.554733,21.802131,3.78374,15.114874,0.832427559,1.574358084,1.651607435,1.400683389,81.6517932,-0.038349,2.631307,1.409112,21.801955,3.870683,13.969253,1.148915398,1.574358084,2.579597955,2.480616286,138.9812272
20.334743,4.142035,15.783658,20.906278,4.050844,16.381644,20.906102,4.137787,15.236023,20.944451,1.50648,13.826911,21.840304,1.239376,12.560141,NaN,NaN,NaN,-0.038173,2.544364,2.554733,21.802131,3.78374,15.114874,0.832199081,1.574358084,1.651930655,1.401196935,87.96849405,-0.038349,2.631307,1.409112,21.801955,3.870683,13.969253,1.148915398,1.574358084,2.579597955,2.480616286,139.1432044
20.334781,4.14151,15.783224,20.906278,4.050844,16.381644,20.906102,4.137787,15.236023,20.945166,1.504984,13.827907,21.841022,1.237886,12.561121,NaN,NaN,NaN,-0.038888,2.54586,2.553737,21.802134,3.783746,15.114858,0.832427559,1.574371647,1.651615275,1.400678362,82.55746239,-0.039064,2.632803,1.408116,21.801958,3.870689,13.969237,1.148915398,1.574371647,2.579613541,2.480622185,135.492219
20.333994,4.140987,15.785377,20.905531,4.04979,16.383377,20.905359,4.136738,15.237738,20.944451,1.50648,13.826911,21.840304,1.239376,12.560141,NaN,NaN,NaN,-0.03892,2.54331,2.556466,21.801384,3.782686,15.116607,0.832211172,1.574358084,1.651928065,1.401188318,89.59371263,-0.039092,2.630258,1.410827,21.801212,3.869634,13.970968,1.148933724,1.574358084,2.579615828,2.480618334,139.0473789
20.334743,4.142035,15.783658,20.906278,4.050844,16.381644,20.906102,4.137787,15.236023,20.944451,1.50648,13.826911,21.840304,1.239376,12.560141,NaN,NaN,NaN,-0.038173,2.544364,2.554733,21.802131,3.78374,15.114874,0.832199081,1.574358084,1.651930655,1.401196935,88.28569031,-0.038349,2.631307,1.409112,21.801955,3.870683,13.969253,1.148915398,1.574358084,2.579597955,2.480616286,135.7241533
20.334743,4.142035,15.783658,20.905605,4.051804,16.380189,20.906102,4.137787,15.236023,20.944451,1.50648,13.826911,21.840205,1.238004,12.559779,NaN,NaN,NaN,-0.038846,2.545324,2.553278,21.801359,3.783328,15.113057,0.830586715,1.57482637,1.652071095,1.401563297,79.47346098,-0.038349,2.631307,1.409112,21.801856,3.869311,13.968891,1.14739233,1.57482637,2.578939238,2.481320724,134.7090213
20.334743,4.142035,15.783658,20.906278,4.050844,16.381644,20.906102,4.137787,15.236023,20.944451,1.50648,13.826911,21.840304,1.239376,12.560141,NaN,NaN,NaN,-0.038173,2.544364,2.554733,21.802131,3.78374,15.114874,0.832199081,1.574358084,1.651930655,1.401196935,81.00709439,-0.038349,2.631307,1.409112,21.801955,3.870683,13.969253,1.148915398,1.574358084,2.579597955,2.480616286,138.0113203
