pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp�,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp �,Ele/Dep Ang
22.580208,5.220775,14.586988,23.205268,5.035722,14.964036,23.225295,5.171864,13.902244,23.356675,2.55784,12.414255,24.601292,2.088824,11.614379,NaN,NaN,NaN,-0.151407,2.477882,2.549781,24.449885,4.566706,14.16416,0.753066936,1.552046746,2.02540906,2.073539168,,-0.13138,2.614024,1.487989,24.469912,4.702848,13.102368,1.070671741,1.552046746,2.275068634,2.080213816,
22.614226,5.226454,14.56845,23.239745,5.086711,14.882329,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100453,2.612601,2.365438,24.475381,4.692201,14.037537,0.713668097,1.547936687,2.00778306,2.105431552,77.71574067,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.083522016,1.547936687,2.288615977,2.091097643,127.8347295
22.607391,5.234904,14.554441,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.731182679,1.547936687,2.005718811,2.074283461,73.915947,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,127.5357188
22.603854,5.242125,14.549518,23.239595,5.100193,14.896354,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100603,2.626083,2.379463,24.475231,4.705683,14.051562,0.737974608,1.547936687,2.009423319,2.071662156,64.85786504,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095689654,1.547936687,2.301952133,2.096534727,123.7071696
22.603854,5.242125,14.549518,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.737905644,1.547936687,2.009702754,2.072324694,70.69615544,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,124.9972696
22.603854,5.242125,14.549518,23.23967,5.099153,14.895499,23.227697,5.233361,13.808491,23.340198,2.47411,12.516891,24.575147,2.080554,11.670708,NaN,NaN,NaN,-0.100528,2.625043,2.378608,24.474619,4.705597,14.049316,0.737838621,1.547905368,2.009434254,2.07194464,62.06950137,-0.112501,2.759251,1.2916,24.462646,4.839805,12.962308,1.095327135,1.547905368,2.302207446,2.097443397,121.4102615
22.600504,5.246769,14.542478,23.239595,5.100193,14.896354,23.227621,5.234397,13.80934,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100603,2.626083,2.379463,24.475231,4.705683,14.051562,0.745083924,1.547936687,2.012057132,2.066470033,61.60151529,-0.112577,2.760287,1.292449,24.463257,4.839887,12.964548,1.09533261,1.547936687,2.301517396,2.096308264,120.9947275
22.600504,5.246769,14.542478,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.745014981,1.547936687,2.012335966,2.0671239,61.18406889,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,119.404595
22.600504,5.246769,14.542478,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.745014981,1.547936687,2.012335966,2.0671239,66.71052481,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,121.7426803
22.607763,5.229751,14.550201,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.731918366,1.547936687,2.002956656,2.067620766,59.75838061,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,120.6564312
22.589896,5.268433,14.527711,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.765649459,1.547936687,2.024605223,2.06134597,71.50951704,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,122.6626645
22.607204,5.237481,14.556559,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.730839367,1.547936687,2.007107369,2.077610131,63.06556179,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,122.0240307
22.577803,5.268965,14.484732,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.797344287,1.547936687,2.026389239,2.021104553,61.44320298,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,121.0464377
22.577803,5.268965,14.484732,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575969,2.080456,11.672023,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475403,4.706019,14.051058,0.797344287,1.547868009,2.026293932,2.02104787,57.78172547,-0.112539,2.759769,1.292025,24.46343,4.840225,12.964048,1.095328874,1.547868009,2.301553262,2.096467533,120.7376098
22.58785,5.255038,14.505844,23.240313,5.098735,14.897349,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.099885,2.624625,2.380458,24.475949,4.704225,14.052557,0.77679776,1.547936687,2.018361191,2.03387205,62.66069901,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.096863902,1.547936687,2.302241211,2.095490492,118.1035821
22.58785,5.255038,14.505844,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.339517,2.475066,12.515486,24.575147,2.080554,11.670708,NaN,NaN,NaN,-0.099885,2.624607,2.38044,24.475262,4.705161,14.051148,0.775320595,1.547924767,2.017780272,2.034820379,66.30060748,-0.111858,2.758813,1.29343,24.463289,4.839367,12.964138,1.095328874,1.547924767,2.301499629,2.096302199,117.6080905
22.591199,5.250395,14.512882,23.239632,5.099673,14.895926,23.227659,5.233879,13.808916,23.340198,2.47411,12.516891,24.575834,2.0796,11.672099,NaN,NaN,NaN,-0.100566,2.625563,2.379035,24.475268,4.705163,14.051134,0.768052852,1.547936687,2.014995073,2.039533275,54.24935172,-0.112539,2.759769,1.292025,24.463295,4.839369,12.964124,1.095328874,1.547936687,2.301514344,2.096308243,112.6953411
