pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp¨,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp ¨,Ele/Dep Ang
34.61507,3.776504,13.981068,35.257265,3.674965,14.401107,35.166825,3.737908,13.346634,35.365896,1.59867,11.851983,36.530617,1.36065,10.750763,34.647331,0.060695,11.287967,-0.108631,2.076295,2.549124,36.421986,3.436945,13.299887,0.774052549,1.620467222,1.960676745,1.820192058,,-0.199071,2.139238,1.494651,36.331546,3.499888,12.245414,1.060214376,1.620467222,2.414900398,2.221638623,
34.614946,3.765412,14.047384,35.256993,3.687441,14.364529,35.124194,3.706466,13.397396,35.392293,1.585335,11.857807,36.549594,1.30475,10.83605,34.672501,0.052793,11.296478,-0.1353,2.102106,2.506722,36.414294,3.406856,13.342772,0.720336573,1.569095572,1.96537368,1.971491337,64.67893333,-0.268099,2.121131,1.539589,36.281495,3.425881,12.375639,0.976393243,1.569095572,2.252487828,2.142660279,126.8827021
34.614908,3.76592,14.0478,35.256956,3.687951,14.364944,35.103744,3.725068,13.353219,35.390022,1.590628,11.856399,36.549594,1.30475,10.83605,34.685071,0.072498,11.259145,-0.133066,2.097323,2.508545,36.416528,3.402073,13.344595,0.720336807,1.570810471,1.967921883,1.973255102,64.29094095,-0.286278,2.13444,1.49682,36.263316,3.43919,12.33287,1.023933135,1.570810471,2.281220556,2.12324026,127.3338248
34.614908,3.76592,14.0478,35.256956,3.687951,14.364944,35.095609,3.738272,13.341768,35.390022,1.590628,11.856399,36.549594,1.30475,10.83605,34.685071,0.072498,11.259145,-0.133066,2.097323,2.508545,36.416528,3.402073,13.344595,0.720336807,1.570810471,1.967921883,1.973255102,63.73859337,-0.294413,2.147644,1.485369,36.255181,3.452394,12.321419,1.037041072,1.570810471,2.286467729,2.114373402,126.7623633
34.614908,3.76592,14.0478,35.256956,3.687951,14.364944,35.096011,3.732932,13.337386,35.390246,1.587878,11.854106,36.549594,1.30475,10.83605,34.689415,0.066999,11.267032,-0.13329,2.100073,2.510838,36.416304,3.404823,13.346888,0.720336807,1.568657792,1.966391676,1.974194369,62.98384726,-0.294235,2.145054,1.48328,36.255359,3.449804,12.31933,1.041058128,1.568657792,2.288680664,2.115921683,123.7023894
34.614946,3.765412,14.047384,35.256993,3.687441,14.364529,35.09663,3.734043,13.335602,35.384439,1.591381,11.839565,36.549594,1.30475,10.83605,34.689415,0.066999,11.267032,-0.127446,2.09606,2.524964,36.422148,3.40081,13.361014,0.720336573,1.564220528,1.967235996,1.983734468,62.09007201,-0.287809,2.142662,1.496037,36.261785,3.447412,12.332087,1.04239091,1.564220528,2.279921351,2.106529089,125.811987
34.61487,3.766428,14.048217,35.256918,3.68846,14.365359,35.096011,3.732932,13.337386,35.384439,1.591381,11.839565,36.549635,1.304249,10.835634,34.689415,0.066999,11.267032,-0.127521,2.097079,2.525794,36.422114,3.401328,13.361428,0.720335819,1.564609842,1.967513155,1.983564665,63.07484169,-0.288428,2.141551,1.497821,36.261207,3.4458,12.333455,1.041440018,1.564609842,2.279498659,2.106507959,126.8312613
34.614908,3.76592,14.0478,35.256956,3.687951,14.364944,35.096011,3.732932,13.337386,35.384439,1.591381,11.839565,36.549594,1.30475,10.83605,34.689415,0.066999,11.267032,-0.127483,2.09657,2.525379,36.422111,3.40132,13.361429,0.720336807,1.564220528,1.967236893,1.983735871,61.64941108,-0.288428,2.141551,1.497821,36.261166,3.446301,12.333871,1.041058128,1.564220528,2.278615803,2.106155571,122.4637768
34.614055,3.765961,14.046526,35.256206,3.688869,14.363569,35.096011,3.732932,13.337386,35.384439,1.591381,11.839565,36.549552,1.30525,10.836466,34.689415,0.066999,11.267032,-0.128233,2.097488,2.524004,36.421319,3.402738,13.36047,0.720289766,1.563830827,1.966928303,1.983908924,64.32739281,-0.288428,2.141551,1.497821,36.261124,3.446801,12.334287,1.039545831,1.563830827,2.27737624,2.106708143,122.3474755
34.612647,3.766276,14.047361,35.254799,3.68918,14.364411,35.095391,3.731821,13.33917,35.384439,1.591381,11.839565,36.548907,1.307064,10.835031,34.689415,0.066999,11.267032,-0.12964,2.097799,2.524846,36.419267,3.404863,13.359877,0.720294167,1.563940676,1.966501826,1.982893143,64.41551646,-0.289048,2.14044,1.499605,36.259859,3.447504,12.334636,1.038435493,1.563940676,2.277836571,2.108756624,121.8138685
