Time,Fortuna_tn26
0.005,-0.00307
0.01,-0.00778
0.015,0.00744
0.02,-0.00647
0.025,0.0030600000000000002
0.030000000000000002,0.00049
0.035,-0.01077
0.04,-0.0105
0.045,0.0027300000000000002
0.049999999999999996,-0.00381
0.05499999999999999,0.01665
0.05999999999999999,-0.0231
0.06499999999999999,-0.0142
0.06999999999999999,-0.029810000000000003
0.075,-0.03619
0.08,0.007529999999999999
0.085,-0.00713
0.09000000000000001,-0.00412
0.09500000000000001,0.006229999999999999
0.10000000000000002,0.00215
0.10500000000000002,-0.02079
0.11000000000000003,-0.03443
0.11500000000000003,0.0054600000000000004
0.12000000000000004,-0.0183
0.12500000000000003,-0.00375
0.13000000000000003,-0.024730000000000002
0.13500000000000004,-0.0022600000000000003
0.14000000000000004,-0.02391
0.14500000000000005,-0.011040000000000001
0.15000000000000005,0.00936
0.15500000000000005,-0.02205
0.16000000000000006,-0.03995
0.16500000000000006,0.01178
0.17000000000000007,-0.024640000000000002
0.17500000000000007,-0.00128
0.18000000000000008,-0.02486
0.18500000000000008,-0.0241
0.19000000000000009,-0.03347
0.1950000000000001,-0.0518
0.2000000000000001,-0.01311
0.2050000000000001,-0.00186
0.2100000000000001,-0.04535
0.2150000000000001,-0.00506
0.2200000000000001,-0.03628
0.22500000000000012,-0.02671
0.23000000000000012,-0.03916
0.23500000000000013,-0.05341
0.24000000000000013,-0.02355
0.24500000000000013,-0.046419999999999996
0.2500000000000001,-0.02216
0.2550000000000001,-0.03292
0.2600000000000001,-0.0188
0.2650000000000001,-0.02316
0.27000000000000013,-0.01909
0.27500000000000013,-0.01971
0.28000000000000014,-0.049760000000000006
0.28500000000000014,-0.0005200000000000001
0.29000000000000015,-0.026930000000000003
0.29500000000000015,-0.01823
0.30000000000000016,-0.0215
0.30500000000000016,-0.01775
0.31000000000000016,-0.01378
0.31500000000000017,-0.03893
0.3200000000000002,-0.026969999999999997
0.3250000000000002,-0.01278
0.3300000000000002,-0.017730000000000003
0.3350000000000002,-0.04869
0.3400000000000002,-0.0162
0.3450000000000002,-0.03631
0.3500000000000002,-0.023180000000000003
0.3550000000000002,-0.033960000000000004
0.3600000000000002,-0.025769999999999998
0.3650000000000002,-0.01289
0.3700000000000002,-0.033280000000000004
0.3750000000000002,-0.04319
0.3800000000000002,-0.02336
0.38500000000000023,-0.01205
0.39000000000000024,0.03692
0.39500000000000024,-0.029330000000000002
0.40000000000000024,0.0008
0.40500000000000025,-0.01821
0.41000000000000025,-0.01342
0.41500000000000026,-0.013069999999999998
0.42000000000000026,-0.02048
0.42500000000000027,-0.00474
0.43000000000000027,-0.0169
0.4350000000000003,-0.04501
0.4400000000000003,0.007909999999999999
0.4450000000000003,-0.009170000000000001
0.4500000000000003,-0.02585
0.4550000000000003,-0.01399
0.4600000000000003,0.025830000000000002
0.4650000000000003,0.00157
0.4700000000000003,0.00828
0.4750000000000003,-0.036289999999999996
0.4800000000000003,-0.04935
0.4850000000000003,-0.02311
0.4900000000000003,-0.02061
0.49500000000000033,0.00344
0.5000000000000003,-0.01258
0.5050000000000003,-0.01153
0.5100000000000003,-0.03148
0.5150000000000003,-0.01383
0.5200000000000004,-0.02259
0.5250000000000004,-0.028960000000000003
0.5300000000000004,-0.00139
0.5350000000000004,-0.026930000000000003
0.5400000000000004,-0.054329999999999996
0.5450000000000004,-0.009009999999999999
0.5500000000000004,-0.026810000000000004
0.5550000000000004,-0.01754
0.5600000000000004,-0.0069900000000000006
0.5650000000000004,-0.00678
0.5700000000000004,-0.01799
0.5750000000000004,-0.03177
0.5800000000000004,-0.01464
0.5850000000000004,-0.02061
0.5900000000000004,-0.03578
0.5950000000000004,0.01904
0.6000000000000004,0.013319999999999999
0.6050000000000004,-0.01709
0.6100000000000004,-0.012709999999999999
0.6150000000000004,-0.00992
0.6200000000000004,-0.0081
0.6250000000000004,-0.03447
0.6300000000000004,-0.02817
