pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp�,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp �,Ele/Dep Ang
17.352358,4.886167,13.304848,17.944298,4.890239,13.698883,18.009592,5.020801,12.619654,18.259345,2.312961,10.924171,19.330441,1.842789,9.887199,17.831718,0.130116,9.812789,-0.315047,2.577278,2.774712,19.015394,4.420067,12.661911,0.711106972,1.563208009,1.842906925,1.841335005,#VALUE!,-0.249753,2.70784,1.695483,19.080688,4.550629,11.582682,1.089056921,1.563208009,2.425906811,2.294810384,#VALUE!
17.329873,4.92975,13.302228,17.886944,4.897016,13.63965,17.965478,5.047627,12.631341,18.248655,2.360076,10.903476,19.340663,1.920879,9.870247,17.826007,0.147535,9.806265,-0.361711,2.53694,2.736174,18.978952,4.457819,12.606421,0.652114422,1.566185699,1.851034251,1.773242503,#VALUE!,-0.283177,2.687551,1.727865,19.057486,4.60843,11.598112,1.022515673,1.566185699,2.370933963,2.295335986,#VALUE!
17.284721,4.93291,13.356593,17.829987,4.944744,13.634057,17.923761,5.06746,12.643818,18.229049,2.406051,10.917459,19.296806,1.889058,9.957401,17.825603,0.144543,9.822705,-0.399062,2.538693,2.716598,18.897744,4.427751,12.673999,0.61191611,1.526138308,1.822899718,1.842469975,#VALUE!,-0.305288,2.661409,1.726359,18.991518,4.550467,11.68376,1.002210585,1.526138308,2.303967666,2.272535234,#VALUE!
17.236222,5.00792,13.335331,17.795043,4.979297,13.664095,17.891004,5.107736,12.62067,18.207862,2.439096,10.87739,19.231423,2.005851,9.873995,17.817115,0.160967,9.822901,-0.412819,2.540201,2.786705,18.818604,4.546052,12.6607,0.648988408,1.497391023,1.78111814,1.908842036,#VALUE!,-0.316858,2.66864,1.74328,18.914565,4.674491,11.617275,1.055670792,1.497391023,2.352808602,2.331258889,#VALUE!
17.181888,5.021022,13.356298,17.745311,5.021121,13.688039,17.824879,5.129161,12.639913,18.15012,2.475843,10.890642,19.2517,2.05066,9.838651,17.787106,0.175992,9.852562,-0.404809,2.545278,2.797397,18.846891,4.595938,12.636048,0.653832989,1.581437366,1.863247557,1.835782833,#VALUE!,-0.325241,2.653318,1.749271,18.926459,4.703978,11.587922,1.05667962,1.581437366,2.430263709,2.325111025,#VALUE!
17.155498,5.082812,13.290878,17.704073,5.04992,13.681005,17.75567,5.182494,12.638275,18.115897,2.505931,10.897826,19.221498,2.020462,9.960723,17.767502,0.195139,9.837761,-0.411824,2.543989,2.783179,18.809674,4.564451,12.743902,0.67395511,1.528461892,1.817740111,1.836609878,#VALUE!,-0.360227,2.676563,1.740449,18.861271,4.697025,11.701172,1.052389647,1.528461892,2.32021137,2.217961124,#VALUE!
17.09343,5.091538,13.323849,17.661052,5.071836,13.698793,17.694311,5.210859,12.658456,18.070437,2.584767,10.884805,19.16933,2.130098,9.887369,17.775269,0.21434,9.856177,-0.409385,2.487069,2.813988,18.759945,4.617167,12.701357,0.680562934,1.552149574,1.841139968,1.822830215,#VALUE!,-0.376126,2.626092,1.773651,18.793204,4.75619,11.66102,1.050111722,1.552149574,2.352428394,2.239891994,#VALUE!
17.05457,5.153729,13.328279,17.62071,5.113083,13.694279,17.666095,5.233987,12.667304,18.036883,2.633902,10.877721,19.151551,2.140316,9.893812,17.804977,0.183472,9.933513,-0.416173,2.479181,2.816558,18.735378,4.619497,12.71037,0.67536849,1.566585079,1.868777915,1.818246594,#VALUE!,-0.370788,2.600085,1.789583,18.780763,4.740401,11.683395,1.035062909,1.566585079,2.35122719,2.236417593,#VALUE!
16.997731,5.188333,13.307522,17.585025,5.149211,13.698202,17.641482,5.287425,12.657162,17.977488,2.647809,10.927294,19.105006,2.142099,9.953085,17.77285,0.224104,9.885154,-0.392463,2.501402,2.770908,18.712543,4.643501,12.723993,0.706452855,1.573570024,1.891541223,1.84943876,#VALUE!,-0.336006,2.639616,1.729868,18.769,4.781715,11.682953,1.051691392,1.573570024,2.366025918,2.225679652,#VALUE!
16.951393,5.226479,13.311515,17.547367,5.220854,13.672666,17.582759,5.341718,12.652412,17.932519,2.673077,10.941389,19.078467,2.1367,10.001731,17.766069,0.25467,9.887487,-0.385152,2.547777,2.731277,18.693315,4.684477,12.733008,0.696883558,1.576024829,1.91382569,1.845328077,#VALUE!,-0.34976,2.668641,1.711023,18.728707,4.805341,11.712754,1.027997531,1.576024829,2.325826798,2.185538975,#VALUE!
16.880435,5.28811,13.313317,17.479519,5.271563,13.656949,17.522186,5.401263,12.620983,17.887759,2.705539,10.948023,19.008317,2.252281,9.98355,17.743953,0.284174,9.884722,-0.40824,2.566024,2.708926,18.600077,4.818305,12.692476,0.690838906,1.546383269,1.887678175,1.891874292,#VALUE!,-0.365573,2.695724,1.67296,18.642744,4.948005,11.65651,1.044924933,1.546383269,2.336565508,2.228821312,#VALUE!
16.82178,5.34646,13.291902,17.417081,5.306523,13.63854,17.446071,5.415266,12.662702,17.857114,2.760566,10.934904,18.937066,2.286283,10.016019,17.730007,0.320417,9.880015,-0.440033,2.545957,2.703636,18.497033,4.83224,12.719655,0.690026193,1.495189061,1.843464524,1.901992739,#VALUE!,-0.411043,2.6547,1.727798,18.526023,4.940983,11.743817,0.982306094,1.495189061,2.225611623,2.210197941,#VALUE!
16.746217,5.379138,13.307661,17.326907,5.359376,13.634109,17.388869,5.46882,12.692822,17.784036,2.799361,10.950008,18.928666,2.359405,9.962537,17.709308,0.315552,9.934674,-0.457129,2.560015,2.684101,18.471537,4.91942,12.646638,0.666453081,1.574432626,1.90394883,1.910027726,#VALUE!,-0.395167,2.669459,1.742814,18.533499,5.028864,11.705351,0.949651776,1.574432626,2.298958429,2.261264668,#VALUE!
16.693619,5.408316,13.350561,17.245716,5.426667,13.622386,17.291752,5.494654,12.72997,17.738013,2.832146,10.958993,18.868883,2.359863,10.021491,17.702374,0.339367,9.93589,-0.492297,2.594521,2.663393,18.376586,4.954384,12.684884,0.615659555,1.542993256,1.865893366,1.911896915,#VALUE!,-0.446261,2.662508,1.770977,18.422622,5.022371,11.792468,0.896185172,1.542993256,2.212953428,2.238850388,#VALUE!
16.599195,5.464766,13.319135,17.211953,5.439703,13.660357,17.240848,5.543954,12.699882,17.690215,2.885395,10.940426,18.831546,2.429208,10.035132,17.665954,0.322355,10.014579,-0.478262,2.554308,2.719931,18.353284,4.983516,12.755063,0.701806935,1.526532102,1.90436525,1.960435967,#VALUE!,-0.449367,2.658559,1.759456,18.382179,5.087767,11.794588,0.966548197,1.526532102,2.230332218,2.188828225,#VALUE!
16.529064,5.512968,13.275991,17.160036,5.493701,13.654994,17.178815,5.543932,12.73668,17.608342,2.943989,10.928627,18.770317,2.507033,10.009547,17.648767,0.411099,9.965453,-0.448306,2.549712,2.726367,18.322011,5.056745,12.735914,0.736301675,1.544611438,1.927299026,1.955331887,#VALUE!,-0.429527,2.599943,1.808053,18.34079,5.106976,11.8176,0.919878474,1.544611438,2.21805161,2.206720592,#VALUE!
16.470018,5.553039,13.296977,17.051908,5.562472,13.668327,17.099451,5.604619,12.737467,17.5365,2.977417,10.979765,18.696103,2.536869,9.998767,17.623626,0.457793,9.947547,-0.484592,2.585055,2.688562,18.211511,5.121924,12.687329,0.690351922,1.581492565,1.89481627,1.923868936,#VALUE!,-0.437049,2.627202,1.757702,18.259054,5.164071,11.756469,0.933025748,1.581492565,2.295893254,2.270038642,#VALUE!
16.38877,5.614855,13.30538,16.95638,5.64583,13.632176,17.023083,5.694002,12.703143,17.468368,3.010503,10.988241,18.625059,2.538203,10.064172,17.609281,0.526313,9.910383,-0.511988,2.635327,2.643935,18.113071,5.17353,12.708107,0.655695195,1.553996421,1.877422896,1.855174288,#VALUE!,-0.445285,2.683499,1.714902,18.179774,5.221702,11.779074,0.932669366,1.553996421,2.260655759,2.252166409,#VALUE!
16.307167,5.68178,13.270488,16.880579,5.675963,13.638744,16.924674,5.77426,12.672875,17.394246,3.083812,10.991568,18.564911,2.688878,9.997538,17.566438,0.53454,9.939687,-0.513667,2.592151,2.647176,18.051244,5.281029,12.644714,0.681503955,1.585725401,1.895784546,1.910933567,#VALUE!,-0.469572,2.690448,1.681307,18.095339,5.379326,11.678845,0.971858835,1.585725401,2.32483106,2.254028998,#VALUE!
16.235606,5.744633,13.321602,16.814833,5.711598,13.674232,16.834293,5.819951,12.68947,17.29602,3.153261,10.978241,18.469519,2.698007,10.061375,17.526628,0.533897,9.989289,-0.481187,2.558337,2.695991,17.988332,5.256344,12.757366,0.678927938,1.557240948,1.904950614,1.859339317,#VALUE!,-0.461727,2.66669,1.711229,18.007792,5.364697,11.772604,0.990896191,1.557240948,2.271493018,2.174824836,#VALUE!
16.153965,5.787237,13.300165,16.740746,5.770956,13.626616,16.725206,5.852003,12.738389,17.196771,3.216688,10.942946,18.414235,2.731008,10.110453,17.497193,0.56858,9.994151,-0.456025,2.554268,2.68367,17.95821,5.285276,12.794123,0.671674972,1.552787252,1.939933857,1.929789611,#VALUE!,-0.471565,2.635315,1.795443,17.94267,5.366323,11.905896,0.892052303,1.552787252,2.137574907,2.08489836,#VALUE!
16.061276,5.864508,13.280457,16.641388,5.86703,13.598444,16.669084,5.957021,12.667067,17.132236,3.26989,10.96074,18.30402,2.817158,10.091985,17.458742,0.61564,10.015092,-0.490848,2.59714,2.637704,17.813172,5.414298,12.729689,0.661552738,1.527343857,1.89081306,2.017464718,#VALUE!,-0.463152,2.687131,1.706327,17.840868,5.504289,11.798312,0.936124225,1.527343857,2.193355539,2.165326949,#VALUE!
15.986488,5.879135,13.349466,16.519868,5.81966,13.755536,16.564464,5.973507,12.728874,17.04657,3.299581,11.01726,18.238833,2.917563,10.052303,17.370289,0.635366,10.084053,-0.526702,2.520079,2.738276,17.712131,5.437642,12.790579,0.672996542,1.580686821,1.86684614,1.980374568,#VALUE!,-0.482106,2.673926,1.711614,17.756727,5.591489,11.763917,1.039082559,1.580686821,2.355510228,2.213996136,#VALUE!
15.878214,5.947999,13.31738,16.435186,5.882159,13.762285,16.457769,6.035929,12.734772,16.912197,3.362544,11.008419,18.10531,2.990624,10.06791,17.334946,0.749775,10.035115,-0.477011,2.519615,2.753866,17.628299,5.510239,12.821776,0.715886285,1.564097278,1.870843299,1.824312076,#VALUE!,-0.454428,2.673385,1.726353,17.650882,5.664009,11.794263,1.039200736,1.564097278,2.323492367,2.184549808,#VALUE!
15.727919,5.98564,13.366428,16.331187,5.936196,13.732864,16.338257,6.105138,12.693898,16.826471,3.447834,10.987725,18.018759,3.05429,10.081608,17.253319,0.763641,10.116159,-0.495284,2.488362,2.745139,17.523475,5.542652,12.826747,0.707567899,1.548378369,1.92652934,1.814863381,#VALUE!,-0.488214,2.657304,1.706173,17.530545,5.711594,11.787781,1.052635613,1.548378369,2.296138835,2.143592607,#VALUE!
15.654255,6.05515,13.323203,16.223472,6.018847,13.719774,16.250452,6.168939,12.679739,16.697808,3.552356,10.926942,17.893302,3.184943,9.992626,17.18885,0.86289,10.141792,-0.474336,2.466491,2.792832,17.418966,5.651434,12.785458,0.694690189,1.561135678,1.888481191,1.951110472,#VALUE!,-0.447356,2.616583,1.752797,17.445946,5.801526,11.745423,1.051155712,1.561135678,2.332323513,2.187321405,#VALUE!
15.526446,6.180365,13.280516,16.12849,6.127905,13.686049,16.12578,6.228328,12.684767,16.592165,3.606139,10.956455,17.758777,3.256329,9.998377,17.05507,0.979659,10.183593,-0.463675,2.521766,2.729594,17.295102,5.778095,12.727971,0.727781591,1.549601255,1.896120032,1.873517125,#VALUE!,-0.466385,2.622189,1.728312,17.292392,5.878518,11.726689,1.006308982,1.549601255,2.292586607,2.202636099,#VALUE!
15.382544,6.199275,13.333018,16.004305,6.16859,13.729693,16.03256,6.301498,12.679554,16.459097,3.768066,10.900328,17.61145,3.374739,9.987439,16.918121,1.059099,10.245063,-0.454792,2.400524,2.829365,17.156658,5.775263,12.816804,0.738159445,1.521837669,1.895717161,1.869767481,#VALUE!,-0.426537,2.533432,1.779226,17.184913,5.908171,11.766665,1.058893196,1.521837669,2.305457055,2.192800595,#VALUE!
15.277458,6.259626,13.365801,15.887795,6.236826,13.673825,15.886283,6.361507,12.742422,16.304184,3.845547,10.90315,17.486658,3.464079,9.951153,16.781921,1.101268,10.315939,-0.416389,2.391279,2.770675,17.070269,5.855358,12.721828,0.684039383,1.565267033,1.947384174,1.903074853,#VALUE!,-0.417901,2.51596,1.839272,17.068757,5.980039,11.790425,0.939712289,1.565267033,2.237812854,2.17641691,#VALUE!
15.156207,6.348564,13.294391,15.750713,6.265912,13.718369,15.796402,6.417726,12.751406,16.176781,3.899955,10.931771,17.345629,3.474695,10.018312,16.642923,1.22406,10.295656,-0.426068,2.365957,2.786598,16.919561,5.840652,12.80491,0.734864669,1.543197673,1.899206039,1.991385892,#VALUE!,-0.380379,2.517771,1.819635,16.96525,5.992466,11.837947,0.979873675,1.543197673,2.255185078,2.185539504,#VALUE!
15.065353,6.416643,13.326454,15.627279,6.337831,13.733985,15.676096,6.491781,12.750049,16.025969,3.989037,10.95881,17.177156,3.646159,9.970749,16.444817,1.298508,10.351045,-0.39869,2.348794,2.775175,16.778466,5.994953,12.745924,0.698608386,1.555333203,1.857308183,1.8778348,#VALUE!,-0.349873,2.502744,1.791239,16.827283,6.148903,11.761988,0.99710268,1.555333203,2.316133752,2.251170448,#VALUE!
