el_fle-ext,hum_dep_ele,hum_pro_retra
115.87629669367702,77.156011539768,47.47620643733674
115.5931387146178,80.55427797310188,48.1608978706181
115.15937411753107,76.9936753605376,48.24828491357172
113.4681105187885,83.4050162696679,48.55047973965762
113.26606514816098,81.10956555588845,49.00763951134948
114.07260537535963,82.874804554081,51.1224766903708
113.8032304110893,79.43151650686427,53.17716540512538
112.91896208592765,77.85416374250529,50.99471054473443
112.77130345278749,75.89521098952716,52.628038057366936
112.08747176211156,80.54394864218638,51.59489827165399
111.83901378648359,80.8788058872321,52.10039178255397
111.8396071768709,79.59704100041299,51.29054410577075
111.68515864492784,79.97921458718827,49.69623088682491
109.7021884275053,81.71729694469151,53.21141253000904
110.97452409936574,78.40303743047414,51.8316581616636
109.12868382602436,78.1034383052319,52.99600513040751
107.80158370472768,74.51061389585963,55.21909314527575
105.92695197815792,72.75077750406084,55.16439120352757
107.23825535495378,72.58544348226441,51.74713371680775
106.06380591612223,70.15631550563458,53.47969589957991
105.33704307815464,71.19087029858755,55.566350567922356
102.02426740010111,74.0398236964969,58.22742743952293
101.83587511785944,72.17454589598472,56.40514901063463
97.6206626964355,70.40501228960336,59.24025351054685
95.43306554312512,72.70133689700589,57.69160628761401
96.41022414638164,72.02309388558918,57.88872714253897
94.9273744051117,69.03516650084948,57.103931455397756
93.65602628999127,69.0906554722094,58.49188568517097
95.19839005173345,70.01007313609112,57.44433866131189
91.62472299674543,72.32621005186257,55.09448948162358
92.33900402722142,72.95898284638002,57.269573715118554
91.34096198228701,66.98766056183517,57.48668700028668
95.09499183933806,73.5044362385754,51.81866492106576
94.69114739748744,77.22259923729288,52.41757126337373
94.02625598447712,75.51783218351484,54.351714043751386
96.34036722144718,78.4025486700442,50.66519133862789
94.59665619637174,68.51985000521454,52.726292540590734
96.03938016480636,74.95638203903039,52.237123600353854
95.36870917287636,77.13315835061614,50.17013300180136
98.25855658401456,76.7005375093763,46.39976799651046
97.53871918053707,80.05814633826151,50.17493335999919
100.21113752924393,74.02521899074151,46.7097819932159
98.13019091374977,76.2053781000584,49.140212717361806
100.13837110380821,84.92478980366506,46.98614114432638
100.31928561404827,81.86060317465872,43.141367116192555
101.2378830161335,80.25672989355147,43.739073534655745
101.63920160002488,80.18809303963167,40.65752014843932
103.05946174932699,77.74201188758403,43.92880243884932
101.82547077334665,79.8639352205678,44.35948810513895
104.79459605933421,84.76530810974549,43.094851796220865
104.34120740042763,79.95749449221961,45.303116855411275
104.08125189911323,83.69463457291295,34.72113106379845
106.47420814784812,81.00522252180058,36.211992199419484
