
-0.10352,  1.05446, -1.41455, -0.00175,  0.03421,  0.06096
-0.11793,  1.05493, -1.41183, -0.00036,  0.03428,  0.06041
-0.12854,  1.00850, -1.41283, -0.00036,  0.03428,  0.06101
-0.12594,  1.03187, -1.41607, -0.00036,  0.03428,  0.06036
-0.12418,  1.06727, -1.38894,  0.00032,  0.03356,  0.05911
-0.13117,  1.01062, -1.38854, -0.00036,  0.03422,  0.05970
-0.13225,  1.03089, -1.39527, -0.00037,  0.03567,  0.05979
-0.13274,  1.01545, -1.39021, -0.00177,  0.03427,  0.06023
-0.14088,  1.02699, -1.39316, -0.00107,  0.03494,  0.05818
-0.13167,  1.02777, -1.38501, -0.00107,  0.03494,  0.06008
-0.12509,  1.04121, -1.38474, -0.00107,  0.03494,  0.05558
-0.10591,  1.01338, -1.38627, -0.00107,  0.03494,  0.05824
-0.13757,  1.02658, -1.38476, -0.00039,  0.03428,  0.06044
-0.10640,  0.99217, -1.37389, -0.00109,  0.03501,  0.05560
-0.12009,  1.01129, -1.37610, -0.00108,  0.03355,  0.05625
-0.12915,  1.01300, -1.37437, -0.00108,  0.03355,  0.05218
-0.14066,  1.01258, -1.35558, -0.00179,  0.03428,  0.05959
-0.12637,  1.00567, -1.36626, -0.00179,  0.03428,  0.05765
-0.11570,  0.99299, -1.35405, -0.00111,  0.03362,  0.05336
-0.12140,  1.01490, -1.35661, -0.00040,  0.03289,  0.05726
-0.11023,  0.98409, -1.34892, -0.00111,  0.03362,  0.05717
-0.10515,  1.03649, -1.33638, -0.00111,  0.03356,  0.05822
-0.11331,  0.99578, -1.34464, -0.00111,  0.03356,  0.05558
-0.11075,  1.01429, -1.34405, -0.00179,  0.03422,  0.05644
-0.11709,  1.01247, -1.34651, -0.00041,  0.03429,  0.05541
-0.10970,  0.98813, -1.34371, -0.00111,  0.03356,  0.05647
-0.13268,  1.00184, -1.32917, -0.00250,  0.03494,  0.05601
-0.10801,  0.98856, -1.33763, -0.00111,  0.03356,  0.05874
-0.11254,  0.98489, -1.33835, -0.00111,  0.03356,  0.05448
-0.08027,  0.98438, -1.33447, -0.00111,  0.03356,  0.05559
-0.12386,  0.99156, -1.33264, -0.00111,  0.03356,  0.05814
-0.10775,  0.96892, -1.32879, -0.00042,  0.03290,  0.05933
-0.12041,  0.99409, -1.32644, -0.00181,  0.03428,  0.05618
-0.13028,  0.98488, -1.31495, -0.00113,  0.03362,  0.05872
-0.14218,  1.00309, -1.32777, -0.00181,  0.03428,  0.05650
-0.13899,  0.97741, -1.31131, -0.00251,  0.03356,  0.05528
-0.12519,  0.99216, -1.31788, -0.00113,  0.03362,  0.05255
-0.13549,  0.97990, -1.31438, -0.00251,  0.03356,  0.05480
-0.15162,  0.95944, -1.30675, -0.00181,  0.03423,  0.05854
-0.13947,  1.00365, -1.30570, -0.00183,  0.03290,  0.05744
-0.11710,  0.99515, -1.31009, -0.00183,  0.03290,  0.05531
-0.16886,  0.99472, -1.32643, -0.00251,  0.03356,  0.05265
-0.15965,  0.96534, -1.30424, -0.00183,  0.03290,  0.05494
-0.13089,  0.97897, -1.30324, -0.00253,  0.03217,  0.05579
-0.16379,  0.96560, -1.29165, -0.00324,  0.03289,  0.05407
-0.13440,  0.96397, -1.29545, -0.00254,  0.03362,  0.05329
-0.13554,  0.97404, -1.29795, -0.00185,  0.03151,  0.05833
-0.12476,  0.95200, -1.28294, -0.00256,  0.03223,  0.05662
-0.11758,  0.98105, -1.28317, -0.00254,  0.03356,  0.05485
-0.12921,  0.96605, -1.28978, -0.00185,  0.03151,  0.06004
-0.13957,  0.95166, -1.30039, -0.00324,  0.03289,  0.05922
-0.16659,  0.93906, -1.28313, -0.00256,  0.03223,  0.05839
-0.13091,  0.95318, -1.28942, -0.00324,  0.03289,  0.05019
-0.12893,  0.93180, -1.27915, -0.00256,  0.03223,  0.05513
-0.13320,  0.94652, -1.27251, -0.00326,  0.03151,  0.05749
-0.14599,  0.94358, -1.29907, -0.00256,  0.03223,  0.05733
-0.12053,  0.91966, -1.27970, -0.00185,  0.03290,  0.05695
-0.14905,  0.93384, -1.27216, -0.00185,  0.03290,  0.05394
-0.12717,  0.95828, -1.29541, -0.00324,  0.03289,  0.05369
