Elbow_extension,humeral_protraction,Humeral_elevation
[108.02517883465069, 105.69916747517614, 104.53913284906146, 104.56317941052384, 104.6388291424442, 104.32037875741072, 105.1102420597231, 104.18444129362547, 103.80918242861462, 103.57303165684257, 102.21507875300053, 100.86362806579011, 100.21288940307818, 97.88412845496335, 99.25363620003836, 98.81262066352586, 98.1004120900253, 97.80467995857764, 97.72177024453916, 96.35978990044664, 94.81492606616902, 94.56761053510672, 92.69546414623483, 90.2372112615038, 89.82127153779442, 87.82773877642818, 89.62678162172874, 91.40591211984076, 84.81569591845064, 84.23089922785645, 84.4218608595191, 83.19103900080779, 81.39470563526268, 81.26336013289679, 79.74827944562588, 80.28130112258278, 78.20001578596151, 76.6846473160645, 74.36783692350089, 70.33679643838349, 71.94317810463843, 71.33683990946449, 69.91543887700819, 71.33864046776011, 70.35932991870754, 70.4861228167386, 72.07558446459228, 75.8230186935645, 74.13419198627099, 77.13785780027273, 78.26977305083884, 78.17859166225291, 81.52234801701819, 85.33851907493776, 89.73664528188644, 92.33708945573294, 92.0853093877442, 95.43283819100837, 97.19692004703273, 99.2167506707209, 103.46885669611665, 104.46186478496845, 104.97846894272942, 103.83760420747655, 105.760459634463, 108.75772982430172, 113.16662178780328, 112.82838102945674, 113.47169976693375, 113.26506706427762, 113.07541521091837, 113.96944020384281, 114.94441287262278, 113.82776629627926, 117.05215254417129, 114.09071967875398, 115.29874694426027, 114.3474202869329, 116.46734396477284, 116.36641386821917, 117.64710075523448, 114.85545988441052, 111.41297591655503, 113.72014717019891, 109.33216009046575, 105.39900626386017, 107.03679168608556, 104.31155786005151, 103.64522036207038, 103.08673544225742, 103.83324567361065, 98.13221013279004, 97.86422304254327, 96.49659863139722, 92.96356658468896, 93.46451496700026, 93.41660645512003, 88.69671728982799, 87.27701408800871, 84.57540446574902, 82.50563240515007, 82.39870655041527, 81.7238581743122, 82.21583897023338, 78.20235254259137, 76.96330680463748, 77.71809169894378, 76.91487484532091, 75.88653475400903, 74.26281567298993, 76.04599266813356, 73.25408279862745, 74.39886835751552, 74.83554108183252, 73.6244814628834, 69.98989330394542, 71.42677845677848, 70.59169337342558, 69.34401990468159, 71.08205979909283, 69.39597149960579, 68.25010056032576, 66.49018003530773, 64.81840098466367, 64.27525896045942, 65.81601155899483, 65.40922118135249, 64.18090218722104, 64.32703118427521, 65.7819065886989, 62.10302873827635, 64.84162696665307, 62.95918198774088, 65.90519072301792, 68.93937866111646, 69.01846372919564, 74.32321640996233, 74.39793153204036, 74.15654449407158, 82.30717153021793, 84.34916166479971, 87.3063260178981, 93.19776092053256, 97.26595246014446, 101.25355375659058, 105.14342380406536, 107.40626214877473, 107.9725014573467, 111.2309666055995, 114.17446554409018, 115.29475498879673, 116.75773646979687, 117.99104096351536, 116.80352487619328, 117.29088787756476, 115.78047761049477, 115.44021529306112, 116.70015136304559, 116.65148522977476, 116.26860700732897, 115.41549771994345, 113.88416818377272, 112.2599967400725, 114.98472418488544, 114.03175611725509, 113.48697745785637, 113.71261730215593, 111.16235246103197, 112.28894979543504, 109.3307465162631, 109.57597686354546, 109.47147076352836, 110.0350653725066, 107.6869006643501, 111.03858074989586, 111.54843038397013, 108.08897625083993, 106.61793205375629, 107.60497804068726, 105.34410385229513, 103.15925306876305, 104.48486994836423, 102.79221706716399, 101.75499038089707, 100.74570528900628, 101.28955384223403, 100.54006379532673, 100.23527496136471, 100.87114097932646, 99.7027284333299, 97.22027509089439, 99.53929995508427, 101.17230308989447, 99.0076607574031, 100.08179254663094, 99.1184097233387],[74.85773397783532, 74.81570368829462, 73.70940914264689, 76.17966517615913, 74.63559381160333, 73.90900452854939, 74.30319930321483, 75.04085421490744, 77.34228800736012, 75.65782518256027, 76.89114023957384, 74.69546459731585, 69.55847999973126, 74.35726235704448, 74.28092473265069, 73.0716206631437, 70.27467389386483, 71.61971324735536, 74.14887428470094, 75.1628476158029, 75.25214633693118, 73.94162936577513, 68.68523640085347, 73.34646654125105, 70.17494427773761, 72.19194992611848, 70.5773093904269, 68.81472001004221, 69.59544023216526, 65.75258582177175, 67.59538142775601, 66.59964050748853, 64.44917424625824, 63.001553507933224, 65.22286985630844, 61.175324524827474, 59.46266779367687, 58.705556641782294, 58.66402231077285, 56.20775772185493, 63.918391558522984, 59.51631865075224, 57.12877195568812, 59.170246520729464, 63.02158812910767, 61.98796283358338, 61.75032720463584, 63.72972219782818, 60.47068962466507, 65.27622976677551, 60.35091790151253, 61.558220300096934, 63.60111567000162, 62.859603396268966, 63.58074172304832, 68.31324233744567, 66.34366951424735, 70.36558137943182, 68.15514588069452, 74.6911301637496, 67.58287684723217, 70.73861102947922, 64.04741018743418, 70.56691270582085, 76.76296872904395, 76.78360923086608, 78.46167649799295, 80.7275414392384, 79.59061609182761, 81.53821794407361, 79.27389507190118, 81.82429470457132, 86.48985980640354, 84.02977112271982, 83.72616576339725, 87.33533396917639, 88.86701340237721, 91.11357319765187, 92.82541167877801, 96.22161215938745, 102.86533835849664, 100.63837676455844, 96.01021183333795, 97.65185112041756, 97.76112667881002, 98.72452939560627, 106.06625328114757, 106.94784301958373, 105.05148715560543, 104.2353492169262, 107.43467190149707, 103.87232006618429, 108.378318169075, 111.2246316006126, 111.63231701365403, 114.89696498930341, 114.90657992471267, 115.35464488328432, 117.2272471358107, 122.27957907438054, 119.73685136351389, 117.33287867278267, 121.32105916016909, 118.76622348456377, 123.94675613754654, 121.11021536036498, 125.4477743071395, 122.53280699950855, 122.79454651457843, 121.23706901711711, 124.5349880902373, 123.00057616899724, 123.14662584922344, 125.77480907070216, 122.28517841625401, 123.09277271065616, 123.81709678814559, 121.31649755850142, 127.65120657200734, 124.30268847296574, 120.73277276213165, 122.44658705254474, 121.4883943187668, 125.76221592833123, 125.66051837087372, 125.14830884060501, 130.7342706209495, 130.8566577488325, 122.80124476619505, 120.65008102969121, 127.78456174258747, 132.96814035391438, 133.15261248877837, 131.7582877131568, 130.65985339482722, 126.60626183388877, 127.88646034881171, 130.54485197417458, 128.72167434173645, 126.9621760479815, 122.21812638216836, 123.47240769426679, 117.85969399819552, 119.73607570460942, 114.55244889620641, 110.43784402142991, 107.42395465910653, 101.11204231239624, 98.73775258473464, 95.52628708808406, 97.79980114090449, 96.0928767954584, 88.24486598442161, 94.03103632709207, 86.8654514471534, 87.16164690107122, 88.33479258058748, 88.775687624186, 87.84165528679301, 87.009652940795, 82.13370255019318, 82.30918388890854, 79.68724560749344, 78.39067792019925, 82.84666942484752, 75.13744625636967, 76.72601940352766, 79.29973594170386, 73.51321966843221, 72.90576720305802, 71.28321578685163, 71.28499271063095, 69.38113460424779, 68.44473766196933, 68.00552909933226, 75.6147195203009, 71.84586197588206, 69.20673034240596, 66.09611385751329, 65.72222843243098, 65.6117520656831, 67.49673376603454, 66.79586989778622, 64.32046252444636, 62.74484580096174, 67.53041076286826, 68.73183441851457, 71.95159183576864, 65.92621068758153, 67.22031330362253, 63.32203279132567, 67.00586510408313, 65.32938795310301, 64.69826390363606, 66.36054538049798, 72.08716331663373],72.0871633166,
