Elbow_extension,humeral_protraction,Humeral_elevation
108.025178835,105.699167475,104.539132849,104.563179411,104.638829142,104.320378757,105.11024206,104.184441294,103.809182429,103.573031657,102.215078753,100.863628066,100.212889403,97.884128455,99.2536362,98.8126206635,98.10041209,97.8046799586,97.7217702445,96.3597899004,94.8149260662,94.5676105351,92.6954641462,90.2372112615,89.8212715378,87.8277387764,89.6267816217,91.4059121198,84.8156959185,84.2308992279,84.4218608595,83.1910390008,81.3947056353,81.2633601329,79.7482794456,80.2813011226,78.200015786,76.6846473161,74.3678369235,70.3367964384,71.9431781046,71.3368399095,69.915438877,71.3386404678,70.3593299187,70.4861228167,72.0755844646,75.8230186936,74.1341919863,77.1378578003,78.2697730508,78.1785916623,81.522348017,85.3385190749,89.7366452819,92.3370894557,92.0853093877,95.432838191,97.196920047,99.2167506707,103.468856696,104.461864785,104.978468943,103.837604207,105.760459634,108.757729824,113.166621788,112.828381029,113.471699767,113.265067064,113.075415211,113.969440204,114.944412873,113.827766296,117.052152544,114.090719679,115.298746944,114.347420287,116.467343965,116.366413868,117.647100755,114.855459884,111.412975917,113.72014717,109.33216009,105.399006264,107.036791686,104.31155786,103.645220362,103.086735442,103.833245674,98.1322101328,97.8642230425,96.4965986314,92.9635665847,93.464514967,93.4166064551,88.6967172898,87.277014088,84.5754044657,82.5056324052,82.3987065504,81.7238581743,82.2158389702,78.2023525426,76.9633068046,77.7180916989,76.9148748453,75.886534754,74.262815673,76.0459926681,73.2540827986,74.3988683575,74.8355410818,73.6244814629,69.9898933039,71.4267784568,70.5916933734,69.3440199047,71.0820597991,69.3959714996,68.2501005603,66.4901800353,64.8184009847,64.2752589605,65.816011559,65.4092211814,64.1809021872,64.3270311843,65.7819065887,62.1030287383,64.8416269667,62.9591819877,65.905190723,68.9393786611,69.0184637292,74.32321641,74.397931532,74.1565444941,82.3071715302,84.3491616648,87.3063260179,93.1977609205,97.2659524601,101.253553757,105.143423804,107.406262149,107.972501457,111.230966606,114.174465544,115.294754989,116.75773647,117.991040964,116.803524876,117.290887878,115.78047761,115.440215293,116.700151363,116.65148523,116.268607007,115.41549772,113.884168184,112.25999674,114.984724185,114.031756117,113.486977458,113.712617302,111.162352461,112.288949795,109.330746516,109.575976864,109.471470764,110.035065373,107.686900664,111.03858075,111.548430384,108.088976251,106.617932054,107.604978041,105.344103852,103.159253069,104.484869948,102.792217067,101.754990381,100.745705289,101.289553842,100.540063795,100.235274961,100.871140979,99.7027284333,97.2202750909,99.5392999551,101.17230309,99.0076607574,100.081792547,99.1184097233,
