pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z
11.164297,3.799802,15.941327,12.034986,3.61184,16.198328,12.087194,3.674916,15.256399,12.142591,1.685336,13.314683,13.323682,1.353056,13.042584,12.171616,0.607031,13.050478
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098747,3.80169,15.123281,12.124541,1.585564,13.42537,13.339913,1.40571,12.957415,12.182067,0.587303,13.076697
11.146935,3.791874,15.869138,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098747,3.80169,15.123281,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.064754,3.578578,16.221047,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098747,3.80169,15.123281,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.124541,1.585564,13.42537,13.339954,1.40521,12.95695,12.182067,0.587303,13.076697
11.146935,3.791874,15.869138,12.064754,3.578578,16.221047,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146349,3.792356,15.86721,12.064754,3.578578,16.221047,12.098121,3.802678,15.121828,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182067,0.587303,13.076697
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065383,3.577583,16.222517,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.065545,3.578425,16.22246,12.098711,3.802198,15.123741,12.124668,1.586916,13.425779,13.339913,1.40571,12.957415,12.182194,0.58866,13.077107
11.146935,3.791874,15.869138,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182194,0.58866,13.077107
11.146935,3.791874,15.869138,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.064754,3.578578,16.221047,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182194,0.58866,13.077107
11.146935,3.791874,15.869138,12.065347,3.578096,16.222976,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.064754,3.578578,16.221047,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.340078,1.406564,12.957354,12.182194,0.58866,13.077107
11.146313,3.792868,15.867671,12.064718,3.579091,16.221507,12.098248,3.804025,15.122231,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146971,3.791362,15.868677,12.064754,3.578578,16.221047,12.098711,3.802198,15.123741,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.064718,3.579091,16.221507,12.098874,3.803037,15.123684,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182025,0.587804,13.077167
11.146935,3.791874,15.869138,12.06551,3.578937,16.222919,12.098874,3.803037,15.123684,12.124668,1.586916,13.425779,13.339913,1.40571,12.957415,12.182194,0.58866,13.077107
11.146313,3.792868,15.867671,12.064718,3.579091,16.221507,12.098085,3.803186,15.122288,12.1245,1.586067,13.425837,13.339913,1.40571,12.957415,12.182194,0.58866,13.077107
