pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z
17.957773,4.08517,18.461624,18.705315,4.001084,18.687186,18.762301,4.100205,17.83009,18.374832,1.917673,15.829056,19.329168,1.57863,15.055083,18.074178,0.890972,14.851935
17.989183,4.080499,18.455163,18.708094,4.044102,18.687457,18.782562,4.172938,17.714268,18.380431,1.971462,15.762374,19.344777,1.56102,15.043219,18.068415,0.846,14.897829
17.988397,4.080107,18.453314,18.706551,4.042668,18.687336,18.781057,4.170998,17.713695,18.381219,1.972003,15.760237,19.344815,1.560516,15.042764,18.068415,0.846,14.897829
17.987612,4.079714,18.451465,18.707159,4.042843,18.685688,18.781057,4.170998,17.713695,18.381741,1.970136,15.761763,19.345556,1.561569,15.041087,18.068972,0.843615,14.89889
17.987497,4.078338,18.45109,18.706471,4.040774,18.686516,18.780303,4.170091,17.711412,18.382492,1.971182,15.760083,19.346234,1.560573,15.042525,18.068972,0.843615,14.89889
17.986564,4.077084,18.449319,18.705681,4.040377,18.684669,18.779516,4.169695,17.709578,18.383201,1.969681,15.761076,19.346864,1.560248,15.040471,18.069724,0.844668,14.897223
17.984496,4.077502,18.447633,18.704284,4.039806,18.68447,18.778124,4.169127,17.709377,18.383874,1.968685,15.762525,19.346901,1.559744,15.040017,18.069763,0.844165,14.896763
17.982984,4.075563,18.447047,18.703494,4.03941,18.682624,18.776058,4.169537,17.707713,18.384511,1.968355,15.760465,19.348172,1.558928,15.039855,18.069763,0.844165,14.896763
17.98144,4.074137,18.446914,18.701952,4.037975,18.682503,18.774553,4.167597,17.70714,18.385972,1.967899,15.759777,19.348209,1.558424,15.0394,18.070362,0.844343,14.895173
17.979868,4.073351,18.443216,18.699732,4.037523,18.680907,18.773092,4.168177,17.703845,18.386009,1.967394,15.75932,19.349629,1.558481,15.039161,18.070401,0.843839,14.894713
17.977505,4.072046,18.441685,18.698189,4.036088,18.680786,18.770129,4.166692,17.703969,18.386645,1.967064,15.757261,19.349517,1.557103,15.038784,18.070247,0.842964,14.894789
17.975934,4.071261,18.437987,18.696003,4.03512,18.67874,18.767983,4.165218,17.701484,18.388106,1.966609,15.756573,19.350109,1.557283,15.037184,18.070999,0.844017,14.893123
17.972845,4.068409,18.43772,18.693638,4.033805,18.677222,18.765771,4.164765,17.699899,18.387992,1.965232,15.756193,19.350825,1.555783,15.038168,18.071038,0.843514,14.892663
17.970603,4.068607,18.432547,18.691451,4.032837,18.675176,18.762951,4.164269,17.695952,18.389452,1.964777,15.755506,19.350862,1.555279,15.037714,18.072308,0.842685,14.892518
17.967454,4.066909,18.429167,18.688442,4.031989,18.671733,18.758673,4.164226,17.692703,18.389417,1.965443,15.751997,19.351492,1.554954,15.03566,18.072308,0.842685,14.892518
17.964191,4.063836,18.425413,18.685357,4.02912,18.671491,18.754956,4.161834,17.690543,18.390012,1.962565,15.75261,19.352271,1.555503,15.033528,18.072945,0.84236,14.890467
