pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
26.940523,3.880064,15.527919,27.583452,3.992557,15.574241,27.570579,3.936434,14.778257,28.044217,1.842804,13.170307,28.893800,1.849396,12.617225,27.877130,0.580719,11.994973,26.925086,-0.221513,12.458360
26.956975,3.868636,15.543375,27.600221,3.952900,15.569182,27.541475,3.893967,14.795554,28.049016,1.851148,13.165482,28.930951,1.839702,12.693119,27.895177,0.551458,12.083305,26.894190,-0.235801,12.536318
26.956975,3.868636,15.543375,27.600221,3.952900,15.569182,27.541475,3.893967,14.795554,28.049016,1.851148,13.165482,28.930951,1.839702,12.693119,27.895177,0.551458,12.083305,26.894166,-0.235320,12.536782
26.956975,3.868636,15.543375,27.600221,3.952900,15.569182,27.541475,3.893967,14.795554,28.049786,1.850175,13.166842,28.930951,1.839702,12.693119,27.895177,0.551458,12.083305,26.894166,-0.235320,12.536782
26.956975,3.868636,15.543375,27.600221,3.952900,15.569182,27.541475,3.893967,14.795554,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895177,0.551458,12.083305,26.894957,-0.236799,12.537685
26.957739,3.867675,15.544760,27.600988,3.951941,15.570564,27.542241,3.893010,14.796927,28.049016,1.851148,13.165482,28.930951,1.839702,12.693119,27.895177,0.551458,12.083305,26.894957,-0.236799,12.537685
26.957739,3.867675,15.544760,27.600988,3.951941,15.570564,27.542241,3.893010,14.796927,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895177,0.551458,12.083305,26.894190,-0.235801,12.536318
26.957596,3.867279,15.545311,27.600970,3.952435,15.571011,27.542222,3.893502,14.797372,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895177,0.551458,12.083305,26.894190,-0.235801,12.536318
26.957720,3.868168,15.545210,27.600970,3.952435,15.571011,27.542241,3.893010,14.796927,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895177,0.551458,12.083305,26.894166,-0.235320,12.536782
26.957720,3.868168,15.545210,27.600970,3.952435,15.571011,27.542222,3.893502,14.797372,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895946,0.550473,12.084658,26.894933,-0.236317,12.538148
26.957720,3.868168,15.545210,27.601592,3.953502,15.569256,27.542843,3.894566,14.795630,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895153,0.551939,12.083761,26.894933,-0.236317,12.538148
26.957720,3.868168,15.545210,27.601592,3.953502,15.569256,27.542843,3.894566,14.795630,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895153,0.551939,12.083761,26.894933,-0.236317,12.538148
26.957720,3.868168,15.545210,27.601592,3.953502,15.569256,27.542843,3.894566,14.795630,28.049786,1.850175,13.166842,28.931725,1.838732,12.694470,27.895281,0.552846,12.083659,26.894933,-0.236317,12.538148
26.957845,3.869056,15.545108,27.601093,3.953324,15.570910,27.542346,3.894389,14.797273,28.049765,1.850658,13.167297,28.931725,1.838732,12.694470,27.896051,0.551862,12.085012,26.894933,-0.236317,12.538148
26.957827,3.869548,15.545558,27.601696,3.954884,15.569601,27.542948,3.895945,14.795977,28.049765,1.850658,13.167297,28.931704,1.839216,12.694921,27.895281,0.552846,12.083659,26.894166,-0.235320,12.536782
26.957827,3.869548,15.545558,27.601696,3.954884,15.569601,27.542948,3.895945,14.795977,28.050504,1.852642,13.165470,28.931827,1.840119,12.694817,27.896051,0.551862,12.085012,26.894273,-0.233928,12.537141
26.957827,3.869548,15.545558,27.601696,3.954884,15.569601,27.542948,3.895945,14.795977,28.049890,1.851561,13.167192,28.931827,1.840119,12.694817,27.896051,0.551862,12.085012,26.895664,-0.233831,12.536800
26.957063,3.870509,15.544174,27.601696,3.954884,15.569601,27.542182,3.896901,14.794604,28.049890,1.851561,13.167192,28.931827,1.840119,12.694817,27.896051,0.551862,12.085012,26.895688,-0.234312,12.536337
