pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z
23.196813,3.473534,17.425701,24.009503,3.473319,17.4422,24.077676,3.610852,16.566997,23.790317,1.57165,14.792202,24.840817,1.270915,14.133524,23.528717,0.797327,13.91128
23.225901,3.480961,17.44519,23.989156,3.471915,17.498526,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.222108,3.482867,17.457164,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.045733,3.608571,16.526969,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989728,3.472101,17.496868,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.197959,3.434897,17.51195,23.989728,3.472101,17.496868,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.197959,3.434897,17.51195,23.989728,3.472101,17.496868,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.197959,3.434897,17.51195,23.989728,3.472101,17.496868,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839385,1.282535,14.053547,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515733,0.810027,13.913248
23.198094,3.435776,17.51186,23.989728,3.472101,17.496868,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.197959,3.434897,17.51195,23.989728,3.472101,17.496868,24.046305,3.606725,16.528489,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989761,3.471593,17.496426,24.046472,3.607101,16.527956,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989728,3.472101,17.496868,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.99057,3.472011,17.49822,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989761,3.471593,17.496426,24.046472,3.607101,16.527956,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989861,3.472982,17.496777,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198127,3.435268,17.511416,23.989895,3.472474,17.496335,24.046472,3.607101,16.527956,23.804552,1.673281,14.670231,24.840096,1.281554,14.054954,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989728,3.472101,17.496868,24.046472,3.607101,16.527956,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.197959,3.434897,17.51195,23.989761,3.471593,17.496426,24.046472,3.607101,16.527956,23.804515,1.67378,14.670678,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198127,3.435268,17.511416,23.989761,3.471593,17.496426,24.046472,3.607101,16.527956,23.804552,1.673281,14.670231,24.839348,1.283031,14.053995,23.515771,0.80953,13.912798
23.198127,3.435268,17.511416,23.989761,3.471593,17.496426,24.046472,3.607101,16.527956,23.804552,1.673281,14.670231,24.840096,1.281554,14.054954,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989728,3.472101,17.496868,24.046439,3.607605,16.528399,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198127,3.435268,17.511416,23.99057,3.472011,17.49822,24.046472,3.607101,16.527956,23.805257,1.672299,14.671648,24.840096,1.281554,14.054954,23.515771,0.80953,13.912798
23.198662,3.433923,17.513396,23.990436,3.471129,17.498311,24.047011,3.605759,16.529919,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198127,3.435268,17.511416,23.99057,3.472011,17.49822,24.046472,3.607101,16.527956,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
23.198094,3.435776,17.51186,23.989728,3.472101,17.496868,24.046338,3.606221,16.528047,23.804552,1.673281,14.670231,24.839385,1.282535,14.053547,23.515771,0.80953,13.912798
