Time,Talos_tn18
0.005,-0.1542
0.01,-0.12679
0.015,-0.12669
0.02,-0.10735
0.025,-0.12499
0.030000000000000002,-0.13126
0.035,-0.11640999999999999
0.04,-0.15119000000000002
0.045,-0.11160999999999999
0.049999999999999996,-0.14407999999999999
0.05499999999999999,-0.11546
0.05999999999999999,-0.12342
0.06499999999999999,-0.11681
0.06999999999999999,-0.12195999999999999
0.075,-0.1223
0.08,-0.12432
0.085,-0.10807
0.09000000000000001,-0.12336
0.09500000000000001,-0.13717000000000001
0.10000000000000002,-0.10355
0.10500000000000002,-0.1512
0.11000000000000003,-0.08796
0.11500000000000003,-0.12991
0.12000000000000004,-0.12941
0.12500000000000003,-0.13812
0.13000000000000003,-0.10174
0.13500000000000004,-0.11238
0.14000000000000004,-0.1473
0.14500000000000005,-0.15367999999999998
0.15000000000000005,-0.10979000000000001
0.15500000000000005,-0.15167
0.16000000000000006,-0.14864000000000002
0.16500000000000006,-0.12195
0.17000000000000007,-0.12274000000000002
0.17500000000000007,-0.12861
0.18000000000000008,-0.13732
0.18500000000000008,-0.14477
0.19000000000000009,-0.14765999999999999
0.1950000000000001,-0.10126
0.2000000000000001,-0.13787
0.2050000000000001,-0.12403
0.2100000000000001,-0.11223
0.2150000000000001,-0.11710999999999999
0.2200000000000001,-0.13953
0.22500000000000012,-0.14451
0.23000000000000012,-0.15693
0.23500000000000013,-0.13423
0.24000000000000013,-0.13985
0.24500000000000013,-0.10847000000000001
0.2500000000000001,-0.13185999999999998
0.2550000000000001,-0.13047999999999998
0.2600000000000001,-0.12437000000000001
0.2650000000000001,-0.1386
0.27000000000000013,-0.09082
0.27500000000000013,-0.1007
0.28000000000000014,-0.12678
0.28500000000000014,-0.13045
0.29000000000000015,-0.15350999999999998
0.29500000000000015,-0.13563
0.30000000000000016,-0.13005
0.30500000000000016,-0.16062
0.31000000000000016,-0.13530999999999999
0.31500000000000017,-0.11334000000000001
0.3200000000000002,-0.12725999999999998
0.3250000000000002,-0.14157
0.3300000000000002,-0.12957
0.3350000000000002,-0.14187
0.3400000000000002,-0.14147
0.3450000000000002,-0.13488
0.3500000000000002,-0.09126000000000001
0.3550000000000002,-0.13525
0.3600000000000002,-0.09863
0.3650000000000002,-0.12927
0.3700000000000002,-0.14674
0.3750000000000002,-0.09892000000000001
0.3800000000000002,-0.13013
0.38500000000000023,-0.11452000000000001
0.39000000000000024,-0.1202
0.39500000000000024,-0.13432
0.40000000000000024,-0.11048
0.40500000000000025,-0.1243
0.41000000000000025,-0.13618
0.41500000000000026,-0.13895
0.42000000000000026,-0.15458
0.42500000000000027,-0.13107
0.43000000000000027,-0.13867000000000002
0.4350000000000003,-0.13438
0.4400000000000003,-0.12718
0.4450000000000003,-0.15006
0.4500000000000003,-0.12442
0.4550000000000003,-0.1352
0.4600000000000003,-0.11062000000000001
0.4650000000000003,-0.1314
0.4700000000000003,-0.09455
0.4750000000000003,-0.13669
0.4800000000000003,-0.14231
0.4850000000000003,-0.12167
0.4900000000000003,-0.14349
0.49500000000000033,-0.13792000000000001
0.5000000000000003,-0.13539
0.5050000000000003,-0.12255999999999999
0.5100000000000003,-0.15467
0.5150000000000003,-0.1314
0.5200000000000004,-0.11292
0.5250000000000004,-0.14704
0.5300000000000004,-0.09369
0.5350000000000004,-0.11698
0.5400000000000004,-0.11724000000000001
0.5450000000000004,-0.12692
0.5500000000000004,-0.14463
0.5550000000000004,-0.15992
0.5600000000000004,-0.15617999999999999
0.5650000000000004,-0.12736
0.5700000000000004,-0.10790999999999999
0.5750000000000004,-0.13037
0.5800000000000004,-0.11306
0.5850000000000004,-0.12947
0.5900000000000004,-0.11488
0.5950000000000004,-0.11515
0.6000000000000004,-0.0873
0.6050000000000004,-0.13222
0.6100000000000004,-0.10207000000000001
0.6150000000000004,-0.14203
0.6200000000000004,-0.12892
0.6250000000000004,-0.13702999999999999
0.6300000000000004,-0.1193
0.6350000000000005,-0.12497
0.6400000000000005,-0.14814000000000002
0.6450000000000005,-0.14899
0.6500000000000005,-0.15766
0.6550000000000005,-0.14129
0.6600000000000005,-0.10837000000000001
0.6650000000000005,-0.1413
0.6700000000000005,-0.14899
0.6750000000000005,-0.15055
0.6800000000000005,-0.15294000000000002
0.6850000000000005,-0.13452
0.6900000000000005,-0.13354000000000002
0.6950000000000005,-0.1376
0.7000000000000005,-0.13828
0.7050000000000005,-0.15842
0.7100000000000005,-0.11483
0.7150000000000005,-0.15237
0.7200000000000005,-0.16124000000000002
0.7250000000000005,-0.1569
0.7300000000000005,-0.13127
0.7350000000000005,-0.12675
0.7400000000000005,-0.1236
0.7450000000000006,-0.10515
0.7500000000000006,-0.1485
0.7550000000000006,-0.14124
0.7600000000000006,-0.13365
0.7650000000000006,-0.1219
0.7700000000000006,-0.13881
0.7750000000000006,-0.12465999999999999
0.7800000000000006,-0.15517
0.7850000000000006,-0.12639
0.7900000000000006,-0.13504000000000002
0.7950000000000006,-0.11747
0.8000000000000006,-0.10265999999999999
0.8050000000000006,-0.13802
0.8100000000000006,-0.11947
0.8150000000000006,-0.09788999999999999
0.8200000000000006,-0.10437
0.8250000000000006,-0.12629
0.8300000000000006,-0.12276
0.8350000000000006,-0.13005999999999998
0.8400000000000006,-0.12865
0.8450000000000006,-0.13426
0.8500000000000006,-0.10113
0.8550000000000006,-0.15775999999999998
0.8600000000000007,-0.10247
0.8650000000000007,-0.09834
0.8700000000000007,-0.12692
0.8750000000000007,-0.1506
0.8800000000000007,-0.12739
0.8850000000000007,-0.14457
0.8900000000000007,-0.14444
0.8950000000000007,-0.14368
0.9000000000000007,-0.14743
0.9050000000000007,-0.13806
0.9100000000000007,-0.12485999999999998
0.9150000000000007,-0.13965
0.9200000000000007,-0.14374
0.9250000000000007,-0.13097
0.9300000000000007,-0.11752
0.9350000000000007,-0.09623999999999999
0.9400000000000007,-0.14039000000000001
0.9450000000000007,-0.13086
0.9500000000000007,-0.13402
0.9550000000000007,-0.12204000000000001
0.9600000000000007,-0.14290999999999998
0.9650000000000007,-0.10224
0.9700000000000008,-0.12232
0.9750000000000008,-0.07743
0.9800000000000008,-0.11002999999999999
0.9850000000000008,-0.14081
0.9900000000000008,-0.1185
0.9950000000000008,-0.13408
1.0000000000000007,-0.11702
1.0050000000000006,-0.13012
1.0100000000000005,-0.09908
1.0150000000000003,-0.13731
1.0200000000000002,-0.13192
1.0250000000000001,-0.139
1.03,-0.12195999999999999
1.035,-0.14649
1.0399999999999998,-0.12883
1.0449999999999997,-0.10638
1.0499999999999996,-0.13956
1.0549999999999995,-0.12999000000000002
1.0599999999999994,-0.12544
1.0649999999999993,-0.13701
1.0699999999999992,-0.1378
1.074999999999999,-0.1303
1.079999999999999,-0.14687
1.0849999999999989,-0.16059
1.0899999999999987,-0.11947
1.0949999999999986,-0.11745
1.0999999999999985,-0.13076
1.1049999999999984,-0.15448
1.1099999999999983,-0.1274
1.1149999999999982,-0.13082
1.119999999999998,-0.12972
1.124999999999998,-0.11122
1.129999999999998,-0.10377
1.1349999999999978,-0.1223
1.1399999999999977,-0.13268
1.1449999999999976,-0.14420999999999998
1.1499999999999975,-0.15317999999999998
1.1549999999999974,-0.1339
1.1599999999999973,-0.12971
1.1649999999999971,-0.15225
1.169999999999997,-0.11535999999999999
1.174999999999997,-0.13666
1.1799999999999968,-0.13297
1.1849999999999967,-0.15355
1.1899999999999966,-0.13817000000000002
1.1949999999999965,-0.13793
1.1999999999999964,-0.14413
1.2049999999999963,-0.15285
1.2099999999999962,-0.11974000000000001
1.214999999999996,-0.117
1.219999999999996,-0.12462000000000001
1.2249999999999959,-0.12340999999999999
1.2299999999999958,-0.15719
1.2349999999999957,-0.12143
1.2399999999999956,-0.14678
1.2449999999999954,-0.12415
1.2499999999999953,-0.13246
1.2549999999999952,-0.13343
1.2599999999999951,-0.12786
1.264999999999995,-0.16317
1.269999999999995,-0.13844
1.2749999999999948,-0.13544
1.2799999999999947,-0.10520999999999998
1.2849999999999946,-0.1184
1.2899999999999945,-0.10209
1.2949999999999944,-0.13389
1.2999999999999943,-0.11495
1.3049999999999942,-0.15163
1.309999999999994,-0.12980999999999998
1.314999999999994,-0.14536
1.3199999999999938,-0.14262
1.3249999999999937,-0.13769
1.3299999999999936,-0.10450999999999999
1.3349999999999935,-0.11622
1.3399999999999934,-0.10224
1.3449999999999933,-0.1198
1.3499999999999932,-0.13407
1.354999999999993,-0.15300999999999998
1.359999999999993,-0.09246
1.3649999999999929,-0.12088
1.3699999999999928,-0.09369
1.3749999999999927,-0.10087
1.3799999999999926,-0.12339000000000001
1.3849999999999925,-0.09765
1.3899999999999924,-0.08388999999999999
1.3949999999999922,-0.09925
1.3999999999999921,-0.1261
1.404999999999992,-0.13244
1.409999999999992,-0.13704000000000002
1.4149999999999918,-0.12584
1.4199999999999917,-0.13041
1.4249999999999916,-0.10665
1.4299999999999915,-0.15097
1.4349999999999914,-0.10388
1.4399999999999913,-0.15033
1.4449999999999912,-0.11859000000000001
1.449999999999991,-0.08872000000000001
1.454999999999991,-0.10955
1.4599999999999909,-0.06229
1.4649999999999908,-0.050839999999999996
1.4699999999999906,-0.039810000000000005
1.4749999999999905,-0.029439999999999997
1.4799999999999904,0.02255
1.4849999999999903,-0.00561
1.4899999999999902,0.040510000000000004
1.4949999999999901,0.07035
1.49999999999999,0.13454000000000002
1.50499999999999,0.16347
1.5099999999999898,0.15141
1.5149999999999897,0.1098
1.5199999999999896,0.11429
1.5249999999999895,0.08936000000000001
1.5299999999999894,0.06394
