el_fle-ext,hum_dep_ele,hum_pro_retra
136.89366896911417,55.07655752330871,47.10056342957637
140.42226191484116,61.52402311330323,46.37189832177009
140.4427098491777,72.54397825233876,46.2911579518244
140.4560205565786,72.46195109149909,46.36124168975695
140.46248737002344,72.44196049452813,46.29908144056046
140.48184793463037,72.4328625310135,46.36799896714973
140.50896691679998,72.62117739339831,46.338475008347615
140.50565710015218,72.49675883278732,46.37876810301546
140.54127656296964,72.5051212125225,46.374777136343766
140.51742020104683,72.51066943136988,46.33408170674181
140.52129840844594,72.63066878958294,46.36858748690594
140.5154084682912,72.43746488499217,46.45984078669545
140.5054025005608,72.42190600130601,46.335505480919466
140.488119259839,72.46650584786018,46.45082873181755
140.52207654155802,72.42121432810002,46.45407556985745
140.4775331722464,72.50321427804256,46.48139945616214
140.4775331722464,72.3221754654074,46.480315886268585
140.52184637189293,72.39867265507796,46.45089495574999
140.532412993798,72.5062409585394,46.41736182944433
140.5217008142168,72.39847155351328,46.39689476159626
140.55768272814356,72.4299637438242,46.449927305902236
140.50128326956866,72.38505755081115,46.491867313960796
140.47945743785493,72.45874918038548,46.414877362065596
140.46456614341187,72.46009993362287,46.41062532726326
140.50524581528703,72.49739335419955,46.41077658292659
140.53427260095572,72.42943485686659,46.49045436487728
140.4946467769615,72.5339994044808,46.45215687087034
140.48214095367234,72.45826729313836,46.45540819772688
140.56823747185618,72.4993681382131,46.41555925395423
140.54098488283074,72.50611250244195,46.37402989160361
140.57462043266153,72.50603092277659,46.375167041639855
140.57126115480705,72.4721279462002,46.423889300231906
140.54754555770768,72.4993681382131,46.364221169134765
140.57126115480705,72.4936620348649,46.413060014014974
140.55425765520815,72.42421508163167,46.48766610129118
140.57126115480705,72.47215429374205,46.42585261532841
140.53053539463104,72.40155037335073,46.44985358787619
140.5680716869529,72.5061691507865,46.41772017912302
140.56470181487526,72.52386013985686,46.383049877071045
140.54754555770768,72.40923246689727,46.37413894068129
140.57126115480705,72.43264644636855,46.38042411792833
140.547454542779,72.52920209001476,46.37509140843778
140.55416188900577,72.42453346498554,46.49861829775236
140.5575248840645,72.42335342940757,46.4885132713832
140.4773728180687,72.51093212474954,46.521920042578415
140.55416188900577,72.39669802368239,46.49660360647135
140.49440842571568,72.43275674210197,46.449109515206004
140.49440842571568,72.3709333410906,46.44894600140577
140.5424582354395,72.55034362252664,46.44786810754212
140.54530488439048,72.54419697425544,46.4972851400029
140.55945070169741,72.50718450522035,46.415732531506706
140.50683877582043,72.54968952316707,46.48881236737287
140.5744674489282,72.59763827416934,46.416075474358564
140.46198536551805,72.39093417164646,46.56504540633048
140.51505298156428,72.43688317671183,46.54225316185952
140.49631298916296,72.62439783364024,46.46507578216446
140.52738322326366,72.55240919604317,46.48674902735979
140.42198087671358,72.57429368080966,46.460162024459805
140.45115800947656,72.4769607988745,46.42955602184483
140.38341237459002,72.37969632183552,46.52964927432663
140.41871447383156,72.46068494437901,46.459669261887456
140.36760108806126,72.42772281802445,46.45613662924262
140.3550175062306,72.54516463512601,46.42487853729898
140.27991529382547,72.57552552355737,46.413576973519156
140.28494884959474,72.52150433229119,46.421807798047496
140.16942829107933,72.54009255521923,46.40201680036017
140.1990243705937,72.52291969257145,46.535833797956116
140.11565934026515,72.43258170798788,46.524093300680846
140.0294012241672,72.39707997392934,46.724220702508205
131.34403433171346,51.56299490760915,55.910606694977034
131.83479861212186,51.27358044810666,56.476223305541254
131.9140589211033,50.85428171462914,56.36749849655271
131.7478341113204,47.23604615464234,56.2986784053148
130.63280022453824,44.56448091232062,55.396346027475786
130.04398124347267,43.15131582349804,56.78664906115638
129.68632071522197,43.83985505566747,57.653313814743626
130.67282879588964,46.622199134493655,56.95435721762411
128.6950339383054,44.92308639607077,58.11477534195744
129.0146826979353,45.42055282785901,58.36854790530819
128.05774165576716,45.64393142783621,59.35849311574995
129.35334400391724,43.67338428626567,58.492512417197446
128.54879550721017,41.903329533991354,58.79461095992809
127.42462463062034,40.48278104611089,58.87442422671242
127.69055881636623,41.05534722600905,60.22982925858493
126.90206574096457,41.286284923556366,61.32524032677699
127.19293187542743,41.47977481488812,62.86964652972787
125.785880792867,41.16920685467986,62.373278243309144
122.28492273956059,38.82455557235272,64.90416051171603
122.64368852103485,37.319725320689514,62.45505172966686
121.37674370411055,40.69617092400006,63.58601765537959
121.27125845213081,40.14386918172252,63.80127230688741
121.40453108275565,42.25906441734182,65.74166453615588
116.51270424023618,36.527593963175235,68.98007348238335
116.98376222657288,37.372564938532804,66.90628340851922
115.20821859467424,36.375505298500144,69.47500733626478
115.76784299171369,34.85986965231058,69.04936459017618
113.82025354883027,34.77125549011279,69.71683930484113
111.87416306311185,34.24361329371405,73.64711672660911
110.4057934905947,35.640432494543234,70.6220120724095
106.67073856729321,33.74854116545234,73.15205287033005
106.94154554923826,35.34840516145732,74.62835988024942
108.83934934270553,37.80304542517885,70.9606839662035
107.69009923331394,34.840611418392285,72.51164243811921
105.3984310967799,32.67512103587964,74.14934290824597
