Time,Gelos_tn42
0.005,0.07619
0.01,0.06279
0.015,0.04403
0.02,0.062360000000000006
0.025,0.03792
0.030000000000000002,0.056960000000000004
0.035,0.06719
0.04,0.04448
0.045,0.04442
0.049999999999999996,0.07465
0.05499999999999999,0.06104
0.05999999999999999,0.06369
0.06499999999999999,0.06854
0.06999999999999999,0.07064
0.075,0.08155
0.08,0.07965
0.085,0.07073
0.09000000000000001,0.07975
0.09500000000000001,0.0689
0.10000000000000002,0.07902
0.10500000000000002,0.0723
0.11000000000000003,0.07737999999999999
0.11500000000000003,0.07356
0.12000000000000004,0.07936
0.12500000000000003,0.0603
0.13000000000000003,0.06965
0.13500000000000004,0.09156
0.14000000000000004,0.060020000000000004
0.14500000000000005,0.08246
0.15000000000000005,0.08891
0.15500000000000005,0.020069999999999998
0.16000000000000006,0.0674
0.16500000000000006,0.0593
0.17000000000000007,0.07856
0.17500000000000007,0.07207999999999999
0.18000000000000008,0.07695
0.18500000000000008,0.05952
0.19000000000000009,0.07245
0.1950000000000001,0.07032000000000001
0.2000000000000001,0.08488
0.2050000000000001,0.06604
0.2100000000000001,0.0572
0.2150000000000001,0.10443
0.2200000000000001,0.10562
0.22500000000000012,0.10647999999999999
0.23000000000000012,0.08469
0.23500000000000013,0.08645
0.24000000000000013,0.06667999999999999
0.24500000000000013,0.10372
0.2500000000000001,0.08573
0.2550000000000001,0.10082999999999999
0.2600000000000001,0.1276
0.2650000000000001,0.09779
0.27000000000000013,0.09671
0.27500000000000013,0.09749
0.28000000000000014,0.12615
0.28500000000000014,0.14053
0.29000000000000015,0.11305
0.29500000000000015,0.13555
0.30000000000000016,0.10749
0.30500000000000016,0.08412
0.31000000000000016,0.09706000000000001
0.31500000000000017,0.10006
0.3200000000000002,0.12278
0.3250000000000002,0.14273
0.3300000000000002,0.12367
0.3350000000000002,0.11553
0.3400000000000002,0.11029000000000001
0.3450000000000002,0.09946
0.3500000000000002,0.060329999999999995
0.3550000000000002,0.10162
0.3600000000000002,0.01548
0.3650000000000002,0.04395
0.3700000000000002,-0.15809
0.3750000000000002,-0.0021100000000000003
0.3800000000000002,-0.24156
0.38500000000000023,-0.06314
0.39000000000000024,-0.15362
0.39500000000000024,-0.14874
0.40000000000000024,-0.15367
0.40500000000000025,-0.21022
0.41000000000000025,-0.13377999999999998
0.41500000000000026,-0.16089
0.42000000000000026,-0.14801
0.42500000000000027,-0.15283
0.43000000000000027,-0.09533
0.4350000000000003,-0.15633
0.4400000000000003,-0.10041
0.4450000000000003,-0.12412000000000001
0.4500000000000003,-0.08341
0.4550000000000003,-0.12258
0.4600000000000003,-0.12969
0.4650000000000003,-0.12397000000000001
0.4700000000000003,-0.14778
0.4750000000000003,-0.14081
0.4800000000000003,-0.11648
0.4850000000000003,-0.12185
0.4900000000000003,-0.12297999999999999
0.49500000000000033,-0.14040999999999998
0.5000000000000003,-0.12966
0.5050000000000003,-0.11285
0.5100000000000003,-0.13335999999999998
0.5150000000000003,-0.12765
0.5200000000000004,-0.15652
0.5250000000000004,-0.15777
0.5300000000000004,-0.14097
0.5350000000000004,-0.18144000000000002
0.5400000000000004,-0.23404
0.5450000000000004,-0.23815999999999998
0.5500000000000004,-0.19467
0.5550000000000004,-0.26111
0.5600000000000004,-0.23476
0.5650000000000004,-0.29184
0.5700000000000004,-0.27446
0.5750000000000004,-0.31868
0.5800000000000004,-0.35425999999999996
0.5850000000000004,-0.33866
0.5900000000000004,-0.35518
0.5950000000000004,-0.36868
0.6000000000000004,-0.31856
0.6050000000000004,-0.34334000000000003
0.6100000000000004,-0.27563000000000004
0.6150000000000004,-0.33107
0.6200000000000004,-0.22826
0.6250000000000004,-0.24253000000000002
0.6300000000000004,-0.21111
0.6350000000000005,-0.21272
0.6400000000000005,-0.12925
0.6450000000000005,-0.14222
0.6500000000000005,-0.10924
0.6550000000000005,-0.03553
0.6600000000000005,-0.03597
0.6650000000000005,-0.00106
0.6700000000000005,-0.007690000000000001
0.6750000000000005,0.01548
0.6800000000000005,-0.00763
0.6850000000000005,0.01239
0.6900000000000005,0.041339999999999995
0.6950000000000005,0.042769999999999996
0.7000000000000005,0.14138
0.7050000000000005,0.15003
0.7100000000000005,0.21796
0.7150000000000005,0.20033
0.7200000000000005,0.31701
0.7250000000000005,0.3348
0.7300000000000005,0.39005
0.7350000000000005,0.44342
0.7400000000000005,0.44411999999999996
0.7450000000000006,0.44083
0.7500000000000006,0.39237
0.7550000000000006,0.38502
0.7600000000000006,0.33405
0.7650000000000006,0.35789
0.7700000000000006,0.33795
0.7750000000000006,0.31084
0.7800000000000006,0.31158
0.7850000000000006,0.29975999999999997
0.7900000000000006,0.27309
0.7950000000000006,0.26127
0.8000000000000006,0.24545
0.8050000000000006,0.24005
0.8100000000000006,0.19943
0.8150000000000006,0.17468
0.8200000000000006,0.22785999999999998
0.8250000000000006,0.27610999999999997
0.8300000000000006,0.3313
0.8350000000000006,0.31506
0.8400000000000006,0.2815
0.8450000000000006,0.25219
0.8500000000000006,0.22405999999999998
0.8550000000000006,0.23679
0.8600000000000007,0.20975
0.8650000000000007,0.20681999999999998
0.8700000000000007,0.21975
0.8750000000000007,0.2064
0.8800000000000007,0.2126
0.8850000000000007,0.19053
0.8900000000000007,0.24586999999999998
0.8950000000000007,0.23684000000000002
0.9000000000000007,0.23815999999999998
0.9050000000000007,0.22554000000000002
0.9100000000000007,0.25046999999999997
0.9150000000000007,0.27138
0.9200000000000007,0.24846
0.9250000000000007,0.25488
0.9300000000000007,0.24856
0.9350000000000007,0.26928
0.9400000000000007,0.24256999999999998
0.9450000000000007,0.25211
0.9500000000000007,0.26844
0.9550000000000007,0.25643
0.9600000000000007,0.24243
0.9650000000000007,0.23281999999999997
0.9700000000000008,0.24995
0.9750000000000008,0.23004000000000002
0.9800000000000008,0.24022
0.9850000000000008,0.21403000000000003
0.9900000000000008,0.24370999999999998
0.9950000000000008,0.22145
1.0000000000000007,0.21506999999999998
1.0050000000000006,0.17414000000000002
1.0100000000000005,0.22660999999999998
1.0150000000000003,0.2011
1.0200000000000002,0.17974
1.0250000000000001,0.16449
1.03,0.19518
1.035,0.18533
1.0399999999999998,0.16167
1.0449999999999997,0.14529
1.0499999999999996,0.15850999999999998
1.0549999999999995,0.13447
1.0599999999999994,0.15175999999999998
1.0649999999999993,0.14814000000000002
1.0699999999999992,0.1546
1.074999999999999,0.15398
1.079999999999999,0.13019
1.0849999999999989,0.14624
1.0899999999999987,0.17744000000000001
1.0949999999999986,0.15269000000000002
1.0999999999999985,0.14227
1.1049999999999984,0.18108
1.1099999999999983,0.17707
1.1149999999999982,0.1522
1.119999999999998,0.15652
1.124999999999998,0.15504
1.129999999999998,0.14895
1.1349999999999978,0.19089
1.1399999999999977,0.1501
1.1449999999999976,0.17492
1.1499999999999975,0.18642999999999998
1.1549999999999974,0.1671
1.1599999999999973,0.2103
1.1649999999999971,0.16457
1.169999999999997,0.16258
1.174999999999997,0.19195
1.1799999999999968,0.16363
1.1849999999999967,0.18182
1.1899999999999966,0.18079
1.1949999999999965,0.16765
1.1999999999999964,0.18942
1.2049999999999963,0.18307
1.2099999999999962,0.19238
1.214999999999996,0.19108
1.219999999999996,0.18581
1.2249999999999959,0.1669
1.2299999999999958,0.16307
1.2349999999999957,0.20708000000000001
1.2399999999999956,0.18752
1.2449999999999954,0.20523000000000002
1.2499999999999953,0.16022
1.2549999999999952,0.17149
1.2599999999999951,0.194
1.264999999999995,0.1685
1.269999999999995,0.20675
1.2749999999999948,0.2171
1.2799999999999947,0.16609000000000002
1.2849999999999946,0.19605999999999998
1.2899999999999945,0.19025
1.2949999999999944,0.19921
1.2999999999999943,0.19613
1.3049999999999942,0.15412
1.309999999999994,0.17968
1.314999999999994,0.14728
1.3199999999999938,0.19672
1.3249999999999937,0.18373
1.3299999999999936,0.21585
1.3349999999999935,0.18239
1.3399999999999934,0.19767
