pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp¨,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp ¨,Ele/Dep Ang
17.041434,4.087589,13.299442,17.650149,4.164908,13.665538,17.70512,4.107395,12.761779,18.396957,1.845545,11.430758,19.780193,1.735433,10.777854,18.077171,0.223341,10.705212,-0.746808,2.319363,2.23478,19.033385,4.054796,13.012634,0.714519741,1.533541691,2.012760044,2.14422299,,-0.691837,2.26185,1.331021,19.088356,3.997283,12.108875,0.907254036,1.533541691,2.125967359,2.075231027,
16.997732,4.042124,13.37418,17.609633,4.079753,13.74513,17.682525,4.09799,12.781088,18.3775,1.774474,11.499371,19.784507,1.746086,10.807093,18.103304,0.173565,10.750412,-0.767867,2.305279,2.245759,19.01664,4.051365,13.052852,0.716549146,1.568350537,2.044340136,2.137250756,57.45864317,-0.694975,2.323516,1.281717,19.089532,4.069602,12.08881,0.966965775,1.568350537,2.22117087,2.102910561,128.1849532
16.997732,4.042124,13.37418,17.609633,4.079753,13.74513,17.685934,4.095528,12.791573,18.3775,1.774474,11.499371,19.785067,1.749301,10.806841,18.109592,0.182959,10.737127,-0.767867,2.305279,2.245759,19.0172,4.05458,13.0526,0.716549146,1.568909284,2.044949841,2.137414485,55.38124263,-0.691566,2.321054,1.292202,19.093501,4.070355,12.099043,0.956734888,1.568909284,2.216202828,2.107409187,129.9796574
16.997732,4.042124,13.37418,17.609673,4.079231,13.744694,17.692294,4.096466,12.817451,18.3775,1.774474,11.499371,19.785627,1.752517,10.806589,18.109637,0.182434,10.736699,-0.767827,2.304757,2.245323,19.0178,4.057274,13.051912,0.716330469,1.569474644,2.045668818,2.138159801,57.20748669,-0.685206,2.321992,1.31808,19.100421,4.074509,12.124669,0.931076182,1.569474644,2.201552384,2.116416722,131.9953622
16.998189,4.033548,13.367734,17.609486,4.07892,13.745196,17.692294,4.096466,12.817451,18.3775,1.774474,11.499371,19.788489,1.77649,10.811977,18.109637,0.182434,10.736699,-0.768014,2.304446,2.245825,19.020475,4.080936,13.057802,0.719875129,1.569523665,2.046446709,2.133926075,53.64226986,-0.685206,2.321992,1.31808,19.103283,4.098482,12.130057,0.931598525,1.569523665,2.200110483,2.113071013,129.08241
16.997567,4.033355,13.369328,17.608867,4.078724,13.7468,17.69153,4.095441,12.819107,18.374723,1.770631,11.505413,19.784993,1.773449,10.816851,18.109637,0.182434,10.736699,-0.765856,2.308093,2.241387,19.019137,4.081542,13.058238,0.719882731,1.569390659,2.045933586,2.133086868,51.80126537,-0.683193,2.32481,1.313694,19.1018,4.098259,12.130545,0.931518616,1.569390659,2.200343333,2.113809229,127.7144085
16.998189,4.033548,13.367734,17.609486,4.07892,13.745196,17.70169,4.097059,12.856319,18.375374,1.769658,11.506828,19.776576,1.757239,10.837335,18.115968,0.191302,10.722988,-0.765888,2.309262,2.238368,19.010688,4.066501,13.075703,0.719875129,1.552978478,2.033843708,2.140793112,54.00897105,-0.673684,2.327401,1.349491,19.102892,4.08464,12.186826,0.893830477,1.552978478,2.158427959,2.119551406,127.207438
16.998337,4.03438,13.367668,17.609633,4.079753,13.74513,17.701919,4.094125,12.853869,18.375923,1.772746,11.506586,19.769218,1.739566,10.850655,18.115968,0.191302,10.722988,-0.76629,2.307007,2.238544,19.002928,4.046573,13.089199,0.719874343,1.540330272,2.023877153,2.145359092,56.80521245,-0.674004,2.321379,1.347283,19.095214,4.060945,12.197938,0.896141412,1.540330272,2.145019285,2.113349877,126.9200238
17.003112,4.02724,13.378326,17.609673,4.079231,13.744694,17.701919,4.094125,12.853869,18.375272,1.773719,11.505172,19.76856,1.740533,10.849254,18.122254,0.200694,10.709706,-0.765599,2.305512,2.239522,19.002961,4.046045,13.088776,0.710524329,1.540318533,2.020789166,2.154411405,54.67116515,-0.673353,2.320406,1.348697,19.095207,4.060939,12.197951,0.895712195,1.540318533,2.144658427,2.113329088,127.3605549
17.012213,4.016,13.402969,17.609486,4.07892,13.745196,17.701919,4.094125,12.853869,18.375374,1.769658,11.506828,19.769218,1.739566,10.850655,18.122299,0.200169,10.709278,-0.765888,2.309262,2.238368,19.00333,4.048828,13.089023,0.691240394,1.540866519,2.015982807,2.176091056,55.9186031,-0.673455,2.324467,1.347041,19.095763,4.064033,12.197696,0.896235947,1.540866519,2.145692707,2.113527904,128.1479343
17.011454,4.028453,13.412666,17.609633,4.079753,13.74513,17.701919,4.094125,12.853869,18.374277,1.763482,11.50731,19.769218,1.739566,10.850655,18.122299,0.200169,10.709278,-0.764644,2.316271,2.23782,19.004574,4.055837,13.088475,0.686281369,1.541955952,2.019499201,2.190822891,54.45583813,-0.672358,2.330643,1.346559,19.09686,4.070209,12.197214,0.896141412,1.541955952,2.146620409,2.1135004,126.7875896
17.011306,4.027622,13.412731,17.60872,4.077892,13.746866,17.698508,4.096583,12.843386,18.374277,1.763482,11.50731,19.769218,1.739566,10.850655,18.122299,0.200169,10.709278,-0.765557,2.31441,2.239556,19.003661,4.053976,13.090211,0.686350318,1.541955952,2.018462814,2.188269233,59.46537958,-0.675769,2.333101,1.336076,19.093449,4.072667,12.186731,0.908122981,1.541955952,2.153710455,2.109247854,126.7060159
17.010536,4.026597,13.414392,17.60872,4.077892,13.746866,17.698203,4.08969,12.840139,18.373626,1.764455,11.505895,19.769218,1.739566,10.850655,18.122299,0.200169,10.709278,-0.764906,2.313437,2.240971,19.004312,4.053003,13.091626,0.686290198,1.541958479,2.01990542,2.191753899,54.61627301,-0.675423,2.325235,1.334244,19.093795,4.064801,12.184899,0.911208128,1.541958479,2.155309732,2.107751819,128.995237
17.010536,4.026597,13.414392,17.609366,4.076932,13.748301,17.697745,4.095557,12.845043,18.376951,1.771386,11.499612,19.769218,1.739566,10.850655,18.122299,0.200169,10.709278,-0.767585,2.305546,2.248689,19.001633,4.045112,13.099344,0.687478146,1.536413063,2.015952706,2.192796666,51.42666899,-0.679206,2.324171,1.345431,19.090012,4.063737,12.196086,0.907762498,1.536413063,2.145194185,2.103760373,129.8048643
17.011306,4.027622,13.412731,17.609446,4.079442,13.745633,17.702377,4.088257,12.848967,18.382605,1.775012,11.489184,19.769218,1.739566,10.850655,18.122254,0.200694,10.709706,-0.773159,2.30443,2.256449,18.996059,4.043996,13.107104,0.686498735,1.526981111,2.008213246,2.197731592,53.60948407,-0.680228,2.313245,1.359783,19.08899,4.052811,12.210438,0.901511947,1.526981111,2.132271874,2.105164115,129.054147
17.011306,4.027622,13.412731,17.60872,4.077892,13.746866,17.701614,4.087231,12.850624,18.382605,1.775012,11.489184,19.769218,1.739566,10.850655,18.122299,0.200169,10.709278,-0.773885,2.30288,2.257682,18.995333,4.042446,13.108337,0.686350318,1.526981111,2.00729634,2.195840557,56.00699684,-0.680991,2.312219,1.36144,19.088227,4.051785,12.212095,0.901091691,1.526981111,2.131934465,2.105152472,132.6085409
17.011306,4.027622,13.412731,17.60872,4.077892,13.746866,17.701614,4.087231,12.850624,18.381955,1.775985,11.48777,19.769218,1.739566,10.850655,18.122254,0.200694,10.709706,-0.773235,2.301907,2.259096,18.995983,4.041473,13.109751,0.686350318,1.527003765,2.007717989,2.19678542,51.88126649,-0.680341,2.311246,1.362854,19.088877,4.050812,12.213509,0.901091691,1.527003765,2.131380248,2.104117124,127.9318601
17.010536,4.026597,13.414392,17.60872,4.077892,13.746866,17.694335,4.098015,12.83456,18.381999,1.775468,11.487331,19.769218,1.739566,10.850655,18.122299,0.200169,10.709278,-0.773279,2.302424,2.259535,18.995939,4.04199,13.11019,0.686290198,1.526768429,2.008631592,2.199595499,49.97170348,-0.687664,2.322547,1.347229,19.081554,4.062113,12.197884,0.916535379,1.526768429,2.137483147,2.093750754,124.0916861
