year,fore-aft,lateral-force,norma-force
707,-0.14294,-0.14669,-0.10792
708,-0.12824,-0.12265,-0.11497
709,-0.14971,-0.14377,-0.10802
710,-0.12932,-0.14899,-0.10998
711,-0.13396,-0.14651,-0.11937
712,-0.10557,-0.15098,-0.10343
713,-0.12657,-0.15503,-0.11928
714,-0.15361,-0.15899,-0.10968
715,-0.11624,-0.15869,-0.11731
716,-0.12761,-0.15658,-0.11645
717,-0.1072,-0.15899,-0.09348
718,-0.10323,-0.14613,-0.10877
719,-0.12226,-0.14411,-0.11264
720,-0.12645,-0.11382,-0.10652
721,-0.13136,-0.16378,-0.10429
722,-0.13292,-0.17169,-0.1072
723,-0.12989,-0.13394,-0.11461
724,-0.12378,-0.1452,-0.11274
725,-0.15403,-0.14004,-0.10161
726,-0.11638,-0.17107,-0.13355
727,-0.11819,-0.14391,-0.10856
728,-0.13546,-0.14895,-0.10184
729,-0.12753,-0.15593,-0.11271
730,-0.11759,-0.10147,-0.10412
731,-0.13082,-0.12155,-0.11885
732,-0.1143,-0.13777,-0.09535
733,-0.11578,-0.14064,-0.10479
734,-0.13698,-0.1587,-0.10574
735,-0.11795,-0.14706,-0.10555
736,-0.14458,-0.12612,-0.1182
737,-0.11634,-0.13633,-0.08994
738,-0.14424,-0.1372,-0.10292
739,-0.14043,-0.16031,-0.1032
740,-0.11807,-0.14037,-0.09837
741,-0.10761,-0.12978,-0.11605
742,-0.14581,-0.12571,-0.11447
743,-0.1332,-0.14194,-0.10211
744,-0.13257,-0.11772,-0.10663
745,-0.14139,-0.14281,-0.09381
746,-0.12842,-0.14918,-0.10876
747,-0.13864,-0.13981,-0.08199
748,-0.13405,-0.16063,-0.10663
749,-0.1223,-0.14432,-0.08724
750,-0.12949,-0.13993,-0.10503
751,-0.14317,-0.14369,-0.08289
752,-0.14303,-0.16016,-0.0799
753,-0.13494,-0.13074,-0.10141
754,-0.12141,-0.12179,-0.08817
755,-0.10276,-0.16597,-0.08096
756,-0.12383,-0.1877,-0.09812
757,-0.14603,-0.13502,-0.08437
758,-0.11229,-0.13735,-0.08692
759,-0.10844,-0.14674,-0.10123
760,-0.12044,-0.13324,-0.09181
761,-0.12458,-0.14215,-0.08964
762,-0.15415,-0.13044,-0.07971
763,-0.13378,-0.13575,-0.08658
764,-0.10444,-0.10475,-0.07595
765,-0.13272,-0.12338,-0.08689
766,-0.11566,-0.12076,-0.0823
767,-0.12788,-0.14152,-0.07782
768,-0.127,-0.1362,-0.09128
769,-0.12496,-0.15655,-0.0721
770,-0.14353,-0.11532,-0.09002
771,-0.13305,-0.14401,-0.07752
772,-0.1233,-0.13604,-0.05659
773,-0.11334,-0.12856,-0.07133
774,-0.09273,-0.1122,-0.0602
775,-0.1169,-0.1364,-0.05359
776,-0.10921,-0.14071,-0.06601
777,-0.12435,-0.12683,-0.05446
778,-0.12107,-0.15098,-0.06461
779,-0.1069,-0.13448,-0.06403
780,-0.1098,-0.15056,-0.07842
781,-0.09445,-0.09459,-0.07323
782,-0.09873,-0.13567,-0.05139
783,-0.10697,-0.12809,-0.0561
784,-0.11643,-0.12368,-0.05266
785,-0.1581,-0.13224,-0.06722
786,-0.13784,-0.12093,-0.07036
787,-0.0919,-0.13485,-0.06383
788,-0.15648,-0.14103,-0.07793
789,-0.10681,-0.15587,-0.06252
790,-0.12596,-0.12395,-0.06536
791,-0.13726,-0.14433,-0.0743
792,-0.12955,-0.13248,-0.08048
793,-0.12557,-0.09097,-0.07601
794,-0.1267,-0.1321,-0.07208
795,-0.09673,-0.11225,-0.07073
796,-0.11086,-0.08662,-0.09133
797,-0.13446,-0.13236,-0.07785
798,-0.09737,-0.15234,-0.07792
799,-0.12072,-0.11767,-0.09206
800,-0.1507,-0.12006,-0.0646
801,-0.12311,-0.13949,-0.07525
802,-0.1621,-0.13914,-0.08222
803,-0.1234,-0.13334,-0.06332
804,-0.11644,-0.11345,-0.08417
805,-0.08785,-0.12837,-0.0753
806,-0.12694,-0.14485,-0.07968
807,-0.13029,-0.15323,-0.0752
808,-0.12831,-0.12907,-0.06119
809,-0.13602,-0.13243,-0.08127
810,-0.12103,-0.1266,-0.07515
811,-0.14079,-0.14355,-0.07195
812,-0.1112,-0.11954,-0.0669
813,-0.13063,-0.12935,-0.08578
814,-0.10886,-0.1308,-0.07257
815,-0.12614,-0.12043,-0.07852
816,-0.10428,-0.13524,-0.07643
817,-0.11649,-0.13628,-0.07552
818,-0.10306,-0.11065,-0.07321
819,-0.10195,-0.1313,-0.08177
820,-0.13515,-0.1432,-0.07047
821,-0.12499,-0.10631,-0.08809
822,-0.11399,-0.11782,-0.0826
823,-0.13457,-0.12041,-0.08118
824,-0.10872,-0.1111,-0.07551
825,-0.1408,-0.1295,-0.08411
826,-0.10074,-0.12264,-0.08434
827,-0.1085,-0.1014,-0.07121
828,-0.12321,-0.11778,-0.07317
829,-0.12945,-0.11696,-0.06777
830,-0.11711,-0.13133,-0.0676
831,-0.10171,-0.10755,-0.06929
832,-0.10936,-0.12974,-0.07569
833,-0.11494,-0.14413,-0.07343
834,-0.1005,-0.13353,-0.08156
835,-0.11721,-0.11712,-0.07475
836,-0.11136,-0.11875,-0.07484
837,-0.10754,-0.10688,-0.07359
838,-0.1163,-0.13457,-0.05859
839,-0.11671,-0.15603,-0.07192
840,-0.1276,-0.11602,-0.0722
841,-0.13283,-0.09027,-0.07432
842,-0.10486,-0.16706,-0.07172
843,-0.13912,-0.12926,-0.07984
844,-0.11325,-0.12562,-0.07891
845,-0.11821,-0.12831,-0.0723
846,-0.09613,-0.12912,-0.05978
847,-0.09855,-0.13565,-0.06787
848,-0.11931,-0.1351,-0.08351
849,-0.11773,-0.12769,-0.06185
850,-0.12022,-0.12653,-0.05678
851,-0.10764,-0.12665,-0.07417
852,-0.13888,-0.13196,-0.08077
853,-0.11579,-0.12068,-0.05876
854,-0.11456,-0.12794,-0.07678
855,-0.1264,-0.14709,-0.0715
856,-0.09005,-0.15399,-0.07332
857,-0.10533,-0.10292,-0.06825
858,-0.11673,-0.15315,-0.08671
859,-0.10912,-0.12042,-0.05953
860,-0.08776,-0.13783,-0.07666
861,-0.12271,-0.11927,-0.07173
862,-0.10397,-0.12306,-0.06802
863,-0.13203,-0.1315,-0.07717
864,-0.12037,-0.1533,-0.07653
865,-0.12962,-0.11328,-0.06634
866,-0.10467,-0.12358,-0.08631
867,-0.10535,-0.1198,-0.07252
868,-0.11153,-0.12491,-0.08057
869,-0.08428,-0.12771,-0.06644
870,-0.09393,-0.11917,-0.07985
871,-0.10747,-0.12661,-0.0791
872,-0.12428,-0.13512,-0.08318
873,-0.11438,-0.12316,-0.07993
874,-0.13639,-0.13786,-0.07482
875,-0.11252,-0.13734,-0.08316
876,-0.11191,-0.11929,-0.07854
877,-0.12766,-0.14999,-0.07417
878,-0.13441,-0.13988,-0.07331
879,-0.12758,-0.13052,-0.07548
880,-0.12483,-0.11635,-0.06653
881,-0.12071,-0.10655,-0.07584
882,-0.1248,-0.11104,-0.06256
883,-0.11518,-0.10692,-0.07256
884,-0.14749,-0.13033,-0.0651
885,-0.09538,-0.11524,-0.07355
886,-0.1095,-0.1049,-0.08406
887,-0.11485,-0.11008,-0.06327
888,-0.10564,-0.13244,-0.0754
889,-0.12423,-0.15121,-0.06586
890,-0.12204,-0.12508,-0.09366
891,-0.11386,-0.1446,-0.07008
892,-0.12387,-0.11921,-0.07116
893,-0.08686,-0.12259,-0.07555
894,-0.1199,-0.09854,-0.07043
895,-0.09466,-0.13379,-0.06723
896,-0.11532,-0.11414,-0.06867
897,-0.12472,-0.11336,-0.07531
898,-0.12388,-0.11996,-0.06378
899,-0.12686,-0.16641,-0.08441
900,-0.12711,-0.13467,-0.08361
901,-0.11044,-0.12975,-0.09354
902,-0.10125,-0.13956,-0.06324
903,-0.12066,-0.11802,-0.05568
904,-0.12496,-0.08999,-0.07324
905,-0.101,-0.09935,-0.0797
906,-0.09884,-0.11631,-0.0749
907,-0.09199,-0.14048,-0.06707
908,-0.11721,-0.11719,-0.07077
909,-0.09436,-0.13845,-0.08199
910,-0.11473,-0.11433,-0.0751
911,-0.14941,-0.11169,-0.08725
912,-0.08184,-0.13786,-0.0594
913,-0.12109,-0.13852,-0.08033
914,-0.09785,-0.13841,-0.06937
915,-0.12993,-0.12721,-0.07155
916,-0.11139,-0.10403,-0.08149
917,-0.13404,-0.1275,-0.07588
918,-0.09461,-0.09624,-0.07198
919,-0.14968,-0.11546,-0.08293
920,-0.13834,-0.09694,-0.06989
921,-0.11489,-0.10278,-0.09066
922,-0.08837,-0.0983,-0.08185
923,-0.11915,-0.11258,-0.06493
924,-0.10448,-0.10745,-0.09282
925,-0.10455,-0.12515,-0.07884
926,-0.13047,-0.13602,-0.08182
927,-0.12133,-0.09374,-0.07053
928,-0.09737,-0.15139,-0.0944
929,-0.09743,-0.10393,-0.07145
930,-0.11359,-0.1442,-0.0725
931,-0.11167,-0.12934,-0.08041
932,-0.10566,-0.12588,-0.072
933,-0.1079,-0.11949,-0.07748
934,-0.10828,-0.09887,-0.06969
935,-0.09423,-0.10958,-0.05824
936,-0.12857,-0.09309,-0.07637
937,-0.11818,-0.11593,-0.0761
938,-0.09883,-0.12132,-0.07759
939,-0.11426,-0.11993,-0.07066
940,-0.12718,-0.10377,-0.07838
941,-0.12596,-0.13384,-0.08589
942,-0.10784,-0.11091,-0.0671
943,-0.09703,-0.11448,-0.0738
944,-0.12289,-0.13647,-0.06607
945,-0.12107,-0.11291,-0.07715
946,-0.11515,-0.11485,-0.07396
947,-0.10374,-0.12327,-0.07552
948,-0.10899,-0.11633,-0.06577
949,-0.11141,-0.16137,-0.07475
950,-0.13465,-0.11977,-0.0668
951,-0.10896,-0.09607,-0.07763
952,-0.12347,-0.1462,-0.08301
953,-0.12613,-0.1146,-0.08429
954,-0.11779,-0.09992,-0.07689
955,-0.14684,-0.10447,-0.0672
956,-0.10116,-0.11319,-0.06709
957,-0.10322,-0.10266,-0.06092
958,-0.11696,-0.12645,-0.08643
959,-0.08697,-0.13239,-0.06898
960,-0.12657,-0.11081,-0.08067
961,-0.1076,-0.11704,-0.07624
962,-0.10696,-0.1238,-0.08385
963,-0.124,-0.14073,-0.06848
964,-0.07544,-0.14034,-0.07373
965,-0.10189,-0.12747,-0.07483
966,-0.11633,-0.0968,-0.06809
967,-0.12014,-0.11692,-0.05893
968,-0.12003,-0.11428,-0.07434
969,-0.13414,-0.11415,-0.06271
970,-0.1302,-0.15635,-0.0895
971,-0.10484,-0.15878,-0.07261
972,-0.10519,-0.0934,-0.06278
973,-0.11784,-0.1511,-0.07811
974,-0.1144,-0.11921,-0.07129
975,-0.11435,-0.15159,-0.07122
976,-0.1527,-0.13642,-0.06129
977,-0.14221,-0.11299,-0.06996
978,-0.12004,-0.1368,-0.06973
979,-0.13074,-0.13787,-0.06961
980,-0.12824,-0.12879,-0.07819
981,-0.14089,-0.11308,-0.07992
982,-0.14049,-0.12472,-0.0741
983,-0.12937,-0.13439,-0.08123
984,-0.13961,-0.14657,-0.07017
985,-0.12438,-0.12951,-0.0863
986,-0.14597,-0.12257,-0.05967
987,-0.10499,-0.12041,-0.08146
988,-0.12242,-0.13852,-0.07285
989,-0.11928,-0.11761,-0.06802
990,-0.10528,-0.11807,-0.06587
991,-0.10887,-0.11401,-0.06773
992,-0.11587,-0.15556,-0.07098
993,-0.12903,-0.13657,-0.07392
994,-0.09132,-0.15661,-0.07917
995,-0.10538,-0.14584,-0.08615
996,-0.12513,-0.11421,-0.07188
997,-0.12977,-0.12711,-0.07598
998,-0.12432,-0.116,-0.09177
999,-0.11487,-0.10082,-0.07337
1000,-0.11814,-0.12126,-0.0668
1001,-0.10447,-0.15431,-0.08148
1002,-0.10621,-0.15333,-0.07196
1003,-0.13097,-0.12696,-0.07044
1004,-0.13396,-0.1374,-0.06874
1005,-0.11281,-0.12812,-0.0797
1006,-0.1022,-0.13801,-0.07061
1007,-0.12359,-0.1238,-0.08417
1008,-0.08063,-0.14076,-0.07203
1009,-0.11033,-0.15211,-0.06562
1010,-0.09377,-0.12808,-0.07824
1011,-0.10144,-0.12248,-0.07774
1012,-0.13134,-0.11738,-0.06416
1013,-0.13217,-0.12439,-0.05877
1014,-0.13744,-0.12552,-0.07253
1015,-0.11028,-0.12878,-0.07094
1016,-0.12672,-0.14705,-0.06588
1017,-0.13966,-0.13966,-0.06269
1018,-0.11786,-0.14533,-0.07785
1019,-0.13649,-0.1448,-0.07574
1020,-0.12318,-0.12469,-0.07119
1021,-0.13236,-0.1601,-0.06938
1022,-0.0719,-0.12421,-0.07544
1023,-0.13051,-0.12859,-0.09112
1024,-0.10474,-0.11198,-0.07569
1025,-0.13348,-0.10645,-0.08268
1026,-0.13199,-0.15615,-0.07829
1027,-0.10022,-0.14026,-0.08076
1028,-0.12091,-0.12277,-0.06663
1029,-0.13202,-0.13353,-0.05641
1030,-0.10071,-0.12654,-0.06631
1031,-0.12842,-0.12158,-0.0695
1032,-0.13209,-0.14217,-0.07197
1033,-0.08862,-0.13033,-0.07466
1034,-0.12234,-0.11149,-0.0691
1035,-0.12317,-0.14055,-0.05951
1036,-0.12346,-0.1314,-0.08641
1037,-0.14264,-0.11668,-0.07255
1038,-0.10732,-0.13682,-0.08448
1039,-0.11004,-0.17768,-0.07343
1040,-0.10783,-0.11604,-0.05631
1041,-0.09553,-0.1353,-0.06964
1042,-0.08253,-0.10883,-0.06598
1043,-0.12043,-0.13436,-0.07225
1044,-0.10551,-0.12925,-0.07558
1045,-0.1015,-0.14153,-0.07108
1046,-0.1423,-0.14799,-0.0704
1047,-0.1521,-0.13271,-0.06979
1048,-0.12067,-0.14274,-0.0772
1049,-0.11602,-0.13183,-0.06997
1050,-0.12928,-0.15326,-0.08314
1051,-0.09956,-0.15973,-0.06976
1052,-0.1155,-0.10939,-0.06722
1053,-0.11725,-0.11783,-0.08421
1054,-0.12485,-0.15806,-0.08404
1055,-0.10971,-0.12112,-0.07345
1056,-0.08706,-0.11078,-0.07921
1057,-0.09936,-0.1135,-0.0696
1058,-0.15376,-0.12828,-0.07726
1059,-0.1153,-0.10649,-0.0617
1060,-0.11641,-0.13398,-0.07317
1061,-0.09166,-0.14396,-0.07281
1062,-0.11269,-0.11182,-0.08431
1063,-0.11914,-0.14637,-0.08097
1064,-0.10695,-0.13594,-0.07521
1065,-0.12111,-0.15195,-0.07566
1066,-0.12962,-0.15377,-0.07512
1067,-0.11839,-0.11845,-0.07392
1068,-0.13007,-0.13342,-0.08204
1069,-0.1164,-0.13727,-0.08688
1070,-0.13224,-0.17093,-0.06988
1071,-0.13033,-0.13053,-0.08575
1072,-0.12964,-0.15007,-0.07692
1073,-0.10159,-0.1112,-0.07185
1074,-0.1084,-0.12773,-0.08178
1075,-0.13772,-0.13132,-0.06336
1076,-0.13384,-0.13356,-0.07371
1077,-0.11143,-0.12275,-0.08467
1078,-0.10994,-0.16001,-0.07472
1079,-0.12945,-0.10862,-0.08042
1080,-0.14422,-0.1036,-0.07626
1081,-0.1271,-0.12933,-0.0828
1082,-0.13334,-0.10635,-0.07181
1083,-0.09229,-0.14637,-0.08637
1084,-0.12519,-0.10052,-0.08343
1085,-0.09834,-0.12471,-0.06749
1086,-0.1102,-0.13113,-0.0779
1087,-0.11139,-0.10945,-0.07156
1088,-0.14703,-0.12018,-0.06923
1089,-0.1556,-0.10239,-0.07324
1090,-0.12399,-0.14198,-0.07561
1091,-0.12831,-0.11044,-0.08635
1092,-0.1199,-0.12274,-0.0653
1093,-0.12101,-0.13363,-0.07665
1094,-0.12698,-0.14299,-0.06607
1095,-0.13248,-0.13933,-0.07271
1096,-0.10052,-0.12293,-0.06807
1097,-0.12116,-0.08753,-0.07493
1098,-0.13419,-0.13647,-0.06928
1099,-0.15195,-0.12646,-0.07491
1100,-0.11449,-0.11743,-0.07383
1101,-0.10752,-0.15504,-0.05686
1102,-0.11839,-0.09675,-0.07333
1103,-0.1504,-0.10992,-0.06799
1104,-0.09511,-0.09734,-0.07634
1105,-0.12422,-0.12702,-0.05484
1106,-0.11418,-0.1506,-0.0763
1107,-0.12128,-0.10863,-0.08015
1108,-0.13012,-0.16399,-0.07936
1109,-0.12355,-0.12438,-0.07909
1110,-0.14121,-0.12053,-0.07543
1111,-0.13077,-0.12215,-0.07879
1112,-0.10967,-0.13645,-0.06876
1113,-0.09522,-0.13673,-0.05862
1114,-0.12612,-0.12354,-0.0644
1115,-0.1233,-0.11625,-0.0687
1116,-0.13168,-0.12842,-0.07921
1117,-0.14795,-0.13629,-0.06162
1118,-0.14542,-0.12668,-0.06537
1119,-0.09517,-0.11321,-0.06953
1120,-0.09935,-0.14012,-0.08867
1121,-0.1322,-0.16345,-0.06239
1122,-0.1036,-0.13577,-0.07569
1123,-0.09528,-0.1227,-0.07544
1124,-0.1203,-0.12036,-0.08849
1125,-0.11417,-0.13412,-0.06888
1126,-0.10526,-0.10688,-0.06835
1127,-0.12099,-0.14286,-0.06581
1128,-0.10229,-0.09643,-0.0658
1129,-0.10976,-0.11306,-0.08836
1130,-0.13147,-0.10607,-0.07638
1131,-0.12357,-0.13064,-0.06886
1132,-0.13192,-0.11374,-0.06538
1133,-0.1243,-0.12518,-0.08661
1134,-0.12368,-0.13699,-0.07834
1135,-0.11231,-0.13287,-0.08339
1136,-0.13389,-0.13669,-0.07182
1137,-0.12622,-0.12991,-0.05198
1138,-0.15425,-0.09675,-0.07762
1139,-0.1228,-0.1371,-0.06172
1140,-0.11203,-0.12106,-0.07216
1141,-0.12358,-0.10779,-0.06055
1142,-0.11885,-0.11829,-0.06691
1143,-0.12961,-0.12578,-0.05881
1144,-0.12381,-0.13647,-0.06475
1145,-0.11865,-0.12009,-0.0707
1146,-0.1166,-0.13395,-0.07461
1147,-0.1199,-0.11491,-0.07885
1148,-0.10569,-0.12857,-0.07186
1149,-0.12419,-0.15485,-0.06682
1150,-0.12001,-0.13107,-0.07028
1151,-0.1365,-0.14492,-0.08704
1152,-0.1111,-0.15527,-0.07423
1153,-0.13619,-0.13924,-0.0816
1154,-0.1033,-0.1443,-0.08304
1155,-0.13787,-0.11063,-0.07562
1156,-0.12425,-0.14568,-0.07848
1157,-0.10607,-0.12989,-0.08216
1158,-0.10226,-0.14746,-0.0704
1159,-0.1193,-0.11019,-0.06478
1160,-0.13777,-0.14328,-0.07177
1161,-0.12311,-0.14485,-0.08154
1162,-0.13378,-0.13652,-0.06539
1163,-0.13592,-0.10714,-0.09657
1164,-0.13875,-0.14239,-0.08561
1165,-0.13198,-0.11693,-0.0704
1166,-0.14049,-0.1202,-0.09069
1167,-0.14779,-0.11438,-0.07556
1168,-0.11302,-0.13215,-0.07282
1169,-0.16109,-0.13092,-0.0648
1170,-0.11925,-0.13133,-0.07519
1171,-0.13228,-0.15292,-0.07467
1172,-0.11426,-0.1244,-0.07381
1173,-0.11676,-0.12315,-0.07815
1174,-0.12637,-0.14059,-0.09245
1175,-0.12257,-0.10483,-0.07974
1176,-0.11488,-0.10507,-0.07481
1177,-0.13966,-0.11678,-0.07693
1178,-0.12114,-0.13506,-0.09309
1179,-0.13654,-0.1415,-0.07992
1180,-0.12279,-0.15644,-0.07457
1181,-0.12288,-0.08953,-0.07618
1182,-0.13333,-0.12732,-0.06288
1183,-0.12094,-0.16835,-0.08255
1184,-0.11171,-0.12394,-0.06149
1185,-0.14996,-0.13641,-0.06661
1186,-0.14931,-0.09082,-0.0761
1187,-0.11216,-0.13769,-0.07444
1188,-0.10239,-0.11395,-0.06639
1189,-0.11449,-0.13712,-0.07255
1190,-0.10834,-0.11681,-0.08235
1191,-0.11978,-0.13362,-0.0615
1192,-0.15823,-0.14869,-0.0545
1193,-0.11312,-0.14698,-0.07469
1194,-0.10945,-0.12395,-0.0619
1195,-0.11235,-0.14285,-0.06182
1196,-0.12511,-0.12281,-0.07342
1197,-0.10714,-0.1209,-0.05705
1198,-0.12725,-0.11969,-0.05896
1199,-0.12815,-0.12775,-0.07453
1200,-0.07808,-0.12884,-0.06656
1201,-0.11724,-0.12496,-0.0734
1202,-0.1328,-0.12473,-0.06161
1203,-0.11086,-0.10754,-0.06998
1204,-0.09617,-0.12423,-0.07427
1205,-0.1555,-0.1466,-0.06449
1206,-0.12485,-0.13246,-0.0783
1207,-0.12036,-0.13635,-0.07646
1208,-0.13503,-0.11957,-0.08258
1209,-0.12913,-0.1102,-0.08487
1210,-0.1073,-0.14306,-0.08658
1211,-0.1221,-0.12425,-0.09229
1212,-0.13277,-0.13652,-0.07287
1213,-0.1363,-0.17143,-0.08185
1214,-0.137,-0.14422,-0.07478
1215,-0.12525,-0.13774,-0.07789
1216,-0.13452,-0.1646,-0.0928
1217,-0.10032,-0.14096,-0.07356
1218,-0.14871,-0.10444,-0.08925
1219,-0.13406,-0.11046,-0.08326
1220,-0.12437,-0.13648,-0.08971
1221,-0.14512,-0.11941,-0.09442
1222,-0.14221,-0.15059,-0.09084
1223,-0.10078,-0.13105,-0.08381
1224,-0.14635,-0.12298,-0.11838
1225,-0.14193,-0.10683,-0.09314
1226,-0.13147,-0.10779,-0.0983
1227,-0.11925,-0.12363,-0.0878
1228,-0.1353,-0.1319,-0.09699
1229,-0.11864,-0.12443,-0.10942
1230,-0.12876,-0.13195,-0.1021
1231,-0.16526,-0.13622,-0.08824
1232,-0.15152,-0.10391,-0.09852
1233,-0.13257,-0.14669,-0.09269
1234,-0.1329,-0.13968,-0.10638
1235,-0.1495,-0.12376,-0.09607
1236,-0.11652,-0.08514,-0.09391
1237,-0.11357,-0.1377,-0.10654
1238,-0.14995,-0.10757,-0.09744
1239,-0.13068,-0.1097,-0.106
1240,-0.14153,-0.11316,-0.09604
1241,-0.13704,-0.11034,-0.10169
1242,-0.12381,-0.13086,-0.0966
1243,-0.12961,-0.13448,-0.08938
1244,-0.13036,-0.10798,-0.09858
1245,-0.1021,-0.14529,-0.09842
1246,-0.15232,-0.15011,-0.09813
1247,-0.11726,-0.11885,-0.09518
1248,-0.13373,-0.1149,-0.09776
1249,-0.11948,-0.09398,-0.0982
1250,-0.11492,-0.12903,-0.11101
1251,-0.12015,-0.13946,-0.10522
1252,-0.14829,-0.11374,-0.08448
1253,-0.10936,-0.14601,-0.10934
1254,-0.12798,-0.12534,-0.09861
1255,-0.09766,-0.11437,-0.09011
1256,-0.10621,-0.11623,-0.10906
1257,-0.12746,-0.11858,-0.10163
1258,-0.10165,-0.14173,-0.0956
1259,-0.11456,-0.13611,0.01429
1260,-0.1021,-0.11861,0.0328
1261,-0.14356,-0.17193,0.33145
1262,-0.16065,-0.29248,0.34031
1263,-0.2099,-0.4901,0.60697
1264,-0.05992,-0.33664,0.13154
1265,-0.07149,-0.25078,0.11732
1266,-0.05667,-0.19607,-0.03235
1267,-0.0965,-0.19794,0.10045
1268,-0.07503,-0.24932,0.13467
1269,-0.0266,-0.24823,0.15553
1270,-0.03707,-0.22669,0.08868
1271,-0.0305,-0.24828,0.12486
1272,-0.08419,-0.22791,0.17466
1273,-0.02535,-0.21856,0.08425
1274,-0.01327,-0.20397,0.03093
1275,-0.04752,-0.18078,-0.01652
1276,-0.07452,-0.1609,-0.00517
1277,-0.05864,-0.11343,-0.02092
1278,-0.02893,-0.13576,-0.04043
1279,-0.02889,-0.0982,-0.04401
1280,-0.06149,-0.09738,-0.02563
1281,-0.07022,-0.11926,-0.03826
1282,-0.08901,-0.10113,-0.0366
1283,-0.04338,-0.1335,-0.02137
1284,-0.07959,-0.14337,-0.01948
1285,-0.11015,-0.11052,-0.01461
1286,-0.07363,-0.1072,-0.02396
1287,-0.06879,-0.13191,-0.04236
1288,-0.07565,-0.11811,-0.02229
1289,-0.09992,-0.12998,-0.04031
1290,-0.08319,-0.13649,-0.02001
1291,-0.07903,-0.13157,-0.01517
1292,-0.08535,-0.14026,-0.03443
1293,-0.06696,-0.15423,-0.0228
1294,-0.08912,-0.12626,-0.03263
1295,-0.07414,-0.13497,-0.00756
1296,-0.07989,-0.10824,-0.02397
1297,-0.07068,-0.11295,-0.03719
1298,-0.09029,-0.10329,-0.02273
1299,-0.09259,-0.15585,-0.0175
1300,-0.07659,-0.13068,-0.01113
1301,-0.06856,-0.12846,-0.00989
1302,-0.09149,-0.13864,-0.0134
1303,-0.10337,-0.14668,-0.01401
1304,-0.07749,-0.1677,-0.01044
1305,-0.09649,-0.15567,-0.02414
1306,-0.09023,-0.14317,-0.02314
1307,-0.07835,-0.12509,-0.02028
1308,-0.06983,-0.17457,-0.02563
1309,-0.08556,-0.14951,-0.01834
1310,-0.12271,-0.14501,-0.00672
1311,-0.10696,-0.1262,-0.01636
1312,-0.09507,-0.15585,-0.01049
1313,-0.10597,-0.13803,-0.01348
1314,-0.06664,-0.17077,-0.01955
1315,-0.07667,-0.14382,0.00118
1316,-0.121,-0.13626,-0.01851
1317,-0.06768,-0.15694,-0.02678
1318,-0.09855,-0.14606,-0.0086
1319,-0.13491,-0.14362,-0.00376
1320,-0.08477,-0.14933,-0.00315
1321,-0.06626,-0.13655,-0.01272
1322,-0.09504,-0.1465,-0.00331
1323,-0.10671,-0.14653,-0.00366
1324,-0.0728,-0.12928,-0.01762
1325,-0.07769,-0.1539,-0.00795
1326,-0.08356,-0.1545,-0.00202
1327,-0.06192,-0.123,-0.01466
1328,-0.10186,-0.1555,-0.00931
1329,-0.11022,-0.13089,-0.01521
1330,-0.0997,-0.15002,-0.00189
1331,-0.0745,-0.13297,-0.01997
1332,-0.10201,-0.15716,0.00294
1333,-0.07788,-0.16043,-0.00406
1334,-0.11467,-0.16013,0.00028
1335,-0.1056,-0.15264,-0.01231
1336,-0.07687,-0.11765,-0.00484
1337,-0.07589,-0.17447,-0.00956
1338,-0.05938,-0.13378,-0.0112
1339,-0.09766,-0.13506,0.00942
1340,-0.08767,-0.14224,0.00415
1341,-0.10813,-0.14648,0.00191
1342,-0.06172,-0.12111,-0.00042
1343,-0.09792,-0.11712,-0.00263
1344,-0.09537,-0.13973,0.00149
1345,-0.09162,-0.11719,-0.0068
1346,-0.09227,-0.13911,-0.00889
1347,-0.08646,-0.13638,-0.00359
1348,-0.08323,-0.13689,-0.00923
1349,-0.06859,-0.14187,-0.00267
1350,-0.09256,-0.1309,-0.00413
1351,-0.08374,-0.12345,-0.0063
1352,-0.06264,-0.15496,-0.00586
1353,-0.10197,-0.14937,-0.00858
1354,-0.09129,-0.17679,0.00287
1355,-0.07266,-0.14448,0.01243
1356,-0.09541,-0.14259,0.00729
1357,-0.11583,-0.14278,-0.00752
1358,-0.07887,-0.1325,0.00308
1359,-0.09509,-0.12908,-0.00998
1360,-0.10487,-0.1398,-0.00426
1361,-0.09674,-0.14974,0.00304
1362,-0.13194,-0.12835,0.00699
1363,-0.11915,-0.14363,0.00465
1364,-0.10555,-0.14478,0.00202
1365,-0.10037,-0.14379,-0.00396
1366,-0.10328,-0.12696,0.0012
1367,-0.08883,-0.14973,-0.00119
1368,-0.11894,-0.11903,-0.00999
1369,-0.08785,-0.13305,0.00616
1370,-0.08549,-0.13023,0.006
1371,-0.09707,-0.13174,-0.00673
1372,-0.10571,-0.17345,0.00764
1373,-0.09056,-0.175,0.00727
1374,-0.12001,-0.17836,-0.01402
1375,-0.11423,-0.16706,-0.00465
1376,-0.07967,-0.14214,0.00372
1377,-0.10101,-0.14273,0.00349
1378,-0.08372,-0.12751,-0.00077
1379,-0.12476,-0.14812,-0.00375
1380,-0.09048,-0.14603,-0.00545
1381,-0.06653,-0.13439,-0.00689
1382,-0.10745,-0.13042,-0.00022
1383,-0.09114,-0.14485,0.00605
1384,-0.09184,-0.13038,0.01183
1385,-0.07919,-0.15083,0.00764
1386,-0.09262,-0.16969,-0.00355
1387,-0.11569,-0.14262,-0.01541
1388,-0.09409,-0.14402,-0.00601
