year,fore-aft,lateral-force,norma-force
2058,-0.09644,-0.12869,-0.10882
2059,-0.11487,-0.13872,-0.11315
2060,-0.13829,-0.12019,-0.1151
2061,-0.10021,-0.12586,-0.10858
2062,-0.10483,-0.13784,-0.10645
2063,-0.11625,-0.14814,-0.11773
2064,-0.10768,-0.1573,-0.11112
2065,-0.13822,-0.14123,-0.11899
2066,-0.09799,-0.14148,-0.11929
2067,-0.13137,-0.12691,-0.1187
2068,-0.12665,-0.13871,-0.10984
2069,-0.11685,-0.11015,-0.09977
2070,-0.12699,-0.13156,-0.10729
2071,-0.10234,-0.14267,-0.10489
2072,-0.13821,-0.13976,-0.10855
2073,-0.16082,-0.1311,-0.10675
2074,-0.12025,-0.11936,-0.10751
2075,-0.14744,-0.1255,-0.1067
2076,-0.10411,-0.16556,-0.09466
2077,-0.13772,-0.14881,-0.10467
2078,-0.14198,-0.14253,-0.09199
2079,-0.15448,-0.13043,-0.12339
2080,-0.1111,-0.13133,-0.10211
2081,-0.14086,-0.14669,-0.12038
2082,-0.14955,-0.11228,-0.11301
2083,-0.11223,-0.11438,-0.11018
2084,-0.11776,-0.12875,-0.12053
2085,-0.10057,-0.13683,-0.11674
2086,-0.09735,-0.10787,-0.12825
2087,-0.09248,-0.1665,-0.10609
2088,-0.1217,-0.11543,-0.11377
2089,-0.11617,-0.11977,-0.12557
2090,-0.12417,-0.12484,-0.1152
2091,-0.15193,-0.10454,-0.1048
2092,-0.12824,-0.10645,-0.10795
2093,-0.1289,-0.10801,-0.11074
2094,-0.10567,-0.13548,-0.13198
2095,-0.09987,-0.10906,-0.13925
2096,-0.1356,-0.10087,-0.14156
2097,-0.14047,-0.15423,-0.1329
2098,-0.10656,-0.13607,-0.1143
2099,-0.1116,-0.12183,-0.1287
2100,-0.10716,-0.11919,-0.12261
2101,-0.12231,-0.10106,-0.13138
2102,-0.11511,-0.12285,-0.12701
2103,-0.09723,-0.11059,-0.1161
2104,-0.11103,-0.07322,-0.12543
2105,-0.1436,-0.12225,-0.12397
2106,-0.09926,-0.10237,-0.12899
2107,-0.08717,-0.09507,-0.1258
2108,-0.08813,-0.13162,-0.12729
2109,-0.11206,-0.09829,-0.13178
2110,-0.1151,-0.11574,-0.12543
2111,-0.10482,-0.10577,-0.12766
2112,-0.07774,-0.12682,-0.11187
2113,-0.09874,-0.10323,-0.12279
2114,-0.09745,-0.06894,-0.13268
2115,-0.10976,-0.13062,-0.11983
2116,-0.13152,-0.10457,-0.12079
2117,-0.09351,-0.11819,-0.12297
2118,-0.12761,-0.09731,-0.12494
2119,-0.06959,-0.0895,-0.11648
2120,-0.13175,-0.11105,-0.1319
2121,-0.12737,-0.09916,-0.11703
2122,-0.10258,-0.12474,-0.12929
2123,-0.09117,-0.05817,-0.11572
2124,-0.08641,-0.09901,-0.1204
2125,-0.10304,-0.11267,-0.12304
2126,-0.08973,-0.11674,-0.13541
2127,-0.123,-0.11173,-0.12486
2128,-0.09223,-0.11894,-0.12275
2129,-0.10138,-0.1185,-0.11935
2130,-0.09601,-0.15659,-0.11677
2131,-0.13638,-0.10506,-0.12246
2132,-0.1372,-0.11747,-0.1089
2133,-0.12331,-0.13958,-0.11157
2134,-0.1492,-0.11764,-0.12508
2135,-0.12086,-0.09572,-0.12884
2136,-0.0918,-0.06226,-0.11826
2137,-0.09262,-0.09185,-0.12727
2138,-0.10051,-0.10552,-0.12556
2139,-0.07382,-0.09858,-0.11294
2140,-0.12453,-0.13062,-0.13556
2141,-0.11508,-0.12913,-0.12672
2142,-0.09973,-0.07262,-0.1303
2143,-0.08578,-0.10068,-0.12728
2144,-0.08147,-0.08987,-0.11571
2145,-0.11676,-0.108,-0.12316
2146,-0.12828,-0.10899,-0.11519
2147,-0.10915,-0.10342,-0.11385
2148,-0.09955,-0.09911,-0.14115
2149,-0.11423,-0.11189,-0.10074
2150,-0.11964,-0.12972,-0.12326
2151,-0.09149,-0.08624,-0.1278
2152,-0.08697,-0.12981,-0.12056
2153,-0.08607,-0.11912,-0.11176
2154,-0.1318,-0.09927,-0.12865
2155,-0.10392,-0.11888,-0.1239
2156,-0.08354,-0.10696,-0.13348
2157,-0.09801,-0.08625,-0.1318
2158,-0.11867,-0.10843,-0.11013
2159,-0.11222,-0.12132,-0.12842
2160,-0.10112,-0.08121,-0.12018
2161,-0.09993,-0.11989,-0.12367
2162,-0.12295,-0.13078,-0.12352
2163,-0.08496,-0.10642,-0.10424
2164,-0.10085,-0.12274,-0.11549
2165,-0.08254,-0.0898,-0.12097
2166,-0.11691,-0.07886,-0.12946
2167,-0.14517,-0.0827,-0.12287
2168,-0.12682,-0.11331,-0.11124
2169,-0.10592,-0.11292,-0.12708
2170,-0.10583,-0.12558,-0.12289
2171,-0.10994,-0.11801,-0.12545
2172,-0.11769,-0.12682,-0.1286
2173,-0.0899,-0.10361,-0.11617
2174,-0.1252,-0.10819,-0.11348
2175,-0.12326,-0.11009,-0.11817
2176,-0.13465,-0.09522,-0.1207
2177,-0.1236,-0.10724,-0.12396
2178,-0.12007,-0.10915,-0.11312
2179,-0.12039,-0.10906,-0.10612
2180,-0.14394,-0.11449,-0.11024
2181,-0.10989,-0.11767,-0.1249
2182,-0.10309,-0.11719,-0.11562
2183,-0.10913,-0.11134,-0.10698
2184,-0.11751,-0.11796,-0.11336
2185,-0.12504,-0.08332,-0.10941
2186,-0.12522,-0.10484,-0.11463
2187,-0.13471,-0.08772,-0.11216
2188,-0.10509,-0.10473,-0.11974
2189,-0.11339,-0.09959,-0.09936
2190,-0.09592,-0.13604,-0.10972
2191,-0.0958,-0.12894,-0.11056
2192,-0.114,-0.13568,-0.11718
2193,-0.12313,-0.10021,-0.09192
2194,-0.11005,-0.12109,-0.10017
2195,-0.15511,-0.12095,-0.09543
2196,-0.13989,-0.12029,-0.09417
2197,-0.09065,-0.11967,-0.095
2198,-0.12471,-0.11196,-0.09063
2199,-0.14325,-0.11385,-0.0972
2200,-0.13274,-0.13687,-0.10098
2201,-0.14005,-0.14765,-0.09331
2202,-0.13044,-0.15325,-0.09222
2203,-0.1481,-0.12196,-0.08283
2204,-0.14954,-0.13102,-0.08717
2205,-0.12344,-0.12184,-0.07829
2206,-0.13398,-0.14677,-0.08351
2207,-0.09518,-0.14145,-0.07787
2208,-0.1053,-0.13173,-0.07418
2209,-0.13506,-0.13756,-0.07887
2210,-0.12224,-0.12032,-0.08905
2211,-0.13777,-0.12035,-0.08207
2212,-0.14096,-0.16398,-0.07007
2213,-0.1128,-0.12823,-0.08446
2214,-0.11194,-0.14178,-0.07265
2215,-0.1365,-0.14723,-0.08234
2216,-0.132,-0.1587,-0.08165
2217,-0.13064,-0.1684,-0.07979
2218,-0.13874,-0.14583,-0.07504
2219,-0.10391,-0.16246,-0.06748
2220,-0.11773,-0.13782,-0.08389
2221,-0.14421,-0.15916,-0.07998
2222,-0.1364,-0.15902,-0.07487
2223,-0.12352,-0.16995,-0.06854
2224,-0.12153,-0.14142,-0.08476
2225,-0.12144,-0.13412,-0.07727
2226,-0.15781,-0.12319,-0.08233
2227,-0.1472,-0.13748,-0.06236
2228,-0.12044,-0.11695,-0.07712
2229,-0.14298,-0.14294,-0.08211
2230,-0.13893,-0.14488,-0.07762
2231,-0.12551,-0.15442,-0.0793
2232,-0.09844,-0.15195,-0.0758
2233,-0.15215,-0.14708,-0.08283
2234,-0.1251,-0.11726,-0.07585
2235,-0.14865,-0.16358,-0.08601
2236,-0.15258,-0.14571,-0.06773
2237,-0.14407,-0.14114,-0.07467
2238,-0.10189,-0.12208,-0.08288
2239,-0.14186,-0.16319,-0.08122
2240,-0.13438,-0.12927,-0.08385
2241,-0.12209,-0.14787,-0.07492
2242,-0.15395,-0.12954,-0.07623
2243,-0.14425,-0.13965,-0.06831
2244,-0.12066,-0.14563,-0.0891
2245,-0.12537,-0.15214,-0.06128
2246,-0.12698,-0.15082,-0.06372
2247,-0.1233,-0.1392,-0.08238
2248,-0.15954,-0.13355,-0.04863
2249,-0.15396,-0.13257,-0.07276
2250,-0.12366,-0.16231,-0.08749
2251,-0.12242,-0.12916,-0.07313
2252,-0.10734,-0.15164,-0.05952
2253,-0.1406,-0.12597,-0.06952
2254,-0.13339,-0.16221,-0.07045
2255,-0.1341,-0.16823,-0.08048
2256,-0.1186,-0.14289,-0.05418
2257,-0.11043,-0.1475,-0.06669
2258,-0.13728,-0.12082,-0.07948
2259,-0.11772,-0.13066,-0.06536
2260,-0.11129,-0.10619,-0.06696
2261,-0.0891,-0.14367,-0.06298
2262,-0.11419,-0.15343,-0.05908
2263,-0.11942,-0.12927,-0.07705
2264,-0.12661,-0.17992,-0.06419
2265,-0.14867,-0.14076,-0.0635
2266,-0.10594,-0.14351,-0.05907
2267,-0.14461,-0.10916,-0.06602
2268,-0.12542,-0.12905,-0.05241
2269,-0.11033,-0.1403,-0.05276
2270,-0.11216,-0.13738,-0.05223
2271,-0.11615,-0.12795,-0.06266
2272,-0.12327,-0.13331,-0.05458
2273,-0.11717,-0.12603,-0.05033
2274,-0.11343,-0.12078,-0.05105
2275,-0.11833,-0.14087,-0.04487
2276,-0.08485,-0.12058,-0.05388
2277,-0.13343,-0.10248,-0.04784
2278,-0.09754,-0.14969,-0.05038
2279,-0.126,-0.15571,-0.04851
2280,-0.10224,-0.11361,-0.0512
2281,-0.11226,-0.1297,-0.05837
2282,-0.11285,-0.10442,-0.05549
2283,-0.11563,-0.12431,-0.04923
2284,-0.11665,-0.11272,-0.04043
2285,-0.11226,-0.12785,-0.04658
2286,-0.13848,-0.11803,-0.07674
2287,-0.11366,-0.13954,-0.04375
2288,-0.10545,-0.07542,-0.054
2289,-0.12708,-0.12277,-0.05063
2290,-0.10147,-0.10588,-0.06326
2291,-0.10724,-0.11695,-0.05052
2292,-0.11506,-0.13154,-0.03605
2293,-0.12954,-0.14189,-0.05643
2294,-0.12766,-0.14328,-0.05718
2295,-0.13331,-0.12957,-0.06283
2296,-0.13466,-0.12542,-0.05606
2297,-0.12799,-0.13305,-0.06839
2298,-0.12245,-0.13756,-0.05981
2299,-0.12984,-0.14335,-0.05999
2300,-0.10901,-0.1198,-0.06239
2301,-0.14335,-0.10663,-0.05562
2302,-0.11397,-0.1362,-0.04105
2303,-0.1156,-0.15575,-0.06101
2304,-0.10458,-0.13278,-0.05612
2305,-0.11214,-0.14434,-0.05692
2306,-0.10541,-0.10545,-0.05859
2307,-0.13202,-0.14023,-0.06251
2308,-0.10654,-0.145,-0.04763
2309,-0.1321,-0.11695,-0.05976
2310,-0.11074,-0.12011,-0.03972
2311,-0.10486,-0.13264,-0.0526
2312,-0.12422,-0.14623,-0.06393
2313,-0.1352,-0.12653,-0.06098
2314,-0.10659,-0.14145,-0.05641
2315,-0.09686,-0.13302,-0.04019
2316,-0.12184,-0.12558,-0.05144
2317,-0.10119,-0.13656,-0.05574
2318,-0.1457,-0.14191,-0.05977
2319,-0.11638,-0.1406,-0.05091
2320,-0.0932,-0.14933,-0.05786
2321,-0.10903,-0.11343,-0.06234
2322,-0.09971,-0.14498,-0.05387
2323,-0.0998,-0.1429,-0.05766
2324,-0.08494,-0.13495,-0.04793
2325,-0.10928,-0.14108,-0.05179
2326,-0.12926,-0.13673,-0.06189
2327,-0.13335,-0.11461,-0.0552
2328,-0.10501,-0.14449,-0.05045
2329,-0.078,-0.13109,-0.05194
2330,-0.12213,-0.10018,-0.05588
2331,-0.10546,-0.12511,-0.04753
2332,-0.09667,-0.12555,-0.05105
2333,-0.15092,-0.13837,-0.07947
2334,-0.09285,-0.10853,-0.05603
2335,-0.12259,-0.11968,-0.05181
2336,-0.1087,-0.10464,-0.05439
2337,-0.11075,-0.137,-0.05906
2338,-0.11888,-0.11886,-0.04937
2339,-0.10364,-0.14045,-0.051
2340,-0.13254,-0.12904,-0.04765
2341,-0.11757,-0.11023,-0.05717
2342,-0.11024,-0.13755,-0.05217
2343,-0.1148,-0.13651,-0.05587
2344,-0.12129,-0.14505,-0.05894
2345,-0.0911,-0.13562,-0.04508
2346,-0.1156,-0.10226,-0.0561
2347,-0.12577,-0.12614,-0.05382
2348,-0.12386,-0.11288,-0.04633
2349,-0.0981,-0.10478,-0.04936
2350,-0.11635,-0.13408,-0.04936
2351,-0.09358,-0.1499,-0.05705
2352,-0.11521,-0.13059,-0.05759
2353,-0.09911,-0.15684,-0.04525
2354,-0.14247,-0.12598,-0.0562
2355,-0.12538,-0.1063,-0.05258
2356,-0.13851,-0.12667,-0.06175
2357,-0.14356,-0.1016,-0.05691
2358,-0.12192,-0.10875,-0.04315
2359,-0.12831,-0.1148,-0.06058
2360,-0.13897,-0.13359,-0.05658
2361,-0.10103,-0.11029,-0.05183
2362,-0.13684,-0.14068,-0.05406
2363,-0.12854,-0.12318,-0.05671
2364,-0.11576,-0.14992,-0.05579
2365,-0.12785,-0.16371,-0.04271
2366,-0.12658,-0.1023,-0.05407
2367,-0.11422,-0.13456,-0.053
2368,-0.12893,-0.1415,-0.05104
2369,-0.10793,-0.11021,-0.05964
2370,-0.12738,-0.11579,-0.0471
2371,-0.12449,-0.12852,-0.02976
2372,-0.11781,-0.12256,-0.05389
2373,-0.12402,-0.12923,-0.06315
2374,-0.12545,-0.14923,-0.05244
2375,-0.14219,-0.12258,-0.04707
2376,-0.08816,-0.14845,-0.04857
2377,-0.14623,-0.10697,-0.04681
2378,-0.11984,-0.12289,-0.05688
2379,-0.10868,-0.13046,-0.04785
2380,-0.12249,-0.1299,-0.04429
2381,-0.10476,-0.10043,-0.04811
2382,-0.10674,-0.09795,-0.05234
2383,-0.10938,-0.10653,-0.04429
2384,-0.09733,-0.13637,-0.04745
2385,-0.1131,-0.12246,-0.05364
2386,-0.11709,-0.12258,-0.06101
2387,-0.11116,-0.13037,-0.05143
2388,-0.11284,-0.12602,-0.05546
2389,-0.12687,-0.11254,-0.05812
2390,-0.12305,-0.12277,-0.05028
2391,-0.12745,-0.11197,-0.06144
2392,-0.11436,-0.1557,-0.05203
2393,-0.11657,-0.11931,-0.0528
2394,-0.12462,-0.14819,-0.06316
2395,-0.10681,-0.13858,-0.04663
2396,-0.08791,-0.11043,-0.05954
2397,-0.12134,-0.11818,-0.04826
2398,-0.09649,-0.13641,-0.05295
2399,-0.11118,-0.09215,-0.05499
2400,-0.13016,-0.13131,-0.0402
2401,-0.11646,-0.1461,-0.04313
2402,-0.13573,-0.13689,-0.04893
2403,-0.11466,-0.13625,-0.04733
2404,-0.10263,-0.13064,-0.05184
2405,-0.12541,-0.12812,-0.06512
2406,-0.13323,-0.12775,-0.05671
2407,-0.11574,-0.13533,-0.05213
2408,-0.15098,-0.11173,-0.04402
2409,-0.12942,-0.12263,-0.04921
2410,-0.11312,-0.14766,-0.05393
2411,-0.10443,-0.1242,-0.04686
2412,-0.11246,-0.15694,-0.05002
2413,-0.14132,-0.13605,-0.05803
2414,-0.09482,-0.12427,-0.04835
2415,-0.11606,-0.12522,-0.04544
2416,-0.10908,-0.10855,-0.05551
2417,-0.12721,-0.12607,-0.05216
2418,-0.11309,-0.1272,-0.04994
2419,-0.13648,-0.11937,-0.04579
2420,-0.08729,-0.13573,-0.05587
2421,-0.10512,-0.1336,-0.05264
2422,-0.12346,-0.11654,-0.05247
2423,-0.12862,-0.11895,-0.04025
2424,-0.10103,-0.11775,-0.04456
2425,-0.11546,-0.17046,-0.05323
2426,-0.09984,-0.13984,-0.05401
2427,-0.14907,-0.10609,-0.05232
2428,-0.11649,-0.11883,-0.04922
2429,-0.12189,-0.14608,-0.07498
2430,-0.13084,-0.11979,-0.04324
2431,-0.11392,-0.1375,-0.04632
2432,-0.12029,-0.12133,-0.05862
2433,-0.0924,-0.12072,-0.05433
2434,-0.12106,-0.10378,-0.048
2435,-0.11978,-0.14014,-0.05011
2436,-0.11705,-0.14787,-0.05054
2437,-0.1141,-0.13698,-0.0494
2438,-0.14317,-0.148,-0.0448
2439,-0.12106,-0.11325,-0.05089
2440,-0.1218,-0.13339,-0.04378
2441,-0.14334,-0.12088,-0.04228
2442,-0.09334,-0.08827,-0.05704
2443,-0.11154,-0.12485,-0.03568
2444,-0.11689,-0.10999,-0.05666
2445,-0.10454,-0.11977,-0.04675
2446,-0.09422,-0.12267,-0.05126
2447,-0.12434,-0.12719,-0.05179
2448,-0.13278,-0.11261,-0.05122
2449,-0.10872,-0.09474,-0.0536
2450,-0.13376,-0.10735,-0.04633
2451,-0.12558,-0.11077,-0.05338
2452,-0.10671,-0.09647,-0.05362
2453,-0.12966,-0.11659,-0.0517
2454,-0.11199,-0.12445,-0.06745
2455,-0.13965,-0.10006,-0.05026
2456,-0.11883,-0.11238,-0.05133
2457,-0.12432,-0.12836,-0.05646
2458,-0.13984,-0.11682,-0.06203
2459,-0.13996,-0.14039,-0.04945
2460,-0.10075,-0.12728,-0.05245
2461,-0.15123,-0.13508,-0.05577
2462,-0.10503,-0.11301,-0.05058
2463,-0.12284,-0.13597,-0.04761
2464,-0.12212,-0.11049,-0.06527
2465,-0.13222,-0.13529,-0.06039
2466,-0.13824,-0.11667,-0.04683
2467,-0.09539,-0.12333,-0.05038
2468,-0.11275,-0.13632,-0.04259
2469,-0.12093,-0.13595,-0.0499
2470,-0.13969,-0.11144,-0.0483
2471,-0.0735,-0.13313,-0.05262
2472,-0.0946,-0.14012,-0.05185
2473,-0.1012,-0.11783,-0.04909
2474,-0.10361,-0.15057,-0.05888
2475,-0.09099,-0.13113,-0.04861
2476,-0.11286,-0.13277,-0.04823
2477,-0.1335,-0.12214,-0.06405
2478,-0.11278,-0.12056,-0.03969
2479,-0.14761,-0.11603,-0.04824
2480,-0.15011,-0.10355,-0.0484
2481,-0.11344,-0.10517,-0.05702
2482,-0.11638,-0.12308,-0.05676
2483,-0.14266,-0.10654,-0.04673
2484,-0.1396,-0.12954,-0.04735
2485,-0.11046,-0.11289,-0.04635
2486,-0.11191,-0.13002,-0.04995
2487,-0.11293,-0.11992,-0.04617
2488,-0.113,-0.12605,-0.04232
2489,-0.10685,-0.12689,-0.05616
2490,-0.13731,-0.1276,-0.04463
2491,-0.11795,-0.09592,-0.05193
2492,-0.12497,-0.10638,-0.05027
2493,-0.12447,-0.12982,-0.05625
2494,-0.11313,-0.13151,-0.052
2495,-0.15243,-0.14239,-0.04866
2496,-0.09698,-0.13066,-0.05297
2497,-0.1236,-0.13703,-0.0581
2498,-0.13832,-0.11566,-0.04622
2499,-0.09972,-0.15417,-0.06431
2500,-0.11607,-0.13266,-0.05231
2501,-0.13209,-0.12158,-0.04529
2502,-0.1169,-0.15062,-0.04606
2503,-0.14315,-0.13223,-0.05996
2504,-0.13957,-0.13916,-0.04885
2505,-0.12948,-0.12495,-0.04698
2506,-0.10449,-0.12279,-0.05544
2507,-0.10779,-0.12111,-0.06217
2508,-0.10606,-0.16309,-0.04497
2509,-0.13652,-0.14065,-0.04082
2510,-0.14027,-0.14092,-0.04798
2511,-0.09351,-0.13261,-0.04093
2512,-0.10693,-0.12456,-0.05641
2513,-0.12913,-0.12349,-0.05321
2514,-0.1424,-0.14067,-0.05036
2515,-0.10629,-0.14343,-0.05051
2516,-0.12143,-0.12119,-0.04679
2517,-0.11467,-0.13874,-0.05757
2518,-0.10824,-0.10988,-0.04051
2519,-0.12691,-0.13174,-0.06386
2520,-0.11817,-0.11917,-0.0504
2521,-0.13544,-0.12865,-0.04702
2522,-0.12687,-0.14446,-0.04745
2523,-0.11911,-0.11094,-0.05107
2524,-0.13029,-0.11579,-0.04138
2525,-0.13719,-0.13407,-0.04922
2526,-0.1175,-0.12228,-0.06081
2527,-0.12174,-0.1138,-0.05685
2528,-0.09154,-0.14458,-0.04405
2529,-0.11054,-0.12297,-0.0548
2530,-0.12536,-0.12364,-0.04861
2531,-0.11546,-0.10643,-0.05364
2532,-0.12672,-0.10365,-0.06075
2533,-0.11576,-0.14383,-0.05325
2534,-0.11776,-0.13265,-0.04429
2535,-0.11646,-0.10223,-0.04808
2536,-0.10075,-0.1279,-0.04285
2537,-0.14786,-0.10341,-0.0487
2538,-0.11306,-0.14606,-0.01864
2539,-0.09375,-0.11285,-0.05423
2540,-0.12011,-0.1436,-0.04978
2541,-0.11604,-0.13971,-0.0523
2542,-0.09087,-0.12883,-0.03105
2543,-0.10717,-0.13319,-0.04681
2544,-0.11023,-0.10957,-0.05272
2545,-0.13259,-0.11075,-0.05058
2546,-0.12349,-0.11716,-0.05797
2547,-0.09641,-0.15047,-0.05648
2548,-0.13073,-0.10359,-0.04744
2549,-0.1231,-0.10877,-0.06029
2550,-0.10295,-0.12062,-0.05554
2551,-0.10466,-0.15291,-0.0593
2552,-0.13328,-0.1061,-0.05563
2553,-0.14501,-0.12528,-0.05357
2554,-0.11514,-0.12412,-0.06311
2555,-0.07621,-0.13399,-0.04096
2556,-0.15126,-0.15225,-0.04254
2557,-0.11791,-0.12965,-0.06631
2558,-0.13752,-0.11838,-0.06028
2559,-0.10161,-0.14296,-0.05589
2560,-0.11611,-0.11366,-0.05568
2561,-0.08878,-0.12152,-0.05584
2562,-0.12575,-0.14645,-0.04535
2563,-0.10354,-0.13271,-0.04869
2564,-0.09938,-0.13355,-0.05339
2565,-0.11882,-0.10562,-0.05635
2566,-0.13494,-0.13625,-0.04246
2567,-0.12859,-0.10005,-0.06029
2568,-0.1119,-0.15677,-0.04654
2569,-0.11687,-0.12054,-0.04267
2570,-0.12734,-0.1057,-0.04008
2571,-0.11952,-0.10871,-0.04041
2572,-0.1045,-0.12158,-0.05921
2573,-0.13398,-0.11785,-0.04628
2574,-0.1126,-0.07931,-0.06098
2575,-0.12009,-0.10292,-0.0574
2576,-0.11335,-0.11152,-0.04937
2577,-0.12978,-0.12771,-0.04878
2578,-0.12822,-0.13254,-0.03918
2579,-0.16788,-0.12368,-0.05468
2580,-0.13914,-0.16342,-0.04751
2581,-0.10802,-0.10947,-0.05747
2582,-0.13595,-0.13899,-0.04926
2583,-0.09687,-0.13602,-0.05573
2584,-0.13135,-0.1439,-0.05539
2585,-0.11649,-0.14353,-0.05316
2586,-0.13471,-0.11529,-0.05073
2587,-0.13016,-0.13008,-0.05285
2588,-0.10559,-0.12123,-0.04234
2589,-0.11333,-0.15617,-0.06053
2590,-0.1202,-0.11003,-0.05113
2591,-0.12301,-0.12338,-0.03775
2592,-0.13858,-0.14729,-0.054
2593,-0.10921,-0.11527,-0.04866
2594,-0.10736,-0.12575,-0.04192
2595,-0.11793,-0.12215,-0.05835
2596,-0.15136,-0.16211,-0.04801
2597,-0.14703,-0.15317,-0.0576
2598,-0.12531,-0.11275,-0.0398
2599,-0.11961,-0.11956,-0.04833
2600,-0.12413,-0.12426,-0.04782
2601,-0.13159,-0.13656,-0.05787
2602,-0.12829,-0.14892,-0.05119
2603,-0.12131,-0.10006,-0.05644
2604,-0.14397,-0.13584,-0.04854
2605,-0.13154,-0.15096,-0.04427
2606,-0.12888,-0.13766,-0.05369
2607,-0.10508,-0.12636,-0.04661
2608,-0.13557,-0.12856,-0.0503
2609,-0.14567,-0.10791,-0.05524
2610,-0.12322,-0.13424,-0.04693
2611,-0.12783,-0.13498,-0.05142
2612,-0.10978,-0.12653,-0.0565
2613,-0.08805,-0.11344,-0.05818
2614,-0.12951,-0.12671,-0.0494
2615,-0.12235,-0.12701,-0.05324
2616,-0.10349,-0.14281,-0.04779
2617,-0.11301,-0.14119,-0.05102
2618,-0.12584,-0.11054,-0.05577
2619,-0.12571,-0.11039,-0.05628
2620,-0.12494,-0.14054,-0.06653
2621,-0.12216,-0.12935,-0.04403
2622,-0.1172,-0.1208,-0.03931
2623,-0.12167,-0.14073,-0.04663
2624,-0.10877,-0.12267,-0.05867
2625,-0.13847,-0.12591,-0.0551
2626,-0.11773,-0.15658,-0.04349
2627,-0.16527,-0.13308,-0.04688
2628,-0.13624,-0.11607,-0.05025
2629,-0.10566,-0.12619,-0.06049
2630,-0.10786,-0.12032,-0.04689
2631,-0.11712,-0.12156,-0.05307
2632,-0.1122,-0.11125,-0.05246
2633,-0.1092,-0.11479,-0.0459
2634,-0.10029,-0.1111,-0.05472
2635,-0.09768,-0.1532,-0.05857
2636,-0.09537,-0.14093,-0.05165
2637,-0.10342,-0.12289,-0.06331
2638,-0.12296,-0.13942,-0.05606
2639,-0.11037,-0.14491,-0.04977
2640,-0.11249,-0.14526,-0.04959
2641,-0.10262,-0.10836,-0.05205
2642,-0.13624,-0.12115,-0.07138
2643,-0.08198,-0.15355,-0.05108
2644,-0.10439,-0.13969,-0.05269
2645,-0.14432,-0.13759,-0.07462
2646,-0.09478,-0.11384,-0.04534
2647,-0.09946,-0.14412,-0.04676
2648,-0.11847,-0.13992,-0.06014
2649,-0.11547,-0.14301,-0.06155
2650,-0.11644,-0.12642,-0.0568
2651,-0.12548,-0.14511,-0.06154
2652,-0.1085,-0.12535,-0.05991
2653,-0.11938,-0.14261,-0.05583
2654,-0.108,-0.11685,-0.0533
2655,-0.09246,-0.14715,-0.05351
2656,-0.10026,-0.12042,-0.04817
2657,-0.10031,-0.16444,-0.04464
2658,-0.10342,-0.15934,-0.06217
2659,-0.11359,-0.13124,-0.05138
2660,-0.10775,-0.13945,-0.05592
2661,-0.12338,-0.13905,-0.05139
2662,-0.13335,-0.12239,-0.05441
2663,-0.13137,-0.13045,-0.0453
2664,-0.11471,-0.14659,-0.06951
2665,-0.15031,-0.15126,-0.0655
2666,-0.11005,-0.12102,-0.04486
2667,-0.13999,-0.1264,-0.05173
2668,-0.12838,-0.16264,-0.06518
2669,-0.129,-0.13252,-0.06268
2670,-0.11934,-0.14354,-0.06051
2671,-0.12365,-0.13391,-0.05579
2672,-0.12598,-0.15712,-0.05185
2673,-0.0973,-0.13367,-0.04371
2674,-0.10637,-0.12728,-0.06073
2675,-0.12341,-0.12086,-0.05646
2676,-0.11632,-0.14623,-0.05529
2677,-0.10397,-0.12753,-0.04774
2678,-0.11729,-0.12379,-0.05591
2679,-0.13424,-0.11937,-0.04956
2680,-0.13665,-0.1408,-0.04031
2681,-0.11329,-0.11582,-0.06048
2682,-0.12109,-0.11354,-0.04683
2683,-0.10011,-0.13633,-0.05476
2684,-0.13639,-0.13819,-0.04441
2685,-0.11842,-0.12324,-0.05418
2686,-0.12101,-0.11485,-0.05863
2687,-0.10264,-0.12233,-0.06143
2688,-0.11953,-0.12783,-0.05043
2689,-0.12983,-0.11337,-0.05467
2690,-0.10954,-0.12576,-0.05928
2691,-0.10163,-0.14045,-0.0578
2692,-0.12107,-0.13165,-0.05606
2693,-0.12607,-0.12588,-0.04968
2694,-0.13833,-0.12597,-0.05518
2695,-0.10163,-0.13977,-0.0492
2696,-0.10393,-0.13361,-0.03791
2697,-0.09006,-0.11417,-0.05471
2698,-0.0809,-0.12871,-0.03954
2699,-0.10326,-0.1344,-0.05709
2700,-0.1289,-0.11661,-0.05764
2701,-0.11594,-0.11411,-0.04636
2702,-0.10621,-0.1344,-0.04324
2703,-0.13413,-0.11673,-0.03772
2704,-0.11545,-0.14965,-0.05671
2705,-0.12247,-0.13549,-0.06042
2706,-0.12635,-0.13795,-0.05157
2707,-0.11022,-0.11921,-0.04745
2708,-0.11863,-0.14288,-0.05324
2709,-0.12219,-0.1205,-0.06023
2710,-0.12769,-0.156,-0.05531
2711,-0.10674,-0.12537,-0.05826
2712,-0.10105,-0.11607,-0.04526
2713,-0.11377,-0.10703,-0.04682
2714,-0.11219,-0.13023,-0.05133
2715,-0.12184,-0.13735,-0.04466
2716,-0.13304,-0.11551,-0.05597
2717,-0.10433,-0.1136,-0.05759
2718,-0.16599,-0.13332,-0.06787
2719,-0.1349,-0.11531,-0.05809
2720,-0.10936,-0.10265,-0.04704
2721,-0.11697,-0.11688,-0.05004
2722,-0.13239,-0.10669,-0.05137
2723,-0.10652,-0.14446,-0.0526
