Time,Gelos_tn48
0.005,0.02009
0.01,0.016980000000000002
0.015,0.02424
0.02,0.02102
0.025,0.02309
0.030000000000000002,0.02575
0.035,0.020880000000000003
0.04,0.02441
0.045,0.020640000000000002
0.049999999999999996,0.02235
0.05499999999999999,0.03411
0.05999999999999999,0.026989999999999997
0.06499999999999999,0.030739999999999996
0.06999999999999999,0.01973
0.075,0.02455
0.08,0.029460000000000004
0.085,0.027710000000000002
0.09000000000000001,0.01231
0.09500000000000001,0.04268
0.10000000000000002,0.01241
0.10500000000000002,0.02611
0.11000000000000003,0.02733
0.11500000000000003,0.01728
0.12000000000000004,0.02412
0.12500000000000003,0.027610000000000003
0.13000000000000003,0.029160000000000002
0.13500000000000004,0.04165
0.14000000000000004,0.03297
0.14500000000000005,0.040889999999999996
0.15000000000000005,0.03216
0.15500000000000005,0.03306
0.16000000000000006,0.0274
0.16500000000000006,0.02901
0.17000000000000007,0.03325
0.17500000000000007,0.019790000000000002
0.18000000000000008,0.03743
0.18500000000000008,0.04138
0.19000000000000009,0.01342
0.1950000000000001,0.03715
0.2000000000000001,0.01114
0.2050000000000001,0.029
0.2100000000000001,0.019790000000000002
0.2150000000000001,0.028710000000000003
0.2200000000000001,0.015569999999999999
0.22500000000000012,0.03855
0.23000000000000012,0.02648
0.23500000000000013,0.028980000000000002
0.24000000000000013,0.03134
0.24500000000000013,0.0324
0.2500000000000001,0.03341
0.2550000000000001,0.02068
0.2600000000000001,0.03271
0.2650000000000001,0.03273
0.27000000000000013,0.03912
0.27500000000000013,0.031560000000000005
0.28000000000000014,0.013580000000000002
0.28500000000000014,0.03023
0.29000000000000015,0.037989999999999996
0.29500000000000015,0.01115
0.30000000000000016,0.016669999999999997
0.30500000000000016,0.01182
0.31000000000000016,0.03098
0.31500000000000017,0.02519
0.3200000000000002,0.009340000000000001
0.3250000000000002,0.02767
0.3300000000000002,0.029410000000000002
0.3350000000000002,0.01909
0.3400000000000002,0.03646
0.3450000000000002,0.034069999999999996
0.3500000000000002,0.03942
0.3550000000000002,0.00581
0.3600000000000002,-0.00286
0.3650000000000002,0.010920000000000001
0.3700000000000002,0.03615
0.3750000000000002,0.02756
0.3800000000000002,0.03379
0.38500000000000023,0.01408
0.39000000000000024,0.01514
0.39500000000000024,0.02504
0.40000000000000024,0.01544
0.40500000000000025,0.01816
0.41000000000000025,0.00509
0.41500000000000026,0.00975
0.42000000000000026,0.03129
0.42500000000000027,0.020069999999999998
0.43000000000000027,0.01229
0.4350000000000003,0.01399
0.4400000000000003,0.03412
0.4450000000000003,0.01354
0.4500000000000003,-0.00257
0.4550000000000003,0.00085
0.4600000000000003,0.01765
