
 0.58820,  0.54669, -1.65062, -0.02338, -0.02178, -0.03635
 0.58360,  0.58220, -1.65512, -0.02408, -0.02105, -0.03197
 0.59393,  0.54239, -1.66325, -0.02340, -0.02311, -0.03362
 0.57027,  0.57219, -1.66921, -0.02408, -0.02245, -0.03175
 0.55955,  0.60560, -1.65524, -0.02269, -0.02244, -0.03330
 0.59184,  0.58939, -1.67595, -0.02128, -0.02243, -0.03178
 0.58459,  0.59503, -1.66019, -0.02199, -0.02171, -0.03302
 0.57469,  0.61287, -1.67425, -0.02128, -0.02243, -0.03122
 0.58924,  0.61166, -1.67709, -0.02128, -0.02243, -0.03442
 0.59818,  0.61083, -1.65617, -0.02269, -0.02244, -0.03206
 0.55556,  0.62609, -1.66723, -0.02338, -0.02178, -0.02849
 0.57042,  0.61184, -1.66890, -0.02198, -0.02316, -0.03509
 0.54725,  0.64660, -1.66537, -0.02270, -0.02238, -0.03615
 0.56931,  0.63261, -1.65459, -0.02269, -0.02244, -0.03372
 0.58454,  0.57824, -1.66568, -0.02269, -0.02383, -0.03205
 0.57411,  0.60467, -1.68410, -0.02339, -0.02450, -0.03611
 0.54406,  0.58280, -1.67983, -0.02199, -0.02310, -0.03276
 0.59404,  0.62607, -1.68388, -0.02199, -0.02310, -0.03250
 0.57052,  0.62951, -1.67739, -0.02199, -0.02310, -0.03000
 0.56851,  0.61885, -1.65872, -0.02198, -0.02316, -0.03248
 0.58132,  0.66452, -1.66176, -0.02198, -0.02316, -0.03265
 0.56459,  0.63672, -1.66902, -0.02058, -0.02176, -0.03112
 0.57081,  0.64913, -1.66113, -0.02199, -0.02171, -0.03297
 0.55833,  0.63526, -1.67263, -0.02269, -0.02383, -0.03303
 0.56531,  0.62179, -1.65946, -0.02198, -0.02316, -0.03245
 0.58894,  0.61031, -1.66551, -0.02199, -0.02171, -0.03251
 0.55986,  0.60589, -1.64883, -0.02269, -0.02244, -0.03407
 0.57598,  0.62052, -1.64970, -0.02269, -0.02244, -0.03187
 0.56706,  0.63431, -1.65887, -0.02129, -0.02104, -0.03706
 0.58080,  0.62026, -1.65626, -0.02269, -0.02244, -0.03616
 0.59898,  0.62817, -1.65865, -0.02269, -0.02244, -0.02806
 0.57030,  0.62873, -1.65355, -0.02269, -0.02244, -0.03540
 0.57846,  0.59636, -1.67134, -0.02270, -0.02238, -0.02789
 0.60278,  0.62942, -1.68114, -0.02269, -0.02383, -0.03605
 0.57475,  0.63852, -1.66969, -0.02269, -0.02383, -0.03379
 0.58485,  0.62289, -1.68529, -0.02337, -0.02317, -0.03061
 0.57613,  0.61912, -1.67878, -0.02339, -0.02450, -0.03192
 0.54482,  0.62233, -1.67359, -0.02198, -0.02455, -0.03176
 0.57417,  0.65130, -1.70855, -0.02127, -0.02522, -0.03400
 0.54807,  0.66439, -1.70781, -0.02127, -0.02522, -0.03397
 0.58771,  0.64178, -1.70998, -0.02127, -0.02522, -0.03422
 0.58501,  0.66401, -1.70486, -0.02127, -0.02522, -0.03890
 0.59369,  0.65817, -1.71278, -0.02127, -0.02522, -0.03647
 0.61948,  0.67639, -1.70599, -0.01987, -0.02382, -0.02971
 0.60750,  0.64568, -1.71513, -0.02057, -0.02449, -0.03380
 0.59373,  0.64852, -1.68790, -0.02128, -0.02383, -0.03620
 0.59267,  0.61237, -1.69926, -0.02127, -0.02522, -0.03699
 0.58146,  0.64625, -1.70181, -0.02057, -0.02455, -0.03484
 0.61142,  0.65101, -1.70396, -0.02127, -0.02522, -0.03386
 0.62102,  0.63361, -1.69401, -0.02337, -0.02456, -0.03439
 0.57852,  0.63354, -1.69990, -0.02339, -0.02589, -0.03544
 0.60141,  0.58524, -1.70022, -0.02337, -0.02456, -0.02797
 0.60002,  0.57189, -1.70155, -0.02339, -0.02589, -0.02719
 0.59282,  0.57131, -1.70505, -0.02407, -0.02523, -0.02777
 0.61402,  0.56057, -1.70468, -0.02407, -0.02523, -0.02502
 0.59817,  0.54921, -1.69728, -0.02616, -0.02458, -0.02965
 0.58385,  0.53227, -1.69102, -0.02618, -0.02591, -0.02671
