el_fle-ext,hum_dep_ele,hum_pro_retra
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
100.39566290519026,69.2393367414246,37.496420364041654
102.14005454157709,68.08193523984234,36.888641998316814
102.15175022272403,67.89714109211388,36.860221549421226
102.1193931137587,67.96807248180397,36.860221549421226
102.13110787300465,67.89710479309363,36.860549772827255
102.09401907992735,68.02329300588138,36.74907742680034
102.07311881643042,68.10987142311961,36.82764107801569
102.12151477615045,67.9987413584843,36.96943336207269
102.09122113879036,67.97650272619723,36.84879940114709
102.11729079341146,67.95202915318569,36.76910489419848
102.15120716855957,67.99626743570107,36.90274851003289
102.11592971141215,68.02997404250002,36.77410155793069
102.19595310806044,68.02435878104946,36.86146308525565
102.16005442534535,68.0424511593114,36.67977170300702
102.12860856371235,68.06423489623889,36.706287363457534
102.07820692424266,68.1104752907557,36.85398784943007
102.13708428813057,68.08369460384489,36.657256244516844
102.15192385863966,68.12163907740948,36.80127887604044
102.17003543037816,68.06365100126438,36.70663661519478
102.17003543037816,68.05063910682635,36.70692039793295
102.17241962375446,68.13470724071685,36.6788903487176
102.19248982711517,68.02515086215867,36.646418138331995
102.20518989629117,67.93703312266005,36.72624786341345
102.20393975714983,68.0706115988895,36.702633624167504
102.16894228802538,67.99684313735274,36.697379784545774
102.18199957578932,67.93696265058533,36.72592627128029
102.20265340239713,68.16059567694852,36.70096546121664
102.1898023768731,68.07039236276194,36.79135283297629
102.16381402710336,68.02742867278963,36.696619485473235
102.18583263707099,67.93649066490323,36.71989850582358
102.20076667809533,67.86185989764479,36.807446126666065
102.20535372638288,68.02733706603904,36.695850091356675
102.11979495258703,67.95677905136174,36.695286044163225
102.04086503630253,68.00824082983819,36.91447809698411
102.07174824152301,67.93704401760351,36.71937797965654
102.12630165092494,67.89446308159995,36.86815180683166
102.10119064762762,67.8189267353996,36.89437074044338
102.08940443685982,67.74814488562659,36.79937526800191
102.09796060863886,67.71350856189417,37.01982278108835
102.0923765568277,67.70760681828315,36.940639855704944
101.95003084238306,67.75918381983172,37.011609584382484
101.95845654289205,67.62491893866714,37.01081844857973
101.94345249590846,67.59220339146131,37.1502156883696
101.8614236537437,67.62678974958419,37.174048283649
101.80565986176916,67.59349431201589,37.13604782686815
101.6755800704817,67.39799159617263,37.429995286425054
101.59447567663763,67.63273418082798,37.35896499758644
101.56442077564928,67.99873436957861,37.47406550859344
101.42684875454667,68.09815477315146,37.49659699741946
101.35123670343141,68.10352552073644,37.63615614444362
101.21531060522628,68.06834058094461,37.65815893364609
100.98576322270445,68.24893375386138,37.74702425249126
99.74988517969038,69.132238705462,37.646783101076835
99.82317730929381,68.73130489593572,37.51332477420283
99.9097866085062,67.8891328883252,37.76945112616855
