pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp�,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp �,Ele/Dep Ang
22.768958,3.981734,14.524122,23.333936,3.990837,14.71036,23.254118,4.000131,13.852186,23.533088,1.402471,12.322651,24.537428,1.325738,11.414767,22.32677,-0.205305,11.868452,-0.199152,2.588366,2.387709,24.338276,3.914104,13.802476,0.594951761,1.356038402,1.728613824,2.086199433,#VALUE!,-0.27897,2.59766,1.529535,24.258458,3.923398,12.944302,0.861928017,1.356038402,1.99455504,2.211050616,#VALUE!
22.718759,4.043609,14.467103,23.308944,3.993579,14.733086,23.205,4.070758,13.821752,23.482782,1.436025,12.322987,24.507784,1.360447,11.422677,22.287559,-0.198328,11.883022,-0.173838,2.557554,2.410099,24.333946,3.918001,13.832776,0.649282906,1.366345209,1.739821013,2.000089758,#VALUE!,-0.277782,2.634733,1.498765,24.230002,3.99518,12.921442,0.920483901,1.366345209,2.032339633,2.168829608,#VALUE!
22.693247,4.078629,14.449084,23.279228,4.003075,14.760299,23.178964,4.098271,13.836435,23.46581,1.453401,12.303771,24.526014,1.346669,11.471192,22.286079,-0.168389,11.882223,-0.186582,2.549674,2.456528,24.339432,3.896343,13.92772,0.667785082,1.352261821,1.736367951,1.993218876,#VALUE!,-0.286846,2.64487,1.532664,24.239168,3.991539,13.003856,0.934151936,1.352261821,2.001676771,2.113810827,#VALUE!
22.668519,4.093042,14.479779,23.217711,4.044507,14.729638,23.133815,4.103071,13.854051,23.452762,1.481626,12.29698,24.483489,1.383695,11.43913,22.305804,-0.167618,11.842208,-0.235051,2.562881,2.432658,24.248438,3.946576,13.871788,0.605307376,1.344579954,1.699190805,2.024165341,#VALUE!,-0.318947,2.621445,1.557071,24.164542,4.00514,12.996201,0.881544596,1.344579954,1.975561322,2.160242559,#VALUE!
22.630599,4.081203,14.530787,23.181181,4.108507,14.714029,23.100827,4.118536,13.850256,23.438872,1.521765,12.288213,24.477253,1.396142,11.464545,22.304507,-0.152862,11.863497,-0.257691,2.586742,2.425816,24.219562,3.982884,13.890361,0.58091624,1.33133212,1.7159882,2.140805471,#VALUE!,-0.338045,2.596771,1.562043,24.139208,3.992913,13.026588,0.867560454,1.33133212,1.943871095,2.144382538,#VALUE!
22.586096,4.100031,14.555515,23.146683,4.155873,14.67525,23.070012,4.180405,13.848235,23.42448,1.534172,12.257875,24.450498,1.418352,11.466504,22.314966,-0.148498,11.834099,-0.277797,2.621701,2.417375,24.172701,4.040053,13.883879,0.575944949,1.300920931,1.723951189,2.255648259,#VALUE!,-0.354468,2.646233,1.59036,24.09603,4.064585,13.056864,0.830923626,1.300920931,1.878501123,2.12945866,#VALUE!
22.528987,4.190785,14.496211,23.082353,4.180208,14.703527,23.010311,4.245208,13.814146,23.395289,1.56011,12.259186,24.427308,1.469831,11.43754,22.315404,-0.153253,11.869431,-0.312936,2.620098,2.444341,24.114372,4.089929,13.881881,0.591020919,1.322238883,1.703237764,2.110671695,#VALUE!,-0.384978,2.685098,1.55496,24.04233,4.154929,12.9925,0.894658378,1.322238883,1.962092827,2.153075383,#VALUE!
22.474666,4.256893,14.461045,23.047223,4.231715,14.719406,22.967107,4.319851,13.790696,23.345916,1.602075,12.261791,24.38399,1.540578,11.401692,22.315992,-0.146658,11.879402,-0.298693,2.62964,2.457615,24.085297,4.170218,13.859307,0.628654004,1.349499833,1.721549707,2.026928968,#VALUE!,-0.378809,2.717776,1.528905,24.005181,4.258354,12.930597,0.936316609,1.349499833,2.029342456,2.167670737,#VALUE!
22.398143,4.322334,14.432757,22.984803,4.269924,14.725733,22.897304,4.40631,13.755809,23.31177,1.646864,12.247413,24.346169,1.580222,11.402347,22.326651,-0.142732,11.878635,-0.326967,2.62306,2.47832,24.019202,4.203282,13.880667,0.657838658,1.337370178,1.716627225,1.995796509,#VALUE!,-0.414466,2.759446,1.508396,23.931703,4.339668,12.910743,0.983366555,1.337370178,2.048334088,2.150189062,#VALUE!
22.323306,4.361591,14.447788,22.869748,4.405598,14.636345,22.814654,4.468603,13.724729,23.261427,1.698401,12.216892,24.300836,1.615501,11.423196,22.323419,-0.126145,11.885954,-0.391679,2.707197,2.419453,23.909157,4.322698,13.842649,0.579732022,1.310418567,1.697830754,2.148190068,#VALUE!,-0.446773,2.770202,1.507837,23.854063,4.385703,12.931033,0.915450004,1.310418567,1.969101533,2.154423897,#VALUE!
