pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.430959,2.628305,13.78527,34.209041,2.377265,13.503919,33.684521,0.897206,12.850651
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.382118,2.674178,13.783589,34.183857,2.443812,13.412516,33.682379,0.998033,12.732138
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.362509,2.686273,13.783701,34.164131,2.461689,13.411117,33.675759,1.002452,12.736123
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.305194,2.743077,13.748919,34.114661,2.505729,13.375403,33.669678,1.008472,12.738794
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.280564,2.740324,13.78423,34.087375,2.516569,13.4028,33.661495,1.013728,12.74512
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.247872,2.725123,13.835306,34.053565,2.520665,13.449692,33.649965,1.021986,12.751148
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.222242,2.74949,13.825023,34.028877,2.571622,13.430764,33.635143,1.035559,12.75315
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.165677,2.802754,13.771399,33.981882,2.621959,13.392689,33.584361,1.098769,12.720599
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.134676,2.812564,13.791547,33.95015,2.636413,13.414138,33.560464,1.076083,12.767535
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.056621,2.865483,13.772483,33.87234,2.696895,13.464577,33.544226,1.15786,12.833348
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.032724,2.889222,13.776975,33.832988,2.744123,13.501616,33.540368,1.16838,12.855743
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.997848,2.924177,13.788306,33.817577,2.80701,13.428693,33.491793,1.299333,12.790965
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.922429,2.954977,13.77135,33.750894,2.886566,13.420033,33.469168,1.323532,12.788947
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.839196,2.991379,13.743236,33.696637,2.927827,13.361797,33.395097,1.396973,12.693896
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.769301,3.042913,13.693733,33.619352,2.905426,13.459858,33.387628,1.430321,12.750341
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.704392,3.029588,13.761661,33.571047,2.957782,13.439142,33.344039,1.388562,12.901322
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.664495,3.064219,13.7838,33.489619,3.002635,13.473171,33.268685,1.440684,12.91243
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.582123,3.115986,13.740322,33.42636,3.095099,13.385143,33.190826,1.471824,12.926159
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.483533,3.14682,13.736557,33.36669,3.175929,13.295546,33.156731,1.512828,12.869082
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.400268,3.200095,13.693121,33.276889,3.202614,13.416717,33.077766,1.600579,12.801998
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.310333,3.248902,13.716327,33.208934,3.302511,13.322501,33.062823,1.652243,12.780298
31.313131,5.509308,15.858754,NaN,NaN,NaN,31.960366,5.501484,15.012114,32.255861,3.299868,13.67496,33.093896,3.326434,13.358431,32.966519,1.770536,12.694253
31.175207,5.619954,15.761618,31.881561,5.582153,15.825967,31.858747,5.587577,15.101091,32.248721,3.237673,13.877997,32.998963,3.364001,13.336,32.880005,1.838707,12.761579
31.084331,5.595887,15.827816,31.772714,5.64001,15.888014,31.722543,5.670391,15.127529,32.120252,3.334001,13.752038,32.928811,3.467142,13.238202,32.832651,1.864512,12.754121
30.944503,5.697285,15.73501,31.712701,5.632708,15.9191,31.700409,5.633114,15.196418,31.985883,3.421526,13.755777,32.817161,3.434646,13.346764,32.779229,1.904867,12.671289
30.93235,5.674894,15.92327,31.551672,5.73241,15.794926,31.633876,5.60764,15.259746,31.87004,3.516425,13.681952,32.713424,3.587339,13.379605,32.619817,1.97389,12.702417
30.801858,5.709814,15.896318,31.467359,5.816695,15.775492,31.492948,5.749665,15.150891,31.781771,3.51195,13.735355,32.620234,3.635805,13.307493,32.526424,2.077121,12.713057
30.689162,5.794322,15.827581,31.307341,5.851981,15.677616,31.355899,5.791384,15.094508,31.659273,3.632674,13.699146,32.496427,3.70926,13.33995,32.33908,2.139401,12.645346
30.509514,5.867498,15.736463,31.211708,5.850537,15.774335,31.237815,5.790275,15.113118,31.521077,3.646791,13.769994,32.413856,3.815504,13.273794,32.253484,2.187198,12.693536
30.440779,5.850948,15.863009,31.075225,5.913009,15.771894,31.102365,5.866552,15.081734,31.389877,3.707837,13.737528,32.267808,3.906541,13.362287,32.219324,2.238141,12.646041
30.306254,5.976008,15.766002,30.951853,6.000661,15.715907,30.972954,5.926688,15.0749,31.257667,3.812192,13.735626,32.147543,3.963256,13.312041,31.997412,2.326406,12.638899
