Time,Gelos_tn44,Gelos_tn45
0.005,-0.10784,0.39221999999999996
0.01,-0.12759,0.41196000000000005
0.015,-0.14718,0.38988
0.02,-0.15194000000000002,0.40086
0.025,-0.14509,0.40765
0.030000000000000002,-0.11495,0.38737
0.035,-0.08914,0.41339
0.04,-0.10661,0.3877
0.045,-0.13335,0.43104
0.049999999999999996,-0.12934,0.41288
0.05499999999999999,-0.13790999999999998,0.40681999999999996
0.05999999999999999,-0.1413,0.40734000000000004
0.06499999999999999,-0.11796,0.3923
0.06999999999999999,-0.15344000000000002,0.38969000000000004
0.075,-0.11675999999999999,0.43067
0.08,-0.10715999999999999,0.39484
0.085,-0.09992000000000001,0.39128
0.09000000000000001,-0.14040999999999998,0.4012
0.09500000000000001,-0.10929000000000001,0.42349
0.10000000000000002,-0.10633,0.42046000000000006
0.10500000000000002,-0.14668,0.37995999999999996
0.11000000000000003,-0.10887999999999999,0.40785
0.11500000000000003,-0.14049,0.41111000000000003
0.12000000000000004,-0.12682000000000002,0.40954
0.12500000000000003,-0.11705,0.39289
0.13000000000000003,-0.14082,0.4129
0.13500000000000004,-0.12725999999999998,0.3925
0.14000000000000004,-0.16239,0.39847
0.14500000000000005,-0.12465,0.38615
0.15000000000000005,-0.13567,0.39379000000000003
0.15500000000000005,-0.1459,0.39498
0.16000000000000006,-0.14222,0.42118
0.16500000000000006,-0.14282,0.38279
0.17000000000000007,-0.13505999999999999,0.4143
0.17500000000000007,-0.15279,0.41176
0.18000000000000008,-0.11634000000000001,0.4251
0.18500000000000008,-0.1027,0.39165
0.19000000000000009,-0.14744000000000002,0.40053
0.1950000000000001,-0.13291,0.38529
0.2000000000000001,-0.12390999999999999,0.42031999999999997
0.2050000000000001,-0.11985,0.41018999999999994
0.2100000000000001,-0.10643,0.41663
0.2150000000000001,-0.13280999999999998,0.38143
0.2200000000000001,-0.15028,0.3785
0.22500000000000012,-0.11598,0.40329
0.23000000000000012,-0.14313,0.3794
0.23500000000000013,-0.14765,0.37931
0.24000000000000013,-0.11350999999999999,0.3927
0.24500000000000013,-0.11988,0.40597
0.2500000000000001,-0.11917,0.39444
0.2550000000000001,-0.07697000000000001,0.38549
0.2600000000000001,-0.09679,0.39808000000000004
0.2650000000000001,-0.11623,0.39291
0.27000000000000013,-0.1029,0.4146
0.27500000000000013,-0.15449000000000002,0.36774
0.28000000000000014,-0.14082999999999998,0.40288
0.28500000000000014,-0.11706,0.36561
0.29000000000000015,-0.13687,0.37645
0.29500000000000015,-0.11723,0.36980999999999997
0.30000000000000016,-0.10364000000000001,0.39196
0.30500000000000016,-0.11624000000000001,0.39531
0.31000000000000016,-0.14385,0.39434
0.31500000000000017,-0.13852,0.38705
0.3200000000000002,-0.13929,0.38287
0.3250000000000002,-0.14914000000000002,0.39037
0.3300000000000002,-0.17271,0.37308
0.3350000000000002,-0.18503,0.36066
0.3400000000000002,-0.15608,0.35002
0.3450000000000002,-0.21028000000000002,0.36635999999999996
0.3500000000000002,-0.18072,0.33152
0.3550000000000002,-0.20260999999999998,0.38603000000000004
0.3600000000000002,-0.16052,0.38499
0.3650000000000002,-0.15581,0.38676
0.3700000000000002,-0.1718,0.38549
0.3750000000000002,-0.1773,0.39368000000000003
0.3800000000000002,-0.18622,0.3923
0.38500000000000023,-0.17388,0.40515999999999996
0.39000000000000024,-0.17912,0.40255
0.39500000000000024,-0.16458,0.42035
0.40000000000000024,-0.19946,0.4236
0.40500000000000025,-0.22764,0.39337
0.41000000000000025,-0.20676,0.38342
0.41500000000000026,-0.20925,0.41523000000000004
0.42000000000000026,-0.19996,0.41602
0.42500000000000027,-0.23044,0.41846000000000005
0.43000000000000027,-0.1983,0.41363999999999995
0.4350000000000003,-0.21166,0.41528000000000004
0.4400000000000003,-0.21199,0.42698
0.4450000000000003,-0.18591,0.42675
0.4500000000000003,-0.13677,0.39788
0.4550000000000003,-0.19592,0.39535
0.4600000000000003,-0.16630999999999999,0.42818999999999996
0.4650000000000003,-0.17337,0.4237
0.4700000000000003,-0.15228,0.39844
0.4750000000000003,-0.14839000000000002,0.41703
0.4800000000000003,-0.14519,0.42511000000000004
0.4850000000000003,-0.12226,0.39781
0.4900000000000003,-0.11077999999999999,0.41152
0.49500000000000033,-0.11224,0.4239
0.5000000000000003,-0.1177,0.42536999999999997
0.5050000000000003,-0.10214,0.42233999999999994
0.5100000000000003,-0.0697,0.39102
0.5150000000000003,-0.09011,0.41018000000000004
0.5200000000000004,-0.058089999999999996,0.40549
0.5250000000000004,-0.07591,0.41131
0.5300000000000004,-0.09055,0.41207
0.5350000000000004,-0.07861,0.36282
0.5400000000000004,-0.04877,0.36009
0.5450000000000004,-0.08492000000000001,0.41161000000000003
0.5500000000000004,-0.07569,0.40678000000000003
0.5550000000000004,-0.07343999999999999,0.41073000000000004
0.5600000000000004,-0.09282,0.41555
0.5650000000000004,-0.14263,0.40415
0.5700000000000004,-0.20695,0.41573999999999994
0.5750000000000004,-0.27244,0.40013000000000004
0.5800000000000004,-0.33103,0.40534000000000003
0.5850000000000004,-0.35068,0.40258
0.5900000000000004,-0.31175,0.39629000000000003
0.5950000000000004,-0.34738,0.4118
0.6000000000000004,-0.30527,0.41006000000000004
0.6050000000000004,-0.32986,0.39591
0.6100000000000004,-0.29339,0.39597
0.6150000000000004,-0.30956999999999996,0.41213999999999995
0.6200000000000004,-0.28852,0.40374
0.6250000000000004,-0.29729,0.39519
0.6300000000000004,-0.30099000000000004,0.40904
0.6350000000000005,-0.37419,0.41528999999999994
0.6400000000000005,-0.32736,0.42015
0.6450000000000005,-0.33549,0.37982
0.6500000000000005,-0.35536999999999996,0.39679000000000003
0.6550000000000005,-0.32366,0.40825
0.6600000000000005,-0.25171,0.4093
0.6650000000000005,-0.24123000000000003,0.39842
0.6700000000000005,-0.22941,0.4078
0.6750000000000005,-0.20369,0.40271
0.6800000000000005,-0.19197999999999998,0.41753
0.6850000000000005,-0.20747,0.39551
0.6900000000000005,-0.19835999999999998,0.39945
0.6950000000000005,-0.15527,0.40899
0.7000000000000005,-0.18414,0.39505
0.7050000000000005,-0.17799,0.40449
0.7100000000000005,-0.18233,0.37325
0.7150000000000005,-0.15889,0.40175
0.7200000000000005,-0.17682,0.39438
0.7250000000000005,-0.12209,0.41421
0.7300000000000005,-0.14573,0.39805999999999997
0.7350000000000005,-0.16222,0.39242
0.7400000000000005,-0.16589,0.38950999999999997
0.7450000000000006,-0.17824,0.42878999999999995
0.7500000000000006,-0.17919000000000002,0.3967
0.7550000000000006,-0.16079000000000002,0.378
0.7600000000000006,-0.12353,0.38282
0.7650000000000006,-0.14382,0.40510999999999997
0.7700000000000006,-0.14539000000000002,0.38568
0.7750000000000006,-0.13804,0.37749
0.7800000000000006,-0.18308,0.38552
0.7850000000000006,-0.1489,0.37611999999999995
0.7900000000000006,-0.17114000000000001,0.38543
0.7950000000000006,-0.15899000000000002,0.42878999999999995
0.8000000000000006,-0.14543,0.38658000000000003
0.8050000000000006,-0.15953,0.40468000000000004
0.8100000000000006,-0.15916,0.37394
0.8150000000000006,-0.1753,0.39383
0.8200000000000006,-0.17773,0.4016
0.8250000000000006,-0.21875,0.43038000000000004
0.8300000000000006,-0.21598,0.40671
0.8350000000000006,-0.23499,0.38793
0.8400000000000006,-0.25131,0.40226
0.8450000000000006,-0.26172,0.39904
0.8500000000000006,-0.27195,0.40881999999999996
0.8550000000000006,-0.24238,0.39016
0.8600000000000007,-0.25346,0.38147
0.8650000000000007,-0.29144000000000003,0.37196999999999997
0.8700000000000007,-0.25187,0.36793000000000003
0.8750000000000007,-0.2735,0.37482
0.8800000000000007,-0.22718000000000002,0.40523000000000003
0.8850000000000007,-0.22282,0.40449
0.8900000000000007,-0.21731,0.41093999999999997
0.8950000000000007,-0.22646999999999998,0.41603999999999997
0.9000000000000007,-0.20363,0.38511
0.9050000000000007,-0.17202,0.36812
0.9100000000000007,-0.19545,0.39810999999999996
0.9150000000000007,-0.21852,0.38201999999999997
0.9200000000000007,-0.15536,0.41608999999999996
0.9250000000000007,-0.17190999999999998,0.4018
0.9300000000000007,-0.15208,0.36486
0.9350000000000007,-0.16188,0.36896
0.9400000000000007,-0.15152000000000002,0.36494
0.9450000000000007,-0.13975,0.39533
0.9500000000000007,-0.12077,0.37159000000000003
0.9550000000000007,-0.12493,0.40307
0.9600000000000007,-0.10703,0.36875
0.9650000000000007,-0.12412999999999999,0.36935
0.9700000000000008,-0.11424000000000001,0.36476
0.9750000000000008,-0.10520999999999998,0.37524
0.9800000000000008,-0.11074,0.39652
0.9850000000000008,-0.10858,0.37471
0.9900000000000008,-0.05501,0.37526
0.9950000000000008,0.052610000000000004,0.36204000000000003
1.0000000000000007,0.03193,0.35963
1.0050000000000006,0.09512000000000001,0.35695
1.0100000000000005,0.09791,0.40541
1.0150000000000003,0.12778,0.3792
1.0200000000000002,0.15627,0.36391999999999997
1.0250000000000001,0.15129,0.36479
1.03,0.21948,0.37961
1.035,0.22805999999999998,0.33454
1.0399999999999998,0.27388,0.35496
1.0449999999999997,0.29079,0.37326
1.0499999999999996,0.2012,0.38295999999999997
1.0549999999999995,0.21670999999999999,0.37655
1.0599999999999994,0.23443000000000003,0.36471
1.0649999999999993,0.09378,0.38628
1.0699999999999992,0.12928,0.3786
1.074999999999999,0.08027000000000001,0.36833
1.079999999999999,0.02097,0.36688000000000004
1.0849999999999989,0.026619999999999998,0.41662
1.0899999999999987,0.016390000000000002,0.3665
1.0949999999999986,0.02578,0.33908
1.0999999999999985,-0.028210000000000002,0.22318000000000002
1.1049999999999984,-0.0084,0.2202
1.1099999999999983,-0.043289999999999995,0.15519000000000002
1.1149999999999982,-0.07161000000000001,0.22308000000000003
1.119999999999998,-0.01587,0.22734000000000001
1.124999999999998,-0.06538,0.24218
1.129999999999998,-0.03938,0.20805
1.1349999999999978,-0.01796,0.20392000000000002
1.1399999999999977,-0.08177000000000001,0.17445
1.1449999999999976,-0.05255,0.18549000000000002
1.1499999999999975,-0.073,0.18022
1.1549999999999974,-0.08014,0.18456
1.1599999999999973,-0.0523,0.16971
1.1649999999999971,-0.09281,0.16505
1.169999999999997,-0.0569,0.19374
1.174999999999997,-0.06142,0.2036
1.1799999999999968,-0.03441,0.1988
1.1849999999999967,-0.07447999999999999,0.16954
1.1899999999999966,-0.02713,0.19717
1.1949999999999965,-0.01811,0.21266
1.1999999999999964,-0.004229999999999999,0.2386
1.2049999999999963,0.00295,0.22146999999999997
1.2099999999999962,0.01879,0.20651
1.214999999999996,0.03067,0.25161
1.219999999999996,0.01288,0.3313
1.2249999999999959,0.04019,0.36486999999999997
1.2299999999999958,0.07145,0.38556999999999997
1.2349999999999957,0.04553,0.4849
1.2399999999999956,0.07561,0.46962
1.2449999999999954,0.08129,0.46313000000000004
1.2499999999999953,0.06972,0.48544
1.2549999999999952,0.06961,0.46591000000000005
1.2599999999999951,0.07887000000000001,0.46698999999999996
1.264999999999995,0.09686,0.43535
1.269999999999995,0.14415,0.40626
1.2749999999999948,0.12830999999999998,0.43304
1.2799999999999947,0.10191,0.35485
1.2849999999999946,0.14142000000000002,0.36174
1.2899999999999945,0.13835,0.34259
1.2949999999999944,0.08488,0.36611
1.2999999999999943,0.1121,0.32885
1.3049999999999942,0.11714000000000001,0.29205
1.309999999999994,0.07815,0.2665
1.314999999999994,0.08391,0.28636999999999996
1.3199999999999938,0.08678999999999999,0.25401999999999997
1.3249999999999937,0.08825,0.26066
1.3299999999999936,0.0855,0.28547
1.3349999999999935,0.09518,0.30146
1.3399999999999934,0.05462,0.2476
1.3449999999999933,0.05942000000000001,0.28291
1.3499999999999932,0.05457000000000001,0.27659
1.354999999999993,0.05695,0.26048000000000004
1.359999999999993,0.04469,0.26484
1.3649999999999929,0.07907,0.2864
1.3699999999999928,0.04653,0.24295999999999998
1.3749999999999927,0.052629999999999996,0.18522
1.3799999999999926,0.042460000000000005,0.20115
1.3849999999999925,0.04906,0.20763
1.3899999999999924,0.08073,0.19066
1.3949999999999922,0.04041,0.25494
1.3999999999999921,0.05744,0.2802
1.404999999999992,0.07516,0.34352
1.409999999999992,0.06587,0.4657
1.4149999999999918,0.06539,0.56706
1.4199999999999917,0.07543,0.57109
1.4249999999999916,0.0659,0.66098
1.4299999999999915,0.06275,0.67877
1.4349999999999914,0.09266,0.70939
1.4399999999999913,0.08219,0.7481399999999999
1.4449999999999912,0.07081,0.77675
1.449999999999991,0.10601,0.81238
1.454999999999991,0.0975,0.8793700000000001
1.4599999999999909,0.138,0.94568
1.4649999999999908,0.1833,0.9465399999999999
1.4699999999999906,0.28839000000000004,0.9278200000000001
1.4749999999999905,0.34439000000000003,0.86044
1.4799999999999904,0.37283,0.89555
1.4849999999999903,0.41201000000000004,0.97298
1.4899999999999902,0.42103,0.9466200000000001
1.4949999999999901,0.45792,0.98293
1.49999999999999,0.46278,0.98475
1.50499999999999,0.46692,1.03203
1.5099999999999898,0.39104,1.02827
1.5149999999999897,0.38372,0.98603
1.5199999999999896,0.33093,0.97408
1.5249999999999895,0.32224,0.9053700000000001
1.5299999999999894,0.24831999999999999,0.8335899999999999
1.5349999999999893,0.24364,0.68852
1.5399999999999892,0.20684,0.5653
1.544999999999989,0.14196,0.49598000000000003
1.549999999999989,0.11634000000000001,0.42671000000000003
1.5549999999999888,0.11342999999999999,0.4055
1.5599999999999887,0.07219,0.35963
1.5649999999999886,0.062020000000000006,0.3331
1.5699999999999885,0.0261,0.34007
1.5749999999999884,0.00915,0.26256
1.5799999999999883,-0.0012900000000000001,0.2317
1.5849999999999882,1e-05,0.27094
1.589999999999988,-0.0209,0.23294
1.594999999999988,-0.0399,0.21493
1.5999999999999879,-0.03664,0.19518
1.6049999999999878,-0.047389999999999995,0.16168
1.6099999999999877,-0.02452,0.18594000000000002
1.6149999999999876,-0.02255,0.15771
1.6199999999999875,-0.032189999999999996,0.16776
1.6249999999999873,-0.03899,0.18039000000000002
1.6299999999999872,-0.05972,0.16324
1.6349999999999871,-0.03885,0.15805
1.639999999999987,-0.040060000000000005,0.1549
1.644999999999987,-0.03495,0.18577
1.6499999999999868,-0.07246,0.16164
1.6549999999999867,-0.07003,0.25223
1.6599999999999866,-0.07751,0.32903000000000004
1.6649999999999865,-0.03435,0.40442
1.6699999999999864,-0.0713,0.44498000000000004
1.6749999999999863,-0.06627999999999999,0.45893999999999996
1.6799999999999862,-0.04637,0.48394
1.684999999999986,-0.05849,0.51605
1.689999999999986,-0.08043,0.5108199999999999
1.6949999999999859,-0.04591,0.56895
1.6999999999999857,-0.07278,0.59785
1.7049999999999856,-0.054310000000000004,0.64057
1.7099999999999855,-0.038110000000000005,0.64525
1.7149999999999854,-0.06037000000000001,0.64064
1.7199999999999853,-0.0683,0.62074
1.7249999999999852,-0.07142000000000001,0.63876
1.729999999999985,-0.06454,0.62043
1.734999999999985,-0.08745,0.64787
1.739999999999985,-0.03268,0.76605
1.7449999999999848,-0.02974,0.7065
1.7499999999999847,-0.06075,0.73335
1.7549999999999846,-0.04102,0.74328
1.7599999999999845,-0.03168,0.75648
1.7649999999999844,-0.057229999999999996,0.7228600000000001
1.7699999999999843,-0.07109,0.7226199999999999
1.7749999999999841,-0.059770000000000004,0.75268
1.779999999999984,-0.04584,0.73483
1.784999999999984,-0.05835,0.7409
1.7899999999999838,-0.06792000000000001,0.7325699999999999
1.7949999999999837,-0.044160000000000005,0.69457
1.7999999999999836,-0.06984,0.67252
1.8049999999999835,-0.04881,0.6029899999999999
1.8099999999999834,-0.07836,0.56094
1.8149999999999833,-0.05754,0.52863
1.8199999999999832,-0.06713,0.46498999999999996
1.824999999999983,-0.04623,0.47053999999999996
1.829999999999983,-0.05827,0.42528999999999995
1.8349999999999829,-0.07578,0.40626
1.8399999999999828,-0.08615,0.37877
1.8449999999999827,-0.04367,0.35467
1.8499999999999825,-0.08496000000000001,0.3433
1.8549999999999824,-0.052410000000000005,0.37137
1.8599999999999823,-0.035019999999999996,0.34835
1.8649999999999822,-0.06377999999999999,0.35176999999999997
1.8699999999999821,-0.08057,0.32142
1.874999999999982,-0.06575,0.35611
1.879999999999982,-0.03299,0.38208000000000003
1.8849999999999818,-0.05042,0.41708999999999996
1.8899999999999817,-0.01111,0.41607
1.8949999999999816,-0.06409,0.41108999999999996
1.8999999999999815,-0.052860000000000004,0.47106000000000003
1.9049999999999814,-0.07537999999999999,0.54651
1.9099999999999813,-0.054520000000000006,0.58792
1.9149999999999812,-0.06899,0.69396
1.919999999999981,-0.0367,0.72747
1.924999999999981,-0.06863,0.7329
1.9299999999999808,-0.06518,0.7940699999999999
1.9349999999999807,-0.07388,0.7582
1.9399999999999806,-0.06573999999999999,0.7505
1.9449999999999805,-0.0269,0.77541
1.9499999999999804,-0.06543,0.77753
1.9549999999999803,-0.07146,0.79156
1.9599999999999802,-0.04239,0.79347
1.96499999999998,-0.054779999999999995,0.7779699999999999
1.96999999999998,-0.03848,0.74574
1.9749999999999799,-0.06572,0.74753
1.9799999999999798,-0.03883,0.7379600000000001
1.9849999999999797,-0.053279999999999994,0.75461
1.9899999999999796,-0.07361000000000001,0.75643
1.9949999999999795,-0.05287000000000001,0.70998
1.9999999999999793,-0.0295,0.68757
2.0049999999999795,-0.04554,0.63358
2.0099999999999794,-0.06316000000000001,0.63737
2.0149999999999793,-0.03627,0.57167
2.019999999999979,-0.06121,0.5682699999999999
2.024999999999979,-0.07385,0.54756
2.029999999999979,-0.0292,0.51279
2.034999999999979,-0.054020000000000006,0.49951
2.0399999999999787,-0.06554,0.5190100000000001
2.0449999999999786,-0.038860000000000006,0.4986
2.0499999999999785,-0.06782,0.4605
2.0549999999999784,-0.05173,0.49001000000000006
2.0599999999999783,-0.06879,0.53032
2.064999999999978,-0.04075,0.5009600000000001
2.069999999999978,-0.05835,0.52563
2.074999999999978,-0.05064,0.53461
2.079999999999978,-0.05165,0.54885
2.0849999999999778,-0.06339,0.52668
2.0899999999999777,-0.07381,0.5614600000000001
2.0949999999999775,-0.054110000000000005,0.5645899999999999
2.0999999999999774,-0.0522,0.56248
2.1049999999999773,-0.03862,0.56184
2.1099999999999772,-0.07955,0.59939
2.114999999999977,-0.04881,0.60022
2.119999999999977,-0.0887,0.56361
2.124999999999977,-0.06557,0.58468
2.129999999999977,-0.038689999999999995,0.59202
2.1349999999999767,-0.07227,0.59251
2.1399999999999766,-0.05781,0.6028399999999999
2.1449999999999765,-0.0635,0.57717
2.1499999999999764,-0.058339999999999996,0.60745
2.1549999999999763,-0.0216,0.59905
2.159999999999976,-0.06536,0.60363
2.164999999999976,-0.05244,0.60306
2.169999999999976,-0.05458,0.5617300000000001
2.174999999999976,-0.07149,0.6089899999999999
2.1799999999999757,-0.052610000000000004,0.61375
2.1849999999999756,-0.06692999999999999,0.56995
2.1899999999999755,-0.04655,0.58305
2.1949999999999754,-0.0283,0.57327
2.1999999999999753,-0.06954,0.57039
2.204999999999975,-0.08098999999999999,0.5636800000000001
2.209999999999975,-0.05587,0.56876
2.214999999999975,-0.07582,0.56762
2.219999999999975,-0.07488,0.5978600000000001
2.2249999999999748,-0.07775,0.56901
2.2299999999999747,-0.05682,0.54457
2.2349999999999746,-0.06899,0.56852
2.2399999999999745,-0.06804,0.5569
2.2449999999999743,-0.07742,0.54093
2.2499999999999742,-0.05504,0.5942
2.254999999999974,-0.028260000000000004,0.56623
2.259999999999974,-0.061,0.59342
2.264999999999974,-0.0524,0.56626
2.269999999999974,-0.04824,0.58299
