pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
10.733326,2.759951,21.354808,11.595679,2.881279,21.430236,11.665176,2.971257,20.393882,11.737834,0.870434,19.021013,12.684255,0.774742,18.061192,11.278297,0.367798,18.052108,NaN,NaN,NaN
10.709394,2.716678,21.427459,11.612542,2.939501,21.360762,11.694869,2.983955,20.374237,11.728814,0.841748,19.088245,12.681312,0.843522,17.966286,11.324419,0.342284,17.996889,NaN,NaN,NaN
10.709394,2.716678,21.427459,11.612542,2.939501,21.360762,11.694869,2.983955,20.374237,11.728814,0.841748,19.088245,12.681312,0.843522,17.966286,11.324419,0.342284,17.996889,NaN,NaN,NaN
10.709394,2.716678,21.427459,11.612542,2.939501,21.360762,11.694869,2.983955,20.374237,11.728814,0.841748,19.088245,12.681312,0.843522,17.966286,11.324419,0.342284,17.996889,NaN,NaN,NaN
10.709394,2.716678,21.427459,11.612542,2.939501,21.360762,11.694869,2.983955,20.374237,11.728942,0.843132,19.08865,12.681274,0.844042,17.966753,11.324587,0.343146,17.996825,NaN,NaN,NaN
10.70936,2.717206,21.427929,11.612542,2.939501,21.360762,11.694869,2.983955,20.374237,11.728942,0.843132,19.08865,12.681438,0.844902,17.966689,11.323735,0.342628,17.998965,NaN,NaN,NaN
10.708699,2.717037,21.429573,11.61267,2.940882,21.361162,11.694997,2.985331,20.374638,11.72813,0.842093,19.090336,12.681438,0.844902,17.966689,11.324548,0.343664,17.997298,NaN,NaN,NaN
10.708535,2.716184,21.42964,11.61267,2.940882,21.361162,11.694183,2.984311,20.376339,11.72813,0.842093,19.090336,12.680597,0.844383,17.968831,11.323695,0.343146,17.999438,NaN,NaN,NaN
10.708535,2.716184,21.42964,11.611691,2.939004,21.362945,11.694021,2.983459,20.376404,11.728092,0.842615,19.090807,12.680597,0.844383,17.968831,11.323735,0.342628,17.998965,NaN,NaN,NaN
10.708699,2.717037,21.429573,11.611852,2.939858,21.362878,11.694183,2.984311,20.376339,11.728092,0.842615,19.090807,12.680433,0.843522,17.968895,11.323695,0.343146,17.999438,NaN,NaN,NaN
10.707868,2.717739,21.42856,11.611214,2.94088,21.361334,11.693546,2.985329,20.374809,11.728054,0.843137,19.091278,12.680724,0.845764,17.969233,11.323695,0.343146,17.999438,NaN,NaN,NaN
