Time,Atlas_tn5
0.005,-0.13072999999999999
0.01,-0.1231
0.015,-0.10295
0.02,-0.10465999999999999
0.025,-0.13327999999999998
0.030000000000000002,-0.14501
0.035,-0.11514
0.04,-0.07621
0.045,-0.15125999999999998
0.049999999999999996,-0.11790999999999999
0.05499999999999999,-0.13752
0.05999999999999999,-0.10161
0.06499999999999999,-0.11610999999999999
0.06999999999999999,-0.08878
0.075,-0.12575
0.08,-0.10354000000000001
0.085,-0.09938
0.09000000000000001,-0.11882000000000001
0.09500000000000001,-0.13494
0.10000000000000002,-0.12859
0.10500000000000002,-0.1119
0.11000000000000003,-0.11687
0.11500000000000003,-0.12734
0.12000000000000004,-0.11952
0.12500000000000003,-0.1045
0.13000000000000003,-0.13398
0.13500000000000004,-0.1126
0.14000000000000004,-0.12009
0.14500000000000005,-0.11335
0.15000000000000005,-0.12978
0.15500000000000005,-0.12822
0.16000000000000006,-0.16788
0.16500000000000006,-0.13914
0.17000000000000007,-0.10802
0.17500000000000007,-0.13595
0.18000000000000008,-0.09687
0.18500000000000008,-0.13135
0.19000000000000009,-0.11649000000000001
0.1950000000000001,-0.13471
0.2000000000000001,-0.13016
0.2050000000000001,-0.10559
0.2100000000000001,-0.11333
0.2150000000000001,-0.1202
0.2200000000000001,-0.12301
0.22500000000000012,-0.13858
0.23000000000000012,-0.10920999999999999
0.23500000000000013,-0.10736
0.24000000000000013,-0.11793
0.24500000000000013,-0.15136
0.2500000000000001,-0.14703
0.2550000000000001,-0.12531
0.2600000000000001,-0.11961
0.2650000000000001,-0.12412999999999999
0.27000000000000013,-0.13159
0.27500000000000013,-0.12829000000000002
0.28000000000000014,-0.12130999999999999
0.28500000000000014,-0.14397000000000001
0.29000000000000015,-0.13154000000000002
0.29500000000000015,-0.12888
0.30000000000000016,-0.10507999999999999
0.30500000000000016,-0.13557
0.31000000000000016,-0.14567
0.31500000000000017,-0.12322000000000001
0.3200000000000002,-0.12783
0.3250000000000002,-0.10977999999999999
0.3300000000000002,-0.08805
0.3350000000000002,-0.12951
0.3400000000000002,-0.12235
0.3450000000000002,-0.10349000000000001
0.3500000000000002,-0.11300999999999999
0.3550000000000002,-0.12584
0.3600000000000002,-0.12571
0.3650000000000002,-0.12494000000000001
0.3700000000000002,-0.12215999999999999
0.3750000000000002,-0.1172
0.3800000000000002,-0.12167
0.38500000000000023,-0.10877
0.39000000000000024,-0.13847
0.39500000000000024,-0.11773
0.40000000000000024,-0.16527
0.40500000000000025,-0.13624
0.41000000000000025,-0.10565999999999999
0.41500000000000026,-0.10786
0.42000000000000026,-0.11712
0.42500000000000027,-0.1122
0.43000000000000027,-0.1092
0.4350000000000003,-0.10029
0.4400000000000003,-0.09767999999999999
0.4450000000000003,-0.09537000000000001
0.4500000000000003,-0.10342
0.4550000000000003,-0.12295999999999999
0.4600000000000003,-0.11037000000000001
0.4650000000000003,-0.11249
0.4700000000000003,-0.10262
0.4750000000000003,-0.13624
0.4800000000000003,-0.08198
0.4850000000000003,-0.10439000000000001
0.4900000000000003,-0.14432
0.49500000000000033,-0.09477999999999999
0.5000000000000003,-0.09946
0.5050000000000003,-0.11847
0.5100000000000003,-0.11547
0.5150000000000003,-0.11644000000000002
0.5200000000000004,-0.12548
0.5250000000000004,-0.1085
0.5300000000000004,-0.11938
0.5350000000000004,-0.108
0.5400000000000004,-0.09246
0.5450000000000004,-0.10026
0.5500000000000004,-0.10031
0.5550000000000004,-0.10342
0.5600000000000004,-0.11359000000000001
0.5650000000000004,-0.10775
0.5700000000000004,-0.12337999999999999
0.5750000000000004,-0.13335
0.5800000000000004,-0.13137000000000001
0.5850000000000004,-0.11470999999999999
0.5900000000000004,-0.15031
0.5950000000000004,-0.11005
0.6000000000000004,-0.13999
0.6050000000000004,-0.12838
0.6100000000000004,-0.129
0.6150000000000004,-0.11934000000000002
0.6200000000000004,-0.12365
0.6250000000000004,-0.12598
0.6300000000000004,-0.0973
0.6350000000000005,-0.10637
0.6400000000000005,-0.12340999999999999
0.6450000000000005,-0.11632
0.6500000000000005,-0.10397
0.6550000000000005,-0.11729
0.6600000000000005,-0.13424
0.6650000000000005,-0.13665
0.6700000000000005,-0.11329000000000002
0.6750000000000005,-0.12109
0.6800000000000005,-0.10011
0.6850000000000005,-0.13639
0.6900000000000005,-0.11842000000000001
0.6950000000000005,-0.12100999999999999
0.7000000000000005,-0.10264000000000001
0.7050000000000005,-0.11953
0.7100000000000005,-0.12983
0.7150000000000005,-0.10954000000000001
0.7200000000000005,-0.10163
0.7250000000000005,-0.12107000000000001
0.7300000000000005,-0.12607000000000002
0.7350000000000005,-0.13833
0.7400000000000005,-0.10163
0.7450000000000006,-0.10393
0.7500000000000006,-0.09006
0.7550000000000006,-0.0809
0.7600000000000006,-0.10325999999999999
0.7650000000000006,-0.1289
0.7700000000000006,-0.11594000000000002
0.7750000000000006,-0.10620999999999998
0.7800000000000006,-0.13413
0.7850000000000006,-0.11545
0.7900000000000006,-0.12247000000000001
0.7950000000000006,-0.12635
0.8000000000000006,-0.11022
0.8050000000000006,-0.11863
0.8100000000000006,-0.12219000000000001
0.8150000000000006,-0.12769
0.8200000000000006,-0.10674000000000002
0.8250000000000006,-0.10105
0.8300000000000006,-0.11377000000000001
0.8350000000000006,-0.11219000000000001
0.8400000000000006,-0.12184
0.8450000000000006,-0.13304000000000002
0.8500000000000006,-0.10432999999999999
0.8550000000000006,-0.16599
