pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
13.312894,3.929366,16.110960,13.900952,4.106423,16.274379,14.129473,4.017688,15.584893,14.987237,1.993500,14.150555,15.896289,1.829638,13.835113,15.378715,0.740287,12.660554,14.615985,-0.131880,12.226471
13.324482,3.895874,16.213585,13.918587,4.166282,16.206514,14.116964,4.095830,15.536848,14.973405,2.047997,14.081138,15.880124,1.721773,13.950957,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.324461,3.896376,16.214055,13.918567,4.166785,16.206979,14.116229,4.094839,15.538492,14.973405,2.047997,14.081138,15.880124,1.721773,13.950957,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.324482,3.895874,16.213585,13.918587,4.166282,16.206514,14.116964,4.095830,15.536848,14.973405,2.047997,14.081138,15.880124,1.721773,13.950957,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.324482,3.895874,16.213585,13.918587,4.166282,16.206514,14.116229,4.094839,15.538492,14.974090,2.046997,14.082547,15.880815,1.720771,13.952363,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.324482,3.895874,16.213585,13.918587,4.166282,16.206514,14.116229,4.094839,15.538492,14.973405,2.047997,14.081138,15.880815,1.720771,13.952363,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.325156,3.894884,16.215018,13.918587,4.166282,16.206514,14.116906,4.093855,15.539912,14.973405,2.047997,14.081138,15.880124,1.721773,13.950957,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.324482,3.895874,16.213585,13.918587,4.166282,16.206514,14.116229,4.094839,15.538492,14.974249,2.047852,14.082479,15.880148,1.721280,13.950485,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.324482,3.895874,16.213585,13.918587,4.166282,16.206514,14.116229,4.094839,15.538492,14.974090,2.046997,14.082547,15.880124,1.721773,13.950957,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
13.325225,3.896865,16.211937,13.918587,4.166282,16.206514,14.117641,4.094846,15.538268,14.974090,2.046997,14.082547,15.880281,1.722634,13.950885,15.390427,0.687525,12.759772,14.581362,-0.193936,12.239650
