
 0.02778,  0.38919, -1.92375,  0.05095, -0.02896,  0.05029
-0.00018,  0.40532, -1.91011,  0.05025, -0.02969,  0.04803
 0.00576,  0.37115, -1.91287,  0.05025, -0.02969,  0.05009
-0.00464,  0.38275, -1.93197,  0.05027, -0.02830,  0.05165
-0.03092,  0.41186, -1.91803,  0.05025, -0.02969,  0.05364
 0.00469,  0.42552, -1.91592,  0.05025, -0.02969,  0.04909
 0.01902,  0.42577, -1.91417,  0.05025, -0.02969,  0.05213
-0.01203,  0.38893, -1.91869,  0.05165, -0.02829,  0.05320
 0.00151,  0.41438, -1.91394,  0.05025, -0.02969,  0.04952
-0.01695,  0.38702, -1.91920,  0.05027, -0.02836,  0.05780
 0.01241,  0.39805, -1.90931,  0.05095, -0.02902,  0.04623
 0.01754,  0.40353, -1.92741,  0.05095, -0.02896,  0.05204
-0.03145,  0.40655, -1.92964,  0.05095, -0.02896,  0.05167
 0.02248,  0.41585, -1.93605,  0.05166, -0.02968,  0.05137
 0.01144,  0.39097, -1.91647,  0.05025, -0.02969,  0.05202
 0.00524,  0.39251, -1.92326,  0.05095, -0.02896,  0.04850
 0.00339,  0.39909, -1.91045,  0.05025, -0.02969,  0.05247
 0.03710,  0.40865, -1.91850,  0.04957, -0.02903,  0.05000
 0.01291,  0.38631, -1.91511,  0.05025, -0.02969,  0.04907
 0.00475,  0.37317, -1.92462,  0.05095, -0.02896,  0.05253
 0.00528,  0.37698, -1.91520,  0.05025, -0.02969,  0.05272
-0.02063,  0.40521, -1.92079,  0.05025, -0.02969,  0.05086
 0.00100,  0.38707, -1.90438,  0.05025, -0.02969,  0.05282
 0.00830,  0.40318, -1.92244,  0.04957, -0.02903,  0.05102
-0.00578,  0.38261, -1.91054,  0.05025, -0.02969,  0.05438
-0.00148,  0.38495, -1.92140,  0.05095, -0.02896,  0.05268
 0.03895,  0.38318, -1.92485,  0.05095, -0.02896,  0.05118
-0.00655,  0.38152, -1.90964,  0.05025, -0.02969,  0.05520
-0.00510,  0.42188, -1.94337,  0.05027, -0.02830,  0.05211
 0.01728,  0.39486, -1.91697,  0.05025, -0.02969,  0.05272
 0.03721,  0.39254, -1.91342,  0.05025, -0.02969,  0.04849
-0.01249,  0.41630, -1.91300,  0.05025, -0.02969,  0.04994
 0.00530,  0.39874, -1.91137,  0.05025, -0.02969,  0.05069
-0.00912,  0.37006, -1.92530,  0.05095, -0.02896,  0.05090
 0.00514,  0.37326, -1.92556,  0.05096, -0.03041,  0.04989
-0.01716,  0.41072, -1.91808,  0.05095, -0.02896,  0.04894
-0.00769,  0.37679, -1.91932,  0.05025, -0.02969,  0.05028
-0.02342,  0.38304, -1.91379,  0.05025, -0.02969,  0.04918
 0.01343,  0.40387, -1.91894,  0.05095, -0.02896,  0.04981
-0.01544,  0.38434, -1.91888,  0.05025, -0.02969,  0.05606
-0.00668,  0.39833, -1.91384,  0.05025, -0.02969,  0.04874
 0.00219,  0.41388, -1.92661,  0.04955, -0.03036,  0.04881
-0.02123,  0.37084, -1.91728,  0.05095, -0.02896,  0.05220
-0.03337,  0.38856, -1.91851,  0.05025, -0.02969,  0.05052
 0.00534,  0.39754, -1.92390,  0.05096, -0.03041,  0.05068
-0.03323,  0.41820, -1.94011,  0.05098, -0.02902,  0.04923
-0.01322,  0.37733, -1.92282,  0.05095, -0.02896,  0.05078
-0.03665,  0.38138, -1.91714,  0.05025, -0.02969,  0.05148
-0.02972,  0.40112, -1.93441,  0.05026, -0.03108,  0.05127
-0.02032,  0.41120, -1.92470,  0.05027, -0.02830,  0.04868
-0.03467,  0.40026, -1.94477,  0.05027, -0.02969,  0.05236
 0.00264,  0.39433, -1.93746,  0.05095, -0.03035,  0.04676
-0.03482,  0.39228, -1.94936,  0.05027, -0.02969,  0.05274
-0.04029,  0.39405, -1.94402,  0.05095, -0.03035,  0.05168
-0.02549,  0.37629, -1.91917,  0.05096, -0.03041,  0.05446
-0.02622,  0.40941, -1.93506,  0.05098, -0.02902,  0.05179
-0.05462,  0.39120, -1.92914,  0.05166, -0.02968,  0.05226
-0.03711,  0.39085, -1.94742,  0.05096, -0.03180,  0.05056
-0.03454,  0.40588, -1.94272,  0.05095, -0.03035,  0.05292
-0.02890,  0.41154, -1.94539,  0.05166, -0.03108,  0.05289
-0.06363,  0.43400, -1.94603,  0.05166, -0.03108,  0.04938
-0.03071,  0.42371, -1.94540,  0.05096, -0.03180,  0.04916
-0.05070,  0.40444, -1.95174,  0.05166, -0.03108,  0.05163
-0.07344,  0.41439, -1.96340,  0.05098, -0.03042,  0.05116
-0.05767,  0.43868, -1.94653,  0.05027, -0.02969,  0.05070
-0.05420,  0.42474, -1.92925,  0.05094, -0.03174,  0.04891
-0.02597,  0.41093, -1.93983,  0.05096, -0.03180,  0.05499
-0.03710,  0.42808, -1.93844,  0.05095, -0.03035,  0.05257
-0.07036,  0.40782, -1.93459,  0.05166, -0.02968,  0.05078
-0.04424,  0.43826, -1.94616,  0.05095, -0.03035,  0.05041
-0.03949,  0.39224, -1.94582,  0.05096, -0.03180,  0.04913
-0.03143,  0.40469, -1.92050,  0.05096, -0.03041,  0.05438
-0.02447,  0.40330, -1.93926,  0.04957, -0.03042,  0.05178
-0.00095,  0.36817, -1.94228,  0.04957, -0.03042,  0.05365
-0.02139,  0.39492, -1.93317,  0.05096, -0.03041,  0.05313
-0.04389,  0.40026, -1.93218,  0.05166, -0.02968,  0.05021
-0.02093,  0.36787, -1.92614,  0.05096, -0.03041,  0.05000
-0.04286,  0.37743, -1.92616,  0.05096, -0.03041,  0.05111
-0.02072,  0.39048, -1.94797,  0.04957, -0.03042,  0.05085
-0.02438,  0.37427, -1.93496,  0.05026, -0.03108,  0.05275
 0.00293,  0.33248, -1.93026,  0.04955, -0.03036,  0.05312
-0.03103,  0.36712, -1.91636,  0.04955, -0.03036,  0.04900
-0.00389,  0.35265, -1.93079,  0.05026, -0.03108,  0.05280
 0.02710,  0.34595, -1.92118,  0.04955, -0.03036,  0.05345
 0.01856,  0.37131, -1.91441,  0.05025, -0.02969,  0.05276
 0.01286,  0.35588, -1.93107,  0.04955, -0.03036,  0.05053
 0.00546,  0.36134, -1.92997,  0.05026, -0.03108,  0.05295
-0.01702,  0.37742, -1.92431,  0.04955, -0.03036,  0.05112
-0.00065,  0.39744, -1.93397,  0.05025, -0.02963,  0.05128
 0.00725,  0.33670, -1.92643,  0.04955, -0.03036,  0.05273
-0.01604,  0.35151, -1.92154,  0.04955, -0.03036,  0.05109
-0.01068,  0.36821, -1.91767,  0.04955, -0.03036,  0.05269
-0.01764,  0.38706, -1.93716,  0.05028, -0.02975,  0.05527
 0.01389,  0.35338, -1.92904,  0.04955, -0.03036,  0.05615
-0.01855,  0.37414, -1.93007,  0.04955, -0.03036,  0.05613
-0.02068,  0.37490, -1.93000,  0.04955, -0.03036,  0.05380
-0.00576,  0.37702, -1.92413,  0.04957, -0.02903,  0.05507
-0.02076,  0.40146, -1.86345,  0.04531, -0.03321,  0.04899
 0.02627,  0.39411, -0.97356,  0.02237, -0.04712,  0.05763
 0.11427,  0.45085, -0.60629,  0.00532, -0.05965,  0.06005
 0.23854,  0.46736, -0.30119, -0.00259, -0.07294,  0.06635
 0.39247,  0.45854,  0.41805, -0.02553, -0.11052,  0.07042
 0.45391,  0.47256,  0.91554, -0.04621, -0.13907,  0.06642
 0.54879,  0.52378,  0.91232, -0.04275, -0.15090,  0.07518
 0.51684,  0.52229,  1.08417, -0.04640, -0.16274,  0.07556
 0.53164,  0.48227,  0.82077, -0.03925, -0.16275,  0.07606
 0.51552,  0.47386,  0.67535, -0.03146, -0.15785,  0.07295
 0.50704,  0.48912,  0.36217, -0.01935, -0.14878,  0.07468
