Time,Zeus_tn35
0.005,0.063
0.01,0.0592
0.015,0.07163
0.02,0.08174
0.025,0.03483
0.030000000000000002,0.06165
0.035,0.062020000000000006
0.04,0.05806
0.045,0.04506
0.049999999999999996,0.06827000000000001
0.05499999999999999,0.07451
0.05999999999999999,0.07067999999999999
0.06499999999999999,0.06834
0.06999999999999999,0.06121
0.075,0.07092999999999999
0.08,0.0853
0.085,0.06701
0.09000000000000001,0.04347
0.09500000000000001,0.053520000000000005
0.10000000000000002,0.0534
0.10500000000000002,0.057170000000000006
0.11000000000000003,0.06326
0.11500000000000003,0.09812
0.12000000000000004,0.054729999999999994
0.12500000000000003,0.07502
0.13000000000000003,0.07768
0.13500000000000004,0.04866
0.14000000000000004,0.05944
0.14500000000000005,0.06511
0.15000000000000005,0.08759
0.15500000000000005,0.07047
0.16000000000000006,0.08728999999999999
0.16500000000000006,0.07076
0.17000000000000007,0.07645
0.17500000000000007,0.06656000000000001
0.18000000000000008,0.06137000000000001
0.18500000000000008,0.04715
0.19000000000000009,0.03723
0.1950000000000001,0.05666
0.2000000000000001,0.07177
0.2050000000000001,0.08375
0.2100000000000001,0.08792
0.2150000000000001,0.058179999999999996
0.2200000000000001,0.055729999999999995
0.22500000000000012,0.1077
0.23000000000000012,0.04713
0.23500000000000013,0.0898
0.24000000000000013,0.07733999999999999
0.24500000000000013,0.08129
0.2500000000000001,0.05086
0.2550000000000001,0.08864
0.2600000000000001,0.0742
0.2650000000000001,0.05401
0.27000000000000013,0.059789999999999996
0.27500000000000013,0.07937000000000001
0.28000000000000014,0.09473999999999999
0.28500000000000014,0.06268
0.29000000000000015,0.1149
0.29500000000000015,0.07343
0.30000000000000016,0.09817999999999999
0.30500000000000016,0.06738999999999999
0.31000000000000016,0.07805
0.31500000000000017,0.06755
0.3200000000000002,0.05694
0.3250000000000002,0.08478
0.3300000000000002,0.07128
0.3350000000000002,0.0682
0.3400000000000002,0.07219
0.3450000000000002,0.06796
0.3500000000000002,0.06903
0.3550000000000002,0.0839
0.3600000000000002,0.08081
0.3650000000000002,0.062
0.3700000000000002,0.09598999999999999
0.3750000000000002,0.07266
0.3800000000000002,0.06304
0.38500000000000023,0.09383999999999999
0.39000000000000024,0.07211000000000001
0.39500000000000024,0.06867000000000001
0.40000000000000024,0.06967999999999999
0.40500000000000025,0.09041
0.41000000000000025,0.09114
0.41500000000000026,0.07172
0.42000000000000026,0.07282000000000001
0.42500000000000027,0.07512
0.43000000000000027,0.09582
0.4350000000000003,0.060820000000000006
0.4400000000000003,0.0754
0.4450000000000003,0.08353
0.4500000000000003,0.0875
0.4550000000000003,0.07089
0.4600000000000003,0.08807999999999999
