pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp�,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp �,Ele/Dep Ang
13.637956,4.225098,15.970336,14.222367,4.165691,16.331649,14.369026,4.259772,15.370825,14.865333,1.688292,13.930085,16.051164,1.671177,13.217159,14.067347,-0.099303,12.596328,-0.642966,2.477399,2.401564,15.408198,4.148576,15.618723,0.689646643,1.383745484,1.806445144,2.045801052,#VALUE!,-0.496307,2.57148,1.44074,15.554857,4.242657,14.657899,0.97649519,1.383745484,2.140769121,2.258109331,#VALUE!
13.653518,4.295792,15.867992,14.177212,4.160477,16.340688,14.327376,4.295366,15.335462,14.841659,1.716057,13.931687,16.02094,1.713281,13.193601,14.052925,-0.098218,12.609922,-0.664447,2.44442,2.409001,15.356493,4.157701,15.602602,0.718336316,1.391216132,1.729053159,1.843399864,#VALUE!,-0.514283,2.579309,1.403775,15.506657,4.29259,14.597376,1.025291949,1.391216132,2.196363946,2.27055848,#VALUE!
13.612795,4.351131,15.806933,14.162177,4.210973,16.292749,14.28763,4.346242,15.292048,14.808933,1.747009,13.925018,16.001108,1.73332,13.195806,14.053061,-0.142321,12.632942,-0.646756,2.463964,2.367731,15.354352,4.197284,15.563537,0.746647194,1.39757603,1.765200073,1.865024514,#VALUE!,-0.521303,2.599233,1.36703,15.479805,4.332553,14.562836,1.017565059,1.39757603,2.177963322,2.235705612,#VALUE!
13.562351,4.395045,15.76735,14.124734,4.296274,16.2141,14.230993,4.3985,15.253835,14.809588,1.770593,13.879639,15.997416,1.768538,13.149569,14.041801,-0.100156,12.583814,-0.684854,2.525681,2.334461,15.312562,4.294219,15.48403,0.724993732,1.394253128,1.775858848,1.916007522,#VALUE!,-0.578595,2.627907,1.374196,15.418821,4.396445,14.523765,0.971519429,1.394253128,2.131179909,2.227598895,#VALUE!
13.521256,4.421483,15.737358,14.081274,4.363181,16.171451,14.190804,4.450418,15.211831,14.789738,1.775045,13.880234,15.977473,1.779244,13.146968,14.050298,-0.132486,12.608966,-0.708464,2.588136,2.291217,15.269009,4.36738,15.438185,0.7109543,1.395854967,1.77399892,1.927578353,#VALUE!,-0.598934,2.675373,1.331597,15.378539,4.454617,14.478565,0.969782274,1.395854967,2.134741209,2.234687068,#VALUE!
13.476148,4.44656,15.716585,14.02451,4.393358,16.15534,14.148555,4.48503,15.198588,14.768264,1.797338,13.872489,15.956424,1.783785,13.124409,14.056902,-0.146405,12.620058,-0.743754,2.59602,2.282851,15.21267,4.379805,15.40726,0.704299145,1.404112373,1.765119498,1.904633951,#VALUE!,-0.619709,2.687692,1.326099,15.336715,4.471477,14.450508,0.969105416,1.404112373,2.152774184,2.256718052,#VALUE!
13.421968,4.499035,15.671118,13.985568,4.484453,16.037775,14.111384,4.519438,15.171292,14.751563,1.844881,13.795316,15.930309,1.82683,13.101167,14.022343,-0.131246,12.603411,-0.765995,2.639572,2.242459,15.164314,4.466402,15.343626,0.672528773,1.368068275,1.773156932,2.032772774,#VALUE!,-0.640179,2.674557,1.375976,15.29013,4.501387,14.477143,0.876268455,1.368068275,2.034143803,2.24581564,#VALUE!
13.346521,4.560431,15.594921,13.941398,4.521661,15.999667,14.08943,4.577745,15.083663,14.696521,1.871759,13.770394,15.891701,1.859048,13.065287,14.02891,-0.133347,12.630745,-0.755123,2.649902,2.229273,15.136578,4.50895,15.29456,0.720556093,1.387729326,1.815811413,2.010990994,#VALUE!,-0.607091,2.705986,1.313269,15.28461,4.565034,14.378556,0.929581743,1.387729326,2.105730412,2.261756465,#VALUE!
13.309172,4.626995,15.531347,13.893854,4.580161,15.934844,14.050015,4.596451,15.064543,14.684857,1.920679,13.687399,15.864775,1.905789,13.014698,14.016442,-0.132259,12.620307,-0.791003,2.659482,2.247445,15.073772,4.565271,15.262143,0.711938406,1.358291145,1.78608337,2.019098633,#VALUE!,-0.634842,2.675772,1.377144,15.229933,4.581561,14.391842,0.8843503,1.358291145,2.041069383,2.266048537,#VALUE!
13.250217,4.671615,15.464473,13.817652,4.660682,15.838005,13.988212,4.665433,15.006508,14.652823,1.989547,13.613218,15.825763,1.944213,12.973683,14.007944,-0.149907,12.624808,-0.835171,2.671135,2.224787,14.990592,4.615348,15.19847,0.679432237,1.336730501,1.761484803,2.060478455,#VALUE!,-0.664611,2.675886,1.39329,15.161152,4.620099,14.366973,0.848823036,1.336730501,1.992630015,2.27154858,#VALUE!
13.221643,4.729415,15.393655,13.772534,4.688549,15.798196,13.928276,4.750603,14.921183,14.604827,2.023918,13.57239,15.784828,1.959452,12.948535,14.017393,-0.137785,12.632266,-0.832293,2.664631,2.225806,14.952535,4.624083,15.174341,0.684692883,1.336320802,1.747907485,2.023627975,#VALUE!,-0.676551,2.726685,1.348793,15.108277,4.686137,14.297328,0.892893091,1.336320802,2.009183897,2.225860358,#VALUE!
13.161963,4.796331,15.318598,13.696408,4.796499,15.680336,13.871803,4.827216,14.843121,14.553736,2.06634,13.516252,15.746872,1.976294,12.956376,13.9943,-0.10486,12.593286,-0.857328,2.730159,2.164084,14.889544,4.706453,15.12046,0.645357162,1.321038581,1.741227393,2.106425373,#VALUE!,-0.681933,2.760876,1.326869,15.064939,4.73717,14.283245,0.855941526,1.321038581,1.956594054,2.210766411,#VALUE!
13.100494,4.855542,15.245514,13.640881,4.8562,15.620641,13.808341,4.884327,14.78468,14.496853,2.100521,13.478305,15.701679,1.991786,12.942396,13.954759,-0.090857,12.571433,-0.855972,2.755679,2.142336,14.845707,4.747465,15.084732,0.65782886,1.323112787,1.755932773,2.114111233,#VALUE!,-0.688512,2.783806,1.306375,15.013167,4.775592,14.248771,0.853032692,1.323112787,1.942084914,2.180935874,#VALUE!
13.025305,4.900195,15.21158,13.578988,4.923766,15.535954,13.762903,4.930837,14.734012,14.446514,2.139817,13.425963,15.670545,2.055333,12.870062,13.935346,-0.088382,12.597931,-0.867526,2.783949,2.109991,14.803019,4.839282,14.980053,0.642136238,1.34700236,1.793762027,2.180665256,#VALUE!,-0.683611,2.79102,1.308049,14.986934,4.846353,14.178111,0.822791406,1.34700236,1.957560299,2.220333247,#VALUE!
12.951818,4.998588,15.098007,13.477433,4.993337,15.448639,13.687005,5.022156,14.611455,14.391358,2.169659,13.403581,15.620332,2.087612,12.835068,13.947926,-0.057726,12.533268,-0.913925,2.823678,2.045058,14.706407,4.91129,14.880126,0.631855601,1.35658241,1.770219091,2.119469976,#VALUE!,-0.704353,2.852497,1.207874,14.915979,4.940109,14.042942,0.863497544,1.35658241,2.012021836,2.244851724,#VALUE!
