pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,ElbowLa,ElbowLb,ElbowLc,ElbowAng,EA DEG,"Pt5 - Pt2 (x,z)","Pt1 - Pt2 (x,z)","Pt5 - Pt1 (x,z)",HPR Comp Ang,HPR DEG,"Pt3 - Pt5 (y,z)","Pt2 - Pt3 (y,z)","Pt5 - Pt2 (y,z)",HPR Comp Ang,HED DEG,,Phase,Max Elb,,,,,Max Pro/Ret,,,,,Max Elev/Dep,,,,,Min Elb,,,,,Min Pro/Ret,,,,,Min Elev/Dep,,,,,Initial Elb,,,,,Initial Pro/Ret,,,,,Intial Elev/Dep,,,,,Final Elb,,,,,Final Pro/Ret,,,,,Final Elev/Dep
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,Initiation,120.7089452,,,,,2.201185634,,,,,#VALUE!,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.681676,1.034678,10.00011,1.673335753,2.383984965,3.457542214,2.020911299,115.79,3.686853478,0.753393072,3.533450983,1.264475922,107.5508664,4.233391986,1.08422976,4.840832841,2.062795439,118.1894727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.619854,1.10311,9.974735,1.701644653,2.381050029,3.496091474,2.039100407,116.83,3.620775677,0.733019516,3.518558142,1.32976634,103.810001,4.234437148,1.060465741,4.820880119,2.055650977,117.7801251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.5642,1.216333,9.9141,1.668542933,2.349461452,3.46526951,2.062852196,118.19,3.572996499,0.737831757,3.472753179,1.331306251,103.7217706,4.248808288,1.02575171,4.80765146,2.048715236,117.3827364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.487147,1.26796,9.941335,1.691309402,2.340506595,3.469420413,2.056851503,117.85,3.613752094,0.709579853,3.517675767,1.336892573,103.4016979,4.278684698,1.079857923,4.847405974,2.021361737,115.8154964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.407449,1.334409,9.945269,1.640721672,2.334759919,3.470568476,2.105142046,120.62,3.552987619,0.725051525,3.467758267,1.350853791,102.601779,4.243032406,1.001804038,4.823653219,2.095754981,120.0779153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.303607,1.316565,10.016983,1.690955357,2.377602181,3.51599511,2.070076031,118.61,3.572496837,0.67421536,3.538871378,1.426293273,98.27941514,4.258119649,0.954630603,4.853112513,2.158822897,123.6914407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.182635,1.412465,9.991735,1.669636021,2.371939021,3.511610722,2.088189289,119.64,3.590587707,0.708923237,3.495056718,1.336989875,103.3961229,4.259446642,1.006629823,4.854420352,2.110837149,120.9420599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.068275,1.514553,10.002525,1.655111255,2.339593974,3.488276305,2.10676853,120.71,3.568524877,0.714972187,3.45805323,1.31574225,104.6135221,4.252741674,1.050573437,4.83505096,2.058623666,117.9504477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.911112,1.564772,10.010706,1.678401625,2.385375436,3.528552776,2.085766756,119.5056321,3.527402359,0.721961406,3.458207027,1.372254917,101.3755849,4.224454877,1.030952136,4.803299933,2.069071678,118.5490747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.775332,1.667119,9.995135,1.678208864,2.374783216,3.512421054,2.079355866,119.1383152,3.589929052,0.725403064,3.430405157,1.249224998,108.4246799,4.232556543,1.033362604,4.799183087,2.05213167,117.5784837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.587483,1.788999,10.005211,1.673136377,2.350674336,3.475084338,2.067900754,118.4819857,3.593546129,0.709538773,3.501835889,1.342490098,103.0809834,4.216299719,1.090351119,4.797721885,2.027183482,116.1490578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.411707,1.84512,10.047655,1.70508087,2.381531991,3.485836475,2.02620859,116.0932006,3.598243418,0.691657545,3.54527904,1.397812021,99.91127062,4.217540277,0.974389577,4.815179534,2.142764097,122.7713392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.218102,1.90922,10.05484,1.678650761,2.397472397,3.467450033,2.014791184,115.4390315,3.62939903,0.737268343,3.451607637,1.227268124,109.6827162,4.22540184,1.014841774,4.841131364,2.130390955,122.0624104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.988405,2.120991,9.968588,1.702295186,2.298554478,3.401534888,2.018724846,115.6644137,3.617241902,0.742291943,3.42904952,1.213717972,110.4590827,4.227181631,0.978517357,4.83592866,2.154556117,123.4469722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.737989,2.232635,9.937287,1.713818054,2.349198466,3.402269555,1.968620977,112.7936735,3.711029395,0.771306116,3.463568646,1.143889559,114.4599561,4.209529474,1.044946186,4.847434576,2.132471522,122.1816182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.513914,2.230039,10.010119,1.679905338,2.421793853,3.430248077,1.958927363,112.2382702,3.602331523,0.762485637,3.432784201,1.241940116,108.8420729,4.19290256,0.981059448,4.80756626,2.159716648,123.7426489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.258367,2.372483,10.05588,1.681198962,2.388831171,3.330972245,1.895491476,108.6036617,3.669242252,0.707227917,3.473700968,1.196631896,111.4380427,4.177850979,1.054780179,4.826458136,2.136985554,122.4402531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.011072,2.485756,10.049004,1.703787807,2.389203145,3.333522054,1.883064992,107.8916766,3.651543872,0.687418042,3.603669202,1.406746811,99.39934489,4.185932786,0.985503667,4.817965463,2.179775626,124.8919436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.762218,2.542314,10.075474,1.699672108,2.418816814,3.323105152,1.854742253,106.2689032,3.6619025,0.741228582,3.566876642,1.341034915,103.1643592,4.215080605,0.970778893,4.841760874,2.187533697,125.3364484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.470478,2.708067,10.090408,1.689539125,2.334914011,3.209640933,1.826483878,104.6498175,3.6275923,0.712389322,3.564582335,1.383838097,100.7119175,4.21950486,0.973516094,4.839959859,2.17588291,124.6689075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.175134,2.816803,10.069674,1.646136843,2.378216831,3.178515032,1.794540156,102.8195771,3.570708514,0.702096911,3.558156124,1.454373104,96.67055928,4.200299422,0.972634323,4.809562374,2.16042704,123.7833514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.870779,2.909092,10.037667,1.635755644,2.432556746,3.183749425,1.765951433,101.1815639,3.69749064,0.716284507,3.51991374,1.225132177,109.8050969,4.196264425,1.037884817,4.861134315,2.174484472,124.5887829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.570299,3.076622,9.975099,1.634365002,2.374945314,3.11665719,1.752396717,100.4049359,3.679639356,0.734810488,3.434036733,1.134116777,115.0198952,4.19180651,1.084259983,4.847415164,2.120710763,121.5077763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.238312,3.220866,9.945926,1.6272696,2.376969979,3.052783093,1.703228027,97.58777749,3.5970358,0.703344612,3.503144755,1.339214655,103.2686524,4.195192991,0.990652916,4.826752224,2.174184112,124.5715735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.913079,3.355054,9.892662,1.617136103,2.378498024,3.042111843,1.698807093,97.33447664,3.62452368,0.71806703,3.463406333,1.246706398,108.5689851,4.190547502,0.972727221,4.844114493,2.224617672,127.4612036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.569835,3.575122,9.743138,1.567096423,2.293301523,2.952330232,1.710549577,98.0072714,3.584867321,0.746656885,3.4234103,1.249801789,108.3916323,4.192707243,0.917940519,4.827409597,2.257910773,129.3687578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.227636,3.679315,9.773467,1.572255223,2.294158438,2.954231309,1.708790351,97.90647521,3.691358351,0.777111724,3.395374414,1.080521941,118.0906531,4.20720346,1.109909887,4.887090483,2.129573521,122.0155749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.92012,3.785133,9.745516,1.59312346,2.37860211,2.90480081,1.602743091,91.83041474,3.645907016,0.690286792,3.466820563,1.215645304,110.3486547,4.19921019,0.980539204,4.844378731,2.204044255,126.2824337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.564125,3.950014,9.705483,1.60737435,2.402362076,2.868617845,1.554477117,89.06497818,3.691178139,0.705004001,3.555940683,1.283031626,106.4877029,4.19455697,1.029082359,4.875271365,2.204933011,126.3333556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.210481,4.149603,9.624428,1.614928354,2.371474183,2.785144019,1.508761006,86.44563796,3.730239416,0.69674111,3.536919082,1.19859728,111.3254345,4.2418238,0.991781789,4.877603894,2.179963444,124.9027048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.873655,4.269641,9.608509,1.604960518,2.346756786,2.788039531,1.529631748,87.64144335,3.670106488,0.757331219,3.462066049,1.191688344,111.7212874,4.236519483,0.974879465,4.918231397,2.265923421,129.8278487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.532828,4.471511,9.507545,1.621694618,2.376502478,2.722093305,1.457963103,83.53513247,3.796888429,0.695757546,3.6405594,1.253829984,108.1608337,4.243604247,0.956233408,4.950880932,2.330379394,133.5209039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.205536,4.592751,9.4643,1.623169414,2.351457721,2.751964008,1.49333413,85.56174303,3.776565645,0.728876373,3.56390766,1.180949477,112.3365791,4.243927553,0.972578257,4.953628722,2.313307615,132.5427631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.816075,4.732876,9.37576,1.607738354,2.400082401,2.742243248,1.463648782,83.86089791,3.828445533,0.771225564,3.548463636,1.103489655,116.7747,4.244130958,1.064612681,4.980502283,2.247546466,128.7749268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.758812,4.683589,14.358047,22.353902,4.618512,14.735086,22.426887,4.721311,13.766002,22.561346,2.284112,12.188041,23.69643,1.762351,11.147764,13.525123,4.878001,9.392632,1.618022712,2.381114981,2.668858613,1.419034712,81.30469996,3.776812421,0.703996447,3.642410145,1.286256129,106.3029524,4.281868043,0.941110142,4.963625256,2.307964578,132.2366296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.756253,4.756214,14.306859,22.346854,4.631095,14.732762,22.423592,4.773559,13.715784,22.563686,2.303493,12.173283,23.670576,1.740439,11.215494,13.173655,5.004616,9.366107,1.583541719,2.410756862,2.681909334,1.422684302,81.51380606,3.732826835,0.699498738,3.570030472,1.243637889,108.7447977,4.273281444,0.918494224,4.938326175,2.3089625,132.2938063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.749365,4.759733,14.315594,22.339856,4.652753,14.727029,22.407942,4.806797,13.715584,22.554983,2.334519,12.164448,23.680862,1.792428,11.199671,12.887778,5.158991,9.282021,1.604222472,2.363732079,2.635696117,1.410046848,80.78973331,3.727636024,0.70607778,3.539268966,1.208152376,110.7779678,4.299248832,0.946145413,4.956587874,2.262475505,129.6302977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.738882,4.757321,14.344194,22.336068,4.688742,14.718016,22.407677,4.809714,13.715924,22.551366,2.347433,12.165857,23.674349,1.801644,11.192836,12.55084,5.309545,9.271906,1.599430737,2.374751101,2.608479745,1.386317927,79.43016627,3.791283167,0.709118416,3.575906249,1.171665746,112.8684977,4.298209414,0.971641541,4.963351081,2.24527836,128.6449738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.737726,4.798036,14.341764,22.299599,4.682909,14.730136,22.395566,4.84877,13.69106,22.54232,2.364151,12.151524,23.667673,1.835807,11.170012,12.244457,5.394197,9.245554,1.587236567,2.410312093,2.606210096,1.368598112,78.41489566,3.882447299,0.705559772,3.695889615,1.214374115,110.4214885,4.302721736,1.018757926,5.014777968,2.263206697,129.6721919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.720677,4.804264,14.342455,22.29669,4.720681,14.717129,22.39626,4.860149,13.678176,22.536531,2.372359,12.139499,23.672546,1.848862,11.160897,11.966745,5.47727,9.244287,1.613703665,2.401018365,2.584396311,1.350961744,77.40440624,3.814705496,0.686012034,3.610551328,1.18148748,112.3057538,4.303930945,0.943077311,4.996839629,2.324460773,133.181792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.720744,4.853572,14.310962,22.297069,4.749508,14.700726,22.402757,4.901418,13.663431,22.520268,2.375801,12.17376,23.677559,1.866414,11.149121,11.639276,5.592318,9.205027,1.573772287,2.41126122,2.596845549,1.365480126,78.23624823,3.787478215,0.672281088,3.574806868,1.163408956,113.341577,4.340304879,0.921764967,4.994550984,2.287739668,131.0778276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.709698,4.881238,14.310387,22.284449,4.77347,14.712073,22.39879,4.910769,13.679357,22.516234,2.398006,12.162564,23.657331,1.894191,11.102941,11.335587,5.700419,9.185424,1.647809575,2.445805841,2.597575356,1.326469814,76.00112198,3.924541221,0.713064818,3.62522096,1.05341578,119.6437217,4.374853575,0.957119598,5.076685057,2.322252158,133.0552476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.692247,4.874146,14.341799,22.264007,4.806938,14.724049,22.375655,4.936087,13.697196,22.49544,2.433326,12.126041,23.640177,1.923323,11.088563,11.056496,5.787391,9.130879,1.568840034,2.400818499,2.581519279,1.362069552,78.04083676,3.881387593,0.671711262,3.620590554,1.090836443,117.4996757,4.382698092,0.991252776,5.076436646,2.268114101,129.9533655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.675331,4.931849,14.298574,22.252813,4.813321,14.750789,22.341834,4.972146,13.67398,22.483554,2.446051,12.117427,23.645049,1.894962,11.141136,10.748811,5.885339,9.044253,1.581826937,2.374578392,2.611244836,1.393871164,79.86293489,3.886240643,0.678927267,3.630797465,1.102653082,116.8226321,4.410992481,1.034980654,5.087587536,2.197583898,125.9122825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.674639,4.932385,14.341789,22.244158,4.84601,14.735174,22.326599,4.999393,13.652705,22.467742,2.468008,12.125644,23.626456,1.915514,11.136852,10.444782,6.033355,8.902691,1.607831674,2.387740266,2.609985064,1.377570682,78.92898609,3.953232716,0.707385621,3.655222082,1.05310564,119.6614914,4.450035689,0.992754847,5.152991004,2.281632553,130.7279157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.642407,4.981736,14.302412,22.233834,4.872091,14.720975,22.316101,4.999186,13.684262,22.456438,2.522321,12.119872,23.604884,1.933998,11.129801,10.171829,6.116165,8.875443,1.578709987,2.357706477,2.607012239,1.401456885,80.2975647,3.967351858,0.711207517,3.65306563,1.030915033,120.9329196,4.471292444,1.016903439,5.17251774,2.252254882,129.0446991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.634442,4.988989,14.315165,22.226968,4.924779,14.711094,22.314273,5.001746,13.69046,22.438045,2.533863,12.081788,23.609577,1.949196,11.122525,9.899314,6.171193,8.830179,1.609271541,2.377936716,2.603086311,1.377755212,78.93955884,4.002895265,0.694875465,3.648270358,0.958762207,125.066972,4.522394721,0.9941444,5.185373406,2.221633242,127.2902084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.625236,5.006002,14.324647,22.200556,4.976144,14.690295,22.280681,5.066938,13.68219,22.433412,2.542158,12.099803,23.596021,1.973861,11.124691,9.622617,6.202197,8.838285,1.638691385,2.431805332,2.587241742,1.329415601,76.16990313,4.017029782,0.720435429,3.661786654,0.975245992,124.1225207,4.54261789,0.9853115,5.196347467,2.217756348,127.0680787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.584588,5.047575,14.309405,22.199148,4.998022,14.685273,22.267584,5.098807,13.673736,22.418665,2.550578,12.130123,23.580394,2.016606,11.11267,9.334195,6.271465,8.751018,1.59140623,2.410802867,2.616349272,1.37414027,78.73243795,3.924768969,0.695487979,3.654184023,1.088010137,117.6616111,4.533551737,0.8899069,5.180659419,2.319805308,132.9150534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.581953,5.074592,14.316607,22.162254,5.060424,14.63677,22.250216,5.122711,13.673003,22.402939,2.566445,12.134771,23.554497,2.031011,11.095591,9.11304,6.278704,8.722483,1.625292102,2.3839777,2.594008025,1.363352155,78.11432445,4.051432559,0.713857677,3.720507226,1.008961228,122.1907799,4.592929417,0.998320137,5.268517802,2.236758373,128.1568146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.587074,5.130577,14.26034,22.169278,5.094247,14.635344,22.233312,5.171908,13.667895,22.392631,2.596874,12.115482,23.548438,2.020728,11.11848,8.85631,6.292574,8.717492,1.586537058,2.334233435,2.605758604,1.41137805,80.86600559,3.991875502,0.738035206,3.62986557,0.97555814,124.1046359,4.593376893,0.995382175,5.27364528,2.246801025,128.7322161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.548393,5.178028,14.225286,22.139709,5.105022,14.655987,22.219715,5.212641,13.677388,22.379071,2.635076,12.107128,23.528575,2.044315,11.119383,8.550463,6.319494,8.656329,1.596564946,2.384167593,2.662002669,1.419554029,81.33445467,4.013461958,0.68235824,3.693107009,1.005396233,122.3950391,4.614686951,0.975483187,5.292550094,2.265612655,129.8100432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.52221,5.22759,14.238345,22.124864,5.092696,14.690283,22.215493,5.209844,13.680925,22.365438,2.648138,12.140362,23.508549,2.091908,11.09064,8.31623,6.336495,8.632912,1.585689525,2.375618849,2.61483156,1.39459609,79.90447011,4.031658954,0.678171554,3.700753944,0.986013056,123.5056133,4.655698518,1.038782057,5.31735084,2.178094004,124.7955938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.532558,5.260461,14.222719,22.096586,5.145057,14.674485,22.189651,5.312082,13.567809,22.342982,2.700555,12.099528,23.489615,2.104033,11.102797,8.046635,6.327568,8.601984,1.650142602,2.443160081,2.66332701,1.371201837,78.56407813,4.089398354,0.684227864,3.763190071,0.998697976,122.778821,4.686482329,1.007307755,5.339590074,2.197006797,125.879217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.484978,5.339774,14.148823,22.067937,5.209186,14.631192,22.173837,5.347722,13.583758,22.327707,2.738928,12.095245,23.477034,2.102028,11.119717,7.81283,6.318299,8.591255,1.658607015,2.430111558,2.640748944,1.360488425,77.95024482,4.041789865,0.663435042,3.793656195,1.110063403,116.398052,4.729787936,0.881431907,5.346268912,2.280765239,130.6782223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.469232,5.37103,14.142713,22.041113,5.26576,14.630342,22.118474,5.358869,13.596382,22.296282,2.739552,12.107382,23.449692,2.168378,11.062477,7.561114,6.302458,8.523728,1.686209516,2.422525874,2.692017947,1.390504864,79.6700601,4.085215213,0.685420261,3.704816793,0.910897371,127.809425,4.72463273,0.967577935,5.375185662,2.234761123,128.0423806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.473595,5.407161,14.136593,22.01731,5.291666,14.621736,22.103542,5.394592,13.627454,22.254569,2.794279,12.09452,23.423885,2.187809,11.057856,7.309471,6.28437,8.497005,1.654910751,2.410054116,2.699314927,1.412074665,80.90591866,4.055394373,0.722737291,3.686180953,0.956103434,125.2193085,4.752656524,0.96712777,5.393800501,2.221700469,127.2940602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.454827,5.447547,14.140548,21.993015,5.346596,14.618123,22.097232,5.433402,13.617433,22.237201,2.830289,12.080468,23.411935,2.220208,11.058085,7.041581,6.253026,8.481943,1.650103727,2.423885926,2.745135934,1.437604944,82.36869589,4.052766469,0.679904422,3.704217523,0.958826193,125.0633059,4.779454455,0.988550996,5.412217509,2.18835482,125.3834952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
