pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
22.34635,4.103971,16.144864,22.899266,4.170091,16.126579,22.877445,4.195697,15.37776,22.755794,1.637399,13.606453,23.365493,1.274743,12.81767,21.975234,0.522233,12.18595,20.771514,-0.127947,12.4314
22.338631,4.130402,16.165316,22.91333,4.245186,16.02865,22.879026,4.273027,15.242856,22.765232,1.613929,13.635066,23.339855,1.305547,12.796944,21.957557,0.517045,12.213778,20.786632,-0.027239,12.332891
22.33875,4.13177,16.165683,22.913428,4.247053,16.029467,22.879787,4.275921,15.241967,22.765209,1.614416,13.63553,23.339855,1.305547,12.796944,21.957702,0.51793,12.213693,20.786632,-0.027239,12.332891
22.338849,4.133638,16.166503,22.913545,4.248422,16.029832,22.879904,4.277286,15.242332,22.764612,1.616291,13.634056,23.338576,1.306848,12.797623,21.95689,0.515988,12.215439,20.786632,-0.027239,12.332891
22.338949,4.135505,16.167324,22.913644,4.250288,16.030648,22.879867,4.278273,15.24324,22.764589,1.616778,13.634519,23.337813,1.30832,12.796714,21.957035,0.516873,12.215354,20.786606,-0.026755,12.333361
22.337599,4.138812,16.164881,22.913552,4.252792,16.027977,22.879113,4.27973,15.242303,22.763425,1.619457,13.635568,23.337189,1.31068,12.795714,21.95701,0.517358,12.215818,20.786606,-0.026755,12.333361
22.337699,4.140679,16.165702,22.912249,4.254586,16.029115,22.878476,4.282551,15.241733,22.763402,1.619944,13.636032,23.336534,1.309622,12.797393,21.956424,0.519241,12.214361,20.786606,-0.026755,12.333361
22.336414,4.141979,16.166385,22.910965,4.255882,16.029802,22.878612,4.283423,15.241645,22.762782,1.622305,13.635022,23.33591,1.311982,12.796393,21.957155,0.518244,12.215733,20.786606,-0.026755,12.333361
22.335129,4.14328,16.167068,22.911082,4.257251,16.030167,22.877313,4.285209,15.242783,22.762162,1.624667,13.634012,23.334492,1.312395,12.797163,21.956399,0.519726,12.214825,20.785904,-0.027327,12.335486
22.335092,4.144277,16.167974,22.909644,4.258174,16.031393,22.877275,4.286196,15.24369,22.76074,1.625086,13.63478,23.333213,1.313696,12.797842,21.955877,0.519554,12.216401,20.786052,-0.02644,12.3354
22.333172,4.148414,16.168072,22.909005,4.261007,16.030808,22.875994,4.287489,15.244375,22.760975,1.627833,13.635524,23.333306,1.315554,12.798676,21.955852,0.52004,12.216866,20.786078,-0.026925,12.334929
22.331081,4.147806,16.170561,22.907585,4.261432,16.031582,22.873824,4.289368,15.244212,22.759716,1.628651,13.635738,23.33205,1.31637,12.798893,21.955972,0.52141,12.217245,20.786026,-0.025956,12.33587
22.32918,4.151444,16.170207,22.905016,4.264025,16.032956,22.873206,4.291695,15.243187,22.758272,1.629558,13.636969,23.330524,1.319315,12.797075,21.955216,0.522893,12.216337,20.786052,-0.02644,12.3354
22.327757,4.151875,16.170975,22.903596,4.26445,16.03373,22.87177,4.292611,15.244413,22.75713,1.631749,13.637555,23.329985,1.319629,12.799125,21.955336,0.524264,12.216716,20.786174,-0.025069,12.335785
22.326389,4.15568,16.168986,22.90222,4.268249,16.031745,22.87049,4.293903,15.245098,22.755826,1.633542,13.638695,23.32805,1.319872,12.801483,21.95479,0.524577,12.218756,20.786174,-0.025069,12.335785
22.323681,4.157411,16.170438,22.900044,4.270139,16.03157,22.868455,4.296653,15.244847,22.754521,1.635335,13.639836,23.326687,1.323219,12.799112,21.95479,0.524577,12.218756,20.785498,-0.026126,12.337439
22.320974,4.159141,16.171889,22.898096,4.270396,16.033979,22.866285,4.298531,15.244683,22.753739,1.637298,13.63938,23.325245,1.324117,12.800344,21.954178,0.526945,12.217763,20.785498,-0.026126,12.337439
22.317396,4.160972,16.172022,22.894445,4.274218,16.031003,22.863398,4.300878,15.242676,22.752575,1.639976,13.640429,23.323966,1.325418,12.801023,21.954218,0.525376,12.221261,20.784772,-0.025119,12.336059
22.315513,4.16411,16.171214,22.893143,4.276012,16.032141,22.862099,4.302665,15.243814,22.751153,1.640396,13.641197,23.322664,1.327205,12.802165,21.953632,0.527258,12.219803,20.78562,-0.024755,12.337824
22.312118,4.165303,16.174839,22.889774,4.276694,16.035324,22.859266,4.303509,15.245358,22.749848,1.642189,13.642338,23.321385,1.328506,12.802844,21.953751,0.528629,12.220182,20.78562,-0.024755,12.337824
22.310099,4.167572,16.174117,22.886861,4.27955,16.033748,22.857114,4.304893,15.244741,22.747829,1.644483,13.641632,23.319227,1.329907,12.802242,21.952329,0.529054,12.220936,20.784192,-0.02432,12.338569
22.305988,4.169234,16.175884,22.88342,4.282238,16.033807,22.853682,4.307571,15.244808,22.74598,1.646593,13.644831,23.318064,1.332581,12.803293,21.95318,0.529428,12.222687,20.784869,-0.023264,12.336915
22.301877,4.170897,16.17765,22.88058,4.283089,16.035354,22.850849,4.308415,15.246353,22.744536,1.647501,13.646063,23.316646,1.332994,12.804063,21.952424,0.53091,12.221779,20.784869,-0.023264,12.336915
22.298482,4.172089,16.181275,22.87712,4.286275,16.035865,22.848152,4.310129,15.247809,22.743372,1.650179,13.647112,23.315344,1.33478,12.805204,21.951838,0.532793,12.220322,20.784918,-0.025327,12.339948
22.294526,4.174123,16.182503,22.873679,4.288963,16.035925,22.845228,4.313465,15.246708,22.742067,1.651972,13.648252,23.31412,1.339015,12.802741,21.951878,0.531224,12.22382,20.784192,-0.02432,12.338569
22.289681,4.176755,16.182864,22.87012,4.290282,16.035619,22.841815,4.315648,15.246322,22.740026,1.654753,13.64801,23.311307,1.339357,12.803819,21.952022,0.532109,12.223734,20.784167,-0.023836,12.339039
22.285038,4.17825,16.186265,22.865395,4.294265,16.036365,22.838383,4.318325,15.246389,22.738721,1.656546,13.64915,23.310744,1.340156,12.806332,21.950744,0.53342,12.224403,20.784315,-0.022949,12.338954
22.28156,4.177077,16.188616,22.862573,4.294619,16.03746,22.836303,4.317713,15.24887,22.737557,1.659224,13.650199,23.309521,1.344391,12.803869,21.949988,0.534902,12.223495,20.784289,-0.022465,12.339424
22.274695,4.186849,16.186856,22.855464,4.301627,16.034993,22.831383,4.32281,15.24661,22.734713,1.660064,13.651735,23.307423,1.344231,12.80678,21.950108,0.536273,12.223874,20.783638,-0.024006,12.340608
22.262107,4.205794,16.17511,22.841996,4.324483,16.019674,22.82797,4.324993,15.246223,22.733549,1.662743,13.652784,23.305544,1.347407,12.805997,21.950228,0.537643,12.224253,20.783612,-0.023521,12.341078
22.255454,4.20418,16.18367,22.836716,4.324427,16.024362,22.820952,4.329972,15.246897,22.73156,1.663968,13.656074,23.304265,1.348708,12.806675,21.949562,0.536586,12.225914,20.78376,-0.022635,12.340992
22.239123,4.189557,16.221828,22.834012,4.326149,16.025821,22.805262,4.357082,15.228963,22.731181,1.676072,13.666635,23.303642,1.351067,12.805675,21.949537,0.537072,12.226378,20.78376,-0.022635,12.340992
22.236296,4.189921,16.222911,22.831855,4.327541,16.025193,22.802584,4.358302,15.229966,22.730039,1.678262,13.667222,23.301684,1.351795,12.808496,21.94895,0.538954,12.224921,20.783035,-0.021628,12.339613
22.233744,4.192023,16.223822,22.826764,4.32685,16.033369,22.798579,4.357455,15.234386,22.728096,1.678512,13.669586,23.300345,1.354657,12.805662,21.94907,0.540325,12.2253,20.78376,-0.022635,12.340992
22.230184,4.193356,16.2235,22.802652,4.309239,16.091615,22.795694,4.359802,15.232378,22.725989,1.678366,13.672504,23.298248,1.354497,12.808573,21.94907,0.540325,12.2253,20.782333,-0.0222,12.341738
22.228028,4.194756,16.222862,22.799862,4.31241,16.093545,22.791637,4.360457,15.233247,22.725392,1.680238,13.67103,23.298387,1.355385,12.808482,21.948379,0.539753,12.227426,20.783058,-0.023207,12.343117
22.225935,4.19415,16.22535,22.798423,4.313334,16.094771,22.788894,4.358812,15.237435,22.723233,1.681646,13.670414,23.296369,1.357673,12.807789,21.947792,0.541635,12.225968,20.783058,-0.023207,12.343117
22.223246,4.195383,16.226347,22.79562,4.31319,16.095413,22.785552,4.358999,15.240146,22.721312,1.681409,13.672316,23.29495,1.358087,12.808559,21.948499,0.541124,12.227805,20.782333,-0.0222,12.341738
22.220834,4.194546,16.225428,22.794236,4.31262,16.095282,22.763425,4.337948,15.294233,22.720105,1.680672,13.676063,23.294411,1.358401,12.810609,21.948499,0.541124,12.227805,20.782333,-0.0222,12.341738
22.219448,4.19398,16.22529,22.792834,4.312548,16.095603,22.762573,4.337546,15.292476,22.718086,1.682965,13.675357,23.293155,1.359217,12.810826,21.947768,0.542121,12.226433,20.783058,-0.023207,12.343117
22.216622,4.194344,16.226372,22.790012,4.312902,16.096697,22.759758,4.337897,15.293566,22.716687,1.682897,13.675661,23.290997,1.360618,12.810224,21.947768,0.542121,12.226433,20.782333,-0.0222,12.341738
22.215751,4.194444,16.225052,22.790967,4.312426,16.089466,22.758017,4.338082,15.29096,22.715265,1.683318,13.676429,23.288863,1.361534,12.80916,21.947181,0.544003,12.224975,20.783058,-0.023207,12.343117
22.21352,4.192969,16.227626,22.789416,4.30817,16.088585,22.756073,4.338341,15.293352,22.713865,1.683251,13.676733,23.287607,1.36235,12.809376,21.947221,0.542434,12.228473,20.783084,-0.023691,12.342647
