pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
24.282136,3.718936,17.178359,25.122867,3.560873,17.158736,25.02289,3.744361,16.251281,24.328259,1.70387,14.383003,25.346619,1.495505,13.627073,24.01165,0.907379,13.38343,NaN,NaN,NaN
24.28523,3.783837,17.107589,25.139209,3.540277,17.149659,25.044768,3.765517,16.302885,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.28523,3.783837,17.107589,25.139209,3.540277,17.149659,25.044768,3.765517,16.302885,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.28523,3.783837,17.107589,25.139209,3.540277,17.149659,25.044768,3.765517,16.302885,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.000908,0.96266,13.268523,NaN,NaN,NaN
24.28523,3.783837,17.107589,25.139209,3.540277,17.149659,25.044768,3.765517,16.302885,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.284527,3.782773,17.109333,25.139209,3.540277,17.149659,25.044074,3.764452,16.304622,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.28523,3.783837,17.107589,25.139209,3.540277,17.149659,25.044768,3.765517,16.302885,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.28523,3.783837,17.107589,25.138494,3.541244,17.148225,25.044768,3.765517,16.302885,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.284521,3.784803,17.106153,25.138494,3.541244,17.148225,25.043363,3.765413,16.3032,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.284521,3.784803,17.106153,25.138494,3.541244,17.148225,25.044057,3.766478,16.301463,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.283819,3.783739,17.107898,25.137799,3.540173,17.149977,25.043363,3.765413,16.3032,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.283819,3.783739,17.107898,25.137799,3.540173,17.149977,25.043363,3.765413,16.3032,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.283111,3.784704,17.106462,25.137085,3.541139,17.148543,25.042652,3.766374,16.301778,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.283819,3.783739,17.107898,25.136954,3.540254,17.148638,25.042521,3.765493,16.301869,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.284521,3.784803,17.106153,25.137085,3.541139,17.148543,25.042652,3.766374,16.301778,24.300081,1.759512,14.368215,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.283819,3.783739,17.107898,25.137085,3.541139,17.148543,25.042652,3.766374,16.301778,24.299374,1.76049,14.366804,25.401385,1.480093,13.579023,24.00087,0.963156,13.26897,NaN,NaN,NaN
24.283819,3.783739,17.107898,25.137085,3.541139,17.148543,25.043363,3.765413,16.3032,24.299374,1.76049,14.366804,25.401385,1.480093,13.579023,24.000171,0.96208,13.270656,NaN,NaN,NaN
24.283111,3.784704,17.106462,25.136954,3.540254,17.148638,25.042521,3.765493,16.301869,24.298676,1.759416,14.368508,25.401385,1.480093,13.579023,24.000908,0.96266,13.268523,NaN,NaN,NaN
24.283111,3.784704,17.106462,25.136954,3.540254,17.148638,25.042521,3.765493,16.301869,24.299374,1.76049,14.366804,25.400672,1.481069,13.577625,24.00087,0.963156,13.26897,NaN,NaN,NaN
