pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp¨,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp ¨,Ele/Dep Ang
40.419716,4.659549,13.219112,41.177905,4.675126,13.33341,41.195972,4.74686,12.429004,41.033881,1.966569,11.106494,NaN,NaN,NaN,39.749838,0.11516,10.947334,0.144024,2.708557,2.226916,#VALUE!,#VALUE!,#VALUE!,0.766914099,#VALUE!,#VALUE!,#VALUE!,,0.162091,2.780291,1.32251,#VALUE!,#VALUE!,#VALUE!,0.907426248,#VALUE!,#VALUE!,#VALUE!,
40.406386,4.620969,13.258353,41.172751,4.670207,13.431891,41.180598,4.676461,12.464442,41.011798,1.982474,11.051234,NaN,NaN,NaN,39.763552,0.046525,11.009677,0.160953,2.687733,2.380657,#VALUE!,#VALUE!,#VALUE!,0.78730879,#VALUE!,#VALUE!,#VALUE!,83.85832724,0.1688,2.693987,1.413208,#VALUE!,#VALUE!,#VALUE!,0.967501036,#VALUE!,#VALUE!,#VALUE!,136.0797434
40.430133,4.574601,13.284926,41.15929,4.704982,13.432904,41.183929,4.675963,12.478121,41.014053,1.995597,11.05088,NaN,NaN,NaN,39.763552,0.046525,11.009677,0.145237,2.709385,2.382024,#VALUE!,#VALUE!,#VALUE!,0.755358606,#VALUE!,#VALUE!,#VALUE!,89.45929263,0.169876,2.680366,1.427241,#VALUE!,#VALUE!,#VALUE!,0.955541605,#VALUE!,#VALUE!,#VALUE!,138.3541819
40.453458,4.56154,13.33947,41.157952,4.704741,13.433395,41.183929,4.675963,12.478121,41.013278,1.996505,11.04956,NaN,NaN,NaN,39.762772,0.039637,11.010397,0.144674,2.708236,2.383835,#VALUE!,#VALUE!,#VALUE!,0.725010502,#VALUE!,#VALUE!,#VALUE!,83.67442919,0.170651,2.679458,1.428561,#VALUE!,#VALUE!,#VALUE!,0.95606035,#VALUE!,#VALUE!,#VALUE!,135.145451
40.453661,4.559519,13.34263,41.158727,4.703852,13.434731,41.183278,4.673952,12.480037,41.013278,1.996505,11.04956,NaN,NaN,NaN,39.763552,0.046525,11.009677,0.145449,2.707347,2.385171,#VALUE!,#VALUE!,#VALUE!,0.725556802,#VALUE!,#VALUE!,#VALUE!,83.6123543,0.17,2.677447,1.430477,#VALUE!,#VALUE!,#VALUE!,0.955477574,#VALUE!,#VALUE!,#VALUE!,135.2262166
40.452227,4.5584,13.343216,41.1573,4.702726,13.435328,41.182512,4.675607,12.484095,41.013278,1.996505,11.04956,NaN,NaN,NaN,39.767969,0.055512,10.995877,0.144022,2.706221,2.385768,#VALUE!,#VALUE!,#VALUE!,0.725563609,#VALUE!,#VALUE!,#VALUE!,83.27520643,0.169234,2.679102,1.434535,#VALUE!,#VALUE!,#VALUE!,0.951953416,#VALUE!,#VALUE!,#VALUE!,136.9938916
40.453092,4.558391,13.34445,41.157566,4.702094,13.438789,41.182512,4.675607,12.484095,41.013278,1.996505,11.04956,NaN,NaN,NaN,39.767969,0.055512,10.995877,0.144288,2.705589,2.389229,#VALUE!,#VALUE!,#VALUE!,0.725144135,#VALUE!,#VALUE!,#VALUE!,85.4902076,0.169234,2.679102,1.434535,#VALUE!,#VALUE!,#VALUE!,0.955387093,#VALUE!,#VALUE!,#VALUE!,138.1437668
40.452999,4.557508,13.344554,41.156737,4.701596,13.437155,41.182717,4.672826,12.481848,41.013278,1.996505,11.04956,NaN,NaN,NaN,39.767969,0.055512,10.995877,0.143459,2.705091,2.387595,#VALUE!,#VALUE!,#VALUE!,0.724281347,#VALUE!,#VALUE!,#VALUE!,86.37476199,0.169439,2.676321,1.432288,#VALUE!,#VALUE!,#VALUE!,0.956093164,#VALUE!,#VALUE!,#VALUE!,138.9942373
40.451658,4.557272,13.345037,41.157513,4.700707,13.438491,41.173551,4.681563,12.468915,41.008871,1.976478,11.060583,NaN,NaN,NaN,39.767969,0.055512,10.995877,0.148642,2.724229,2.377908,#VALUE!,#VALUE!,#VALUE!,0.726318477,#VALUE!,#VALUE!,#VALUE!,88.66980741,0.16468,2.705085,1.408332,#VALUE!,#VALUE!,#VALUE!,0.969897587,#VALUE!,#VALUE!,#VALUE!,139.0860065
40.45243,4.55638,13.346375,41.156175,4.700466,13.438982,41.169455,4.683714,12.459296,41.01201,1.992736,11.048798,NaN,NaN,NaN,39.771605,0.057613,10.982796,0.144165,2.70773,2.390184,#VALUE!,#VALUE!,#VALUE!,0.724288518,#VALUE!,#VALUE!,#VALUE!,87.45256252,0.157445,2.690978,1.410498,#VALUE!,#VALUE!,#VALUE!,0.979919204,#VALUE!,#VALUE!,#VALUE!,137.3424294
40.451861,4.555252,13.348196,41.156388,4.698446,13.442145,41.168894,4.682588,12.461108,41.01201,1.992736,11.048798,NaN,NaN,NaN,39.773165,0.071386,10.981358,0.144378,2.70571,2.393347,#VALUE!,#VALUE!,#VALUE!,0.725044295,#VALUE!,#VALUE!,#VALUE!,81.82922036,0.156884,2.689852,1.41231,#VALUE!,#VALUE!,#VALUE!,0.981244858,#VALUE!,#VALUE!,#VALUE!,133.611174
40.451861,4.555252,13.348196,41.155612,4.699336,13.440809,41.164592,4.687519,12.453736,41.011477,1.988554,11.049768,NaN,NaN,NaN,39.773165,0.071386,10.981358,0.144135,2.710782,2.391041,#VALUE!,#VALUE!,#VALUE!,0.724294717,#VALUE!,#VALUE!,#VALUE!,81.70896062,0.153115,2.698965,1.403968,#VALUE!,#VALUE!,#VALUE!,0.987184577,#VALUE!,#VALUE!,#VALUE!,133.5263237
40.451292,4.554124,13.350017,41.155825,4.697316,13.443972,41.163416,4.694736,12.462287,41.011477,1.988554,11.049768,NaN,NaN,NaN,39.773122,0.071892,10.981763,0.144348,2.708762,2.394204,#VALUE!,#VALUE!,#VALUE!,0.725050508,#VALUE!,#VALUE!,#VALUE!,82.50706065,0.151939,2.706182,1.412519,#VALUE!,#VALUE!,#VALUE!,0.981717739,#VALUE!,#VALUE!,#VALUE!,133.2162639
40.45052,4.555016,13.348679,41.155825,4.697316,13.443972,41.167717,4.689805,12.469658,41.00855,1.982559,11.059116,NaN,NaN,NaN,39.773122,0.071892,10.981763,0.147275,2.714757,2.384856,#VALUE!,#VALUE!,#VALUE!,0.725799689,#VALUE!,#VALUE!,#VALUE!,82.19459565,0.159167,2.707246,1.410542,#VALUE!,#VALUE!,#VALUE!,0.97441552,#VALUE!,#VALUE!,#VALUE!,131.2829921
40.451255,4.554627,13.350421,41.155789,4.697819,13.444375,41.167157,4.688678,12.47147,41.007775,1.983467,11.057796,NaN,NaN,NaN,39.773122,0.071892,10.981763,0.148014,2.714352,2.386579,#VALUE!,#VALUE!,#VALUE!,0.72505135,#VALUE!,#VALUE!,#VALUE!,81.58427564,0.159382,2.705211,1.413674,#VALUE!,#VALUE!,#VALUE!,0.973014352,#VALUE!,#VALUE!,#VALUE!,130.1726352
40.450723,4.552996,13.351838,41.155263,4.696186,13.445799,41.158759,4.695759,12.454481,41.006294,1.969438,11.059466,NaN,NaN,NaN,39.772349,0.072823,10.98043,0.148969,2.726748,2.386333,#VALUE!,#VALUE!,#VALUE!,0.725057692,#VALUE!,#VALUE!,#VALUE!,81.53450447,0.152465,2.726321,1.395015,#VALUE!,#VALUE!,#VALUE!,0.991324256,#VALUE!,#VALUE!,#VALUE!,129.4942387
40.450723,4.552996,13.351838,41.154015,4.69683,13.446184,41.184626,4.656697,12.493785,41.006294,1.969438,11.059466,NaN,NaN,NaN,39.772349,0.072823,10.98043,0.147721,2.727392,2.386718,#VALUE!,#VALUE!,#VALUE!,0.724022807,#VALUE!,#VALUE!,#VALUE!,82.88765268,0.178332,2.687259,1.434319,#VALUE!,#VALUE!,#VALUE!,0.953735575,#VALUE!,#VALUE!,#VALUE!,129.4902368
40.450246,4.55275,13.353556,41.154791,4.69594,13.44752,41.184717,4.657581,12.49368,41.007775,1.983467,11.057796,NaN,NaN,NaN,39.772349,0.072823,10.98043,0.147016,2.712473,2.389724,#VALUE!,#VALUE!,#VALUE!,0.72506294,#VALUE!,#VALUE!,#VALUE!,88.47374558,0.176942,2.674114,1.435884,#VALUE!,#VALUE!,#VALUE!,0.955079957,#VALUE!,#VALUE!,#VALUE!,133.8581156
40.450246,4.55275,13.353556,41.154791,4.69594,13.44752,41.187584,4.672121,12.51678,41.007,1.984375,11.056475,NaN,NaN,NaN,39.772307,0.073329,10.980836,0.147791,2.711565,2.391045,#VALUE!,#VALUE!,#VALUE!,0.72506294,#VALUE!,#VALUE!,#VALUE!,90.62465029,0.180584,2.687746,1.460305,#VALUE!,#VALUE!,#VALUE!,0.931622066,#VALUE!,#VALUE!,#VALUE!,134.2316951
40.450246,4.55275,13.353556,41.154228,4.69481,13.449347,41.17473,4.677444,12.489734,41.00696,1.984871,11.056886,NaN,NaN,NaN,39.772307,0.073329,10.980836,0.147268,2.709939,2.392461,#VALUE!,#VALUE!,#VALUE!,0.724532688,#VALUE!,#VALUE!,#VALUE!,92.00056131,0.16777,2.692573,1.432848,#VALUE!,#VALUE!,#VALUE!,0.959989073,#VALUE!,#VALUE!,#VALUE!,135.9986667
40.450246,4.55275,13.353556,41.154228,4.69481,13.449347,41.179238,4.66973,12.494861,41.0016,1.977558,11.075026,NaN,NaN,NaN,39.771534,0.074259,10.979503,0.152628,2.717252,2.374321,#VALUE!,#VALUE!,#VALUE!,0.724532688,#VALUE!,#VALUE!,#VALUE!,89.96007331,0.177638,2.692172,1.419835,#VALUE!,#VALUE!,#VALUE!,0.955142937,#VALUE!,#VALUE!,#VALUE!,132.6496153
40.449677,4.551622,13.355377,41.154228,4.69481,13.449347,41.179238,4.66973,12.494861,41.0016,1.977558,11.075026,NaN,NaN,NaN,39.772307,0.073329,10.980836,0.152628,2.717252,2.374321,#VALUE!,#VALUE!,#VALUE!,0.725069152,#VALUE!,#VALUE!,#VALUE!,89.37485681,0.177638,2.692172,1.419835,#VALUE!,#VALUE!,#VALUE!,0.955142937,#VALUE!,#VALUE!,#VALUE!,133.4141782
40.451018,4.551858,13.354894,41.155003,4.693921,13.450684,41.183335,4.667578,12.504482,41.00156,1.978054,11.075437,NaN,NaN,NaN,39.772307,0.073329,10.980836,0.153443,2.715867,2.375247,#VALUE!,#VALUE!,#VALUE!,0.724536059,#VALUE!,#VALUE!,#VALUE!,85.60145182,0.181775,2.689524,1.429045,#VALUE!,#VALUE!,#VALUE!,0.946992545,#VALUE!,#VALUE!,#VALUE!,133.9343456
