pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp¨,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp ¨,Ele/Dep Ang
34.779882,5.892184,14.339977,35.39772,5.953589,14.684777,35.550531,6.086216,13.647154,36.402237,3.035817,12.518417,37.422235,2.749237,11.915964,36.632924,0.871241,11.791247,-1.004517,2.917772,2.16636,36.417718,5.667009,14.082324,0.710198147,1.218800079,1.673199215,2.05752767,,-0.851706,3.050399,1.128737,36.570529,5.799636,13.044701,1.057167259,1.218800079,2.022135446,2.185398067,
34.789804,5.821119,14.438677,35.423781,5.894898,14.744635,35.588652,6.041607,13.750587,36.424868,3.069474,12.529497,37.423721,2.810132,11.871913,36.619396,0.903976,11.784598,-1.001087,2.825424,2.215138,36.422634,5.635556,14.087051,0.707799742,1.223675735,1.680538092,2.067751795,69.44165655,-0.836216,2.972133,1.22109,36.587505,5.782265,13.093003,1.018252132,1.223675735,2.023568137,2.247519997,120.8832456
34.843797,5.793882,14.49554,35.433568,5.917995,14.713428,35.597775,6.063526,13.721432,36.435365,3.05717,12.548826,37.433494,2.796884,11.889024,36.622423,0.900243,11.790002,-1.001797,2.860825,2.164602,36.431697,5.657709,14.053626,0.640865859,1.224479065,1.653861385,2.124437225,67.29308065,-0.83759,3.006356,1.172606,36.595904,5.80324,13.06163,1.015972084,1.224479065,2.023025042,2.24903967,119.5436523
34.870895,5.809837,14.504017,35.498928,5.906405,14.78997,35.624327,6.072886,13.716902,36.449061,3.038663,12.576282,37.44742,2.778796,11.915767,36.637178,0.919299,11.761193,-0.950133,2.867742,2.213688,36.497287,5.646538,14.129455,0.696792613,1.224961883,1.676935954,2.075903677,67.81735889,-0.824734,3.034223,1.14062,36.622686,5.813019,13.056387,1.093122027,1.224961883,2.068057786,2.202482844,122.8240967
34.922708,5.836473,14.458297,35.563796,5.90744,14.798832,35.66547,6.107506,13.652983,36.514217,3.089143,12.503898,37.467182,2.754055,11.94981,36.655136,0.946207,11.719081,-0.950421,2.818297,2.294934,36.516761,5.572352,14.244744,0.729379342,1.152145725,1.62983734,2.064815384,68.1781418,-0.848747,3.018363,1.149085,36.618435,5.772418,13.098895,1.167618918,1.152145725,2.005063631,2.08764417,123.0406262
34.952794,5.839101,14.482573,35.577383,5.930337,14.789505,35.707854,6.089832,13.69847,36.54633,3.137847,12.457499,37.475776,2.742852,11.96759,36.658162,0.942477,11.724481,-0.968947,2.79249,2.332006,36.506829,5.535342,14.299596,0.70188509,1.122453449,1.593980832,2.094686156,66.78232372,-0.838476,2.951985,1.240971,36.6373,5.694837,13.208561,1.110323695,1.122453449,1.917881182,2.066478755,120.0082814
34.961503,5.862584,14.459888,35.587035,5.954326,14.763279,35.739954,6.098725,13.734961,36.554534,3.128804,12.473171,37.484126,2.730382,11.985983,36.661148,0.939249,11.730298,-0.967499,2.825522,2.290108,36.516627,5.555904,14.276091,0.701251008,1.122601231,1.595695652,2.099560728,66.44786388,-0.81458,2.969921,1.26179,36.669546,5.700303,13.247773,1.049606212,1.122601231,1.879658529,2.090929546,119.5035519
34.988921,5.881532,14.466118,35.619373,5.967775,14.771416,35.754987,6.123203,13.717554,36.56353,3.118343,12.48978,37.512679,2.760244,11.944907,36.664931,0.934586,11.737048,-0.944157,2.849432,2.281636,36.568522,5.609676,14.226543,0.705772235,1.151523037,1.620629873,2.087028553,63.10786036,-0.808543,3.00486,1.227774,36.704136,5.765104,13.172681,1.073859458,1.151523037,1.942611619,2.121687136,117.0219401
35.027168,5.885021,14.494794,35.660995,5.978825,14.80666,35.776285,6.137602,13.704395,36.573281,3.106966,12.507741,37.551436,2.788271,11.871103,36.668674,0.930425,11.744216,-0.912286,2.871859,2.298919,36.63915,5.66013,14.170022,0.712598245,1.20981885,1.659680325,2.042228573,64.23450692,-0.796996,3.030636,1.196654,36.75444,5.818907,13.067757,1.119593699,1.20981885,2.060334773,2.16999369,117.2524424
35.082748,5.904897,14.465995,35.685808,6.028451,14.735465,35.820242,6.171663,13.645974,36.597173,3.110269,12.501866,37.575957,2.807044,11.858397,36.679541,0.941549,11.726533,-0.911365,2.918182,2.233599,36.664592,5.725226,14.091996,0.671982913,1.209965236,1.635355423,2.05627242,62.91874102,-0.776931,3.061394,1.144108,36.799026,5.868438,13.002505,1.107055923,1.209965236,2.06591598,2.200843588,115.9328862
