Time,Zeus_tn14
0.005,0.08514
0.01,0.08438999999999999
0.015,0.08932999999999999
0.02,0.08231000000000001
0.025,0.09011
0.030000000000000002,0.08837
0.035,0.07714
0.04,0.08864
0.045,0.07564
0.049999999999999996,0.091
0.05499999999999999,0.07372999999999999
0.05999999999999999,0.094
0.06499999999999999,0.08584
0.06999999999999999,0.09282
0.075,0.08298
0.08,0.06625
0.085,0.08304
0.09000000000000001,0.08945
0.09500000000000001,0.08589
0.10000000000000002,0.0884
0.10500000000000002,0.07954
0.11000000000000003,0.088
0.11500000000000003,0.06654
0.12000000000000004,0.08021
0.12500000000000003,0.08157
0.13000000000000003,0.09154
0.13500000000000004,0.08494
0.14000000000000004,0.07587
0.14500000000000005,0.08392000000000001
0.15000000000000005,0.07985
0.15500000000000005,0.07915
0.16000000000000006,0.08116
0.16500000000000006,0.09521
0.17000000000000007,0.10067000000000001
0.17500000000000007,0.08702
0.18000000000000008,0.07746
0.18500000000000008,0.08886000000000001
0.19000000000000009,0.08492999999999999
0.1950000000000001,0.09116
0.2000000000000001,0.08709
0.2050000000000001,0.0847
0.2100000000000001,0.07862999999999999
0.2150000000000001,0.0918
0.2200000000000001,0.08162
0.22500000000000012,0.08
0.23000000000000012,0.08332
0.23500000000000013,0.09061
0.24000000000000013,0.07753
0.24500000000000013,0.07956
0.2500000000000001,0.08245
0.2550000000000001,0.07664
0.2600000000000001,0.08405
0.2650000000000001,0.08336
0.27000000000000013,0.07048
0.27500000000000013,0.08421000000000001
0.28000000000000014,0.08292999999999999
0.28500000000000014,0.0861
0.29000000000000015,0.08592000000000001
0.29500000000000015,0.08152999999999999
0.30000000000000016,0.07801
0.30500000000000016,0.09255
0.31000000000000016,0.07781
0.31500000000000017,0.08422
0.3200000000000002,0.07952000000000001
0.3250000000000002,0.07232000000000001
0.3300000000000002,0.07802
0.3350000000000002,0.07309
0.3400000000000002,0.08695
0.3450000000000002,0.0927
0.3500000000000002,0.08087000000000001
0.3550000000000002,0.08238999999999999
0.3600000000000002,0.07927000000000001
0.3650000000000002,0.09121
0.3700000000000002,0.09298
0.3750000000000002,0.09292
0.3800000000000002,0.082
0.38500000000000023,0.09418
0.39000000000000024,0.09343
0.39500000000000024,0.07832
0.40000000000000024,0.09245
0.40500000000000025,0.07872
0.41000000000000025,0.07272
0.41500000000000026,0.09429
0.42000000000000026,0.06901
0.42500000000000027,0.07866000000000001
0.43000000000000027,0.07326
0.4350000000000003,0.07601000000000001
0.4400000000000003,0.07984
0.4450000000000003,0.09103
0.4500000000000003,0.08728999999999999
0.4550000000000003,0.07207000000000001
0.4600000000000003,0.07198
0.4650000000000003,0.08556
0.4700000000000003,0.08388
0.4750000000000003,0.08527
0.4800000000000003,0.08504
0.4850000000000003,0.08134
0.4900000000000003,0.08097
0.49500000000000033,0.08005
0.5000000000000003,0.09335
0.5050000000000003,0.07087
0.5100000000000003,0.07817
0.5150000000000003,0.07443999999999999
0.5200000000000004,0.07461
0.5250000000000004,0.07608999999999999
0.5300000000000004,0.07629
0.5350000000000004,0.0743
0.5400000000000004,0.0822
0.5450000000000004,0.07032999999999999
0.5500000000000004,0.08348
0.5550000000000004,0.08267000000000001
0.5600000000000004,0.08309
0.5650000000000004,0.07941000000000001
0.5700000000000004,0.07506
0.5750000000000004,0.08622
0.5800000000000004,0.08778
0.5850000000000004,0.09035
0.5900000000000004,0.09409
0.5950000000000004,0.07905
0.6000000000000004,0.08585
0.6050000000000004,0.07553
0.6100000000000004,0.08256000000000001
0.6150000000000004,0.09196
0.6200000000000004,0.08573
0.6250000000000004,0.07932
0.6300000000000004,0.07371
0.6350000000000005,0.07995
0.6400000000000005,0.08961000000000001
0.6450000000000005,0.0743
0.6500000000000005,0.08429
0.6550000000000005,0.07313
0.6600000000000005,0.08932000000000001
0.6650000000000005,0.08213
0.6700000000000005,0.08762
0.6750000000000005,0.07266
0.6800000000000005,0.07286000000000001
0.6850000000000005,0.07854
0.6900000000000005,0.0533
0.6950000000000005,0.07123
0.7000000000000005,0.07377
0.7050000000000005,0.07089
0.7100000000000005,0.08681
0.7150000000000005,0.07177
0.7200000000000005,0.0859
0.7250000000000005,0.08655
0.7300000000000005,0.08911000000000001
0.7350000000000005,0.08403
0.7400000000000005,0.06925
0.7450000000000006,0.07467
0.7500000000000006,0.08589
0.7550000000000006,0.08161
0.7600000000000006,0.08599
0.7650000000000006,0.08118
0.7700000000000006,0.0809
0.7750000000000006,0.08127999999999999
0.7800000000000006,0.07975
0.7850000000000006,0.07812999999999999
0.7900000000000006,0.0687
0.7950000000000006,0.08792
0.8000000000000006,0.07992
0.8050000000000006,0.08206000000000001
0.8100000000000006,0.09063
