pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pro/ret 2-4x,pro/ret 2-4y,pro/ret 2-4z,pt5_X',pt5_Y',pt5_Z',side (1-2),side (2-5'),side (5'-1) C,P/R comp�,Pro/Ret Ang,ele/dep 3-4x,ele/dep 3-4y,ele/dep 3-4z,"pt5_X""","pt5_Y""","pt5_Z""",side 2-3,"side 3-5""","side 5""-1 C",E/D comp �,Ele/Dep Ang
35.675761,3.065374,12.945314,36.347806,3.222494,13.103429,36.255325,3.241343,12.197973,36.863118,1.286908,10.789661,38.028786,1.570798,9.461907,24.398035,15.547287,-11.070291,-0.515312,1.935586,2.313768,37.513474,3.506384,11.775675,0.708047689,1.789498841,2.2225513,2.080347021,,-0.607793,1.954435,1.408312,37.420993,3.525233,10.870219,0.91036179,1.789498841,2.496118616,2.311873394,
35.648933,2.993933,13.004439,36.367783,3.230681,13.128204,36.246128,3.257366,12.218787,36.881978,1.281899,10.775127,38.016714,1.564094,9.509207,NaN,NaN,NaN,-0.514195,1.948782,2.353077,37.502519,3.512876,11.862284,0.766885072,1.723314613,2.238213784,2.152224174,75.26120145,-0.63585,1.975467,1.44366,37.380864,3.539561,10.952867,0.917905936,1.723314613,2.419469163,2.272188602,128.2534014
35.658068,3.005137,13.046065,36.367071,3.228676,13.130096,36.242284,3.259176,12.215038,36.872696,1.239413,10.796088,38.016673,1.564589,9.50962,NaN,NaN,NaN,-0.505625,1.989263,2.334008,37.511048,3.553852,11.843628,0.748141796,1.751976804,2.276066293,2.204068534,74.47077514,-0.630412,2.019763,1.41895,37.386261,3.584352,10.92857,0.924030946,1.751976804,2.451931973,2.271964423,128.1984955
35.659659,2.98149,13.03089,36.370012,3.22908,13.139618,36.261281,3.248605,12.262487,36.872696,1.239413,10.796088,38.015412,1.56338,9.509227,NaN,NaN,NaN,-0.502684,1.989667,2.34353,37.512728,3.553047,11.852757,0.760081555,1.751218349,2.269039332,2.171203223,69.86085019,-0.611415,2.009192,1.466399,37.403997,3.572572,10.975626,0.884060206,1.751218349,2.422802739,2.282215211,128.2373563
35.656721,2.985092,13.025561,36.370012,3.22908,13.139618,36.260531,3.249517,12.26114,36.872962,1.236205,10.793412,38.016714,1.564094,9.509207,NaN,NaN,NaN,-0.50295,1.992875,2.346206,37.513764,3.556969,11.855413,0.762445535,1.750674817,2.268236837,2.166875586,70.01482425,-0.612431,2.013312,1.467728,37.404283,3.577406,10.976935,0.885509659,1.750674817,2.422446132,2.280055998,128.6097244
35.656614,2.984212,13.025658,36.363628,3.234848,13.126003,36.260608,3.246104,12.263947,36.872962,1.236205,10.793412,38.016127,1.56296,9.510956,NaN,NaN,NaN,-0.509334,1.998643,2.332591,37.506793,3.561603,11.843547,0.756806659,1.748796283,2.270226666,2.183796984,72.6235628,-0.612354,2.009899,1.470535,37.403773,3.572859,10.981491,0.868262843,1.748796283,2.407298231,2.282276998,127.8492516
35.656614,2.984212,13.025658,36.363628,3.234848,13.126003,36.261176,3.247725,12.262585,36.853585,1.259979,10.759091,38.016127,1.56296,9.510956,NaN,NaN,NaN,-0.489957,1.974869,2.366912,37.52617,3.537829,11.877868,0.756806659,1.732380549,2.262554597,2.200997483,73.5210568,-0.592409,1.987746,1.503494,37.423718,3.550706,11.01445,0.86957051,1.732380549,2.383739322,2.263866202,128.4257762
35.658943,2.988545,13.037492,36.362916,3.232843,13.127894,36.259818,3.247519,12.263014,36.853585,1.259979,10.759091,38.016127,1.56296,9.510956,NaN,NaN,NaN,-0.490669,1.972864,2.368803,37.525458,3.535824,11.879759,0.750621089,1.732380549,2.263567593,2.213687271,73.67155925,-0.593767,1.98754,1.503923,37.42236,3.5505,11.014879,0.871126855,1.732380549,2.384986362,2.26377683,129.2541178
35.658943,2.988545,13.037492,36.363524,3.233965,13.126104,36.260569,3.246607,12.264362,36.853585,1.259979,10.759091,38.016127,1.56296,9.510956,NaN,NaN,NaN,-0.490061,1.973986,2.367013,37.526066,3.536946,11.877969,0.751343762,1.732380549,2.265256176,2.216118414,74.29763937,-0.593016,1.986628,1.505271,37.423111,3.549588,11.016227,0.867962457,1.732380549,2.381999883,2.263029648,128.5655741
35.658024,2.991393,13.042527,36.362916,3.232843,13.127894,36.260569,3.246607,12.264362,36.853585,1.259979,10.759091,38.016127,1.56296,9.510956,NaN,NaN,NaN,-0.490669,1.972864,2.368803,37.525458,3.535824,11.879759,0.749972239,1.732380549,2.266218057,2.220594287,73.02933348,-0.593016,1.986628,1.505271,37.423111,3.549588,11.016227,0.869684926,1.732380549,2.384004688,2.264216944,127.5308487
35.655853,2.994131,13.033788,36.363524,3.233965,13.126104,36.261176,3.247725,12.262585,36.853692,1.260868,10.758992,38.016127,1.56296,9.510956,NaN,NaN,NaN,-0.490168,1.973097,2.367112,37.525959,3.536057,11.878068,0.752888329,1.732082147,2.264214866,2.211827757,74.26857049,-0.592516,1.986857,1.503593,37.423611,3.549817,11.014549,0.869672073,1.732082147,2.383738965,2.264281457,128.33517
35.655853,2.994131,13.033788,36.362916,3.232843,13.127894,36.260569,3.246607,12.264362,36.853478,1.259089,10.759189,38.016168,1.562465,9.510542,NaN,NaN,NaN,-0.490562,1.973754,2.368705,37.525606,3.536219,11.879247,0.752181789,1.732917876,2.263360467,2.209442156,76.22666756,-0.592909,1.987518,1.505173,37.423259,3.549983,11.015715,0.869684926,1.732917876,2.384576521,2.264332328,128.4782729
35.655746,2.993251,13.033885,36.354535,3.234948,13.099347,36.260569,3.246607,12.264362,36.853585,1.259979,10.759091,38.016023,1.562072,9.511054,NaN,NaN,NaN,-0.49905,1.974969,2.340256,37.516973,3.537041,11.85131,0.742299656,1.732085055,2.271201695,2.245963752,74.520489,-0.593016,1.986628,1.505271,37.423007,3.5487,11.016325,0.840336535,1.732085055,2.362001987,2.269632431,126.7199965
35.655853,2.994131,13.033788,36.353865,3.243711,13.106589,36.261176,3.247725,12.262585,36.853585,1.259979,10.759091,38.016127,1.56296,9.510956,NaN,NaN,NaN,-0.49972,1.983732,2.347498,37.516407,3.546692,11.858454,0.744856304,1.732380549,2.269007461,2.235779953,75.7243805,-0.592409,1.987746,1.503494,37.423718,3.550706,11.01445,0.849087813,1.732380549,2.36978416,2.270160616,127.4325538
35.655853,2.994131,13.033788,36.353865,3.243711,13.106589,36.261176,3.247725,12.262585,36.853585,1.259979,10.759091,38.01661,1.563206,9.509305,NaN,NaN,NaN,-0.49972,1.983732,2.347498,37.51689,3.546938,11.856803,0.744856304,1.733937372,2.270318917,2.235349864,74.40727609,-0.592409,1.987746,1.503494,37.424201,3.550952,11.012799,0.849087813,1.733937372,2.371491672,2.270603367,127.4717901
35.655853,2.994131,13.033788,36.35397,3.244594,13.106488,36.262032,3.247693,12.263835,36.853585,1.259979,10.759091,38.01661,1.563206,9.509305,NaN,NaN,NaN,-0.499615,1.984615,2.347397,37.516995,3.547821,11.856702,0.745241136,1.733937372,2.270672502,2.235452682,73.17644327,-0.591553,1.987714,1.504744,37.425057,3.55092,11.014049,0.847659294,1.733937372,2.370519763,2.271050698,128.2286092
35.656467,2.995252,13.032002,36.354473,3.244833,13.104799,36.261783,3.248843,12.260809,36.853585,1.259979,10.759091,38.017366,1.562291,9.51062,NaN,NaN,NaN,-0.499112,1.984854,2.345708,37.518254,3.547145,11.856328,0.744850626,1.733337416,2.270032174,2.236014237,73.648381,-0.591802,1.988864,1.501718,37.425564,3.551155,11.012338,0.849073988,1.733337416,2.370540473,2.269839792,127.8424941
